Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3
Sorbus glabriuscula,11.9917,2,9.21667,20.9,3.83333,700.5,148,FALSE,GBIF_CURRENT=14,,PLANTSEARCH=20
Sorbus glomerulata,11.9917,11,11.3479,21.9667,3.85,919.667,88.3333,TRUE,GBIF_BGCI=50,GBIF_CURRENT=38,
Sorbus gracilis,11.9917,11,10.2514,24.7,1.02083,1266.75,163,FALSE,GBIF_CURRENT=522,,PLANTSEARCH=16
Sorbus harrowiana,11.9917,11,8.04583,18.9,2.65,901,107,FALSE,GBIF_CURRENT=50,,PLANTSEARCH=10
Sorbus koehneana,11.9917,11,9.39894,22.4333,0.86389,735.5,67.1667,TRUE,GBIF_BGCI=255,GBIF_CURRENT=189,
Sorbus macrantha,11.9917,8,5.22604,16.7667,-1.17778,786.833,77.1667,TRUE,GBIF_BGCI=22,GBIF_CURRENT=9,
Sorbus monbeigii,11.9917,8,5.70729,17.1833,-0.655553,777.667,75.5,TRUE,GBIF_BGCI=45,GBIF_CURRENT=23,
Sorbus multijuga,11.9917,11,8.07986,21.2,1.82917,688.5,82.25,FALSE,GBIF_CURRENT=383,,PLANTSEARCH=5
Sorbus poteriifolia,11.9917,8,6.14653,19,0.475,875.75,110,FALSE,GBIF_CURRENT=43,,PLANTSEARCH=21
Sorbus prattii,11.9917,11,9.84722,23.05,2.1,796.5,84,FALSE,GBIF_CURRENT=139,,PLANTSEARCH=22
Sorbus pseudohupehensis,11.9917,2,6.875,22.2,-0.724999,724.5,138.75,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=17
Sorbus pseudovilmorinii,11.9917,2,7.02083,19.2,1.05833,790,102.5,FALSE,GBIF_CURRENT=28,,PLANTSEARCH=26
Sorbus reducta,11.9917,11,7.59167,20.375,1.17083,807,92.5,FALSE,GBIF_CURRENT=26,,PLANTSEARCH=53
Sorbus rehderiana,11.9917,11,7.01244,19.1227,0.0623357,769,72.6667,TRUE,GBIF_BGCI=359,GBIF_CURRENT=140,
Sorbus sargentiana,11.9917,11,13.5302,25.5,5.03333,946.333,79.6667,TRUE,GBIF_BGCI=63,GBIF_CURRENT=27,
Sorbus setschwanensis,11.9917,11,11.7764,24,3.7,842.5,79.5,FALSE,GBIF_CURRENT=64,,PLANTSEARCH=22
Sorbus sitchensis,11.9917,3,6.44503,21.1261,0.245873,1553.12,166.625,TRUE,GBIF_BGCI=351,GBIF_CURRENT=561,
Sorbus splendens,11.9917,0,9.75417,21.2,4.4,697,144,FALSE,PLANTSEARCH=7,,
Sorbus ulleungensis,11.9917,8,8.17639,22.6,0.150002,1117,166.5,FALSE,GBIF_CURRENT=2125,,PLANTSEARCH=10
Sorbus verrucosa,11.9917,11,21.6042,27.85,15.8417,2037,22.75,TRUE,GBIF_BGCI=4,GBIF_CURRENT=3,
Sorbus vilmorinii,11.9917,11,9.98499,21.1011,3.61212,1066,110.75,TRUE,GBIF_BGCI=242,GBIF_CURRENT=97,
Sorghastrum nutans,11.9917,11,11.1118,29.45,0.133333,934,165,FALSE,GBIF_CURRENT=9584,,PLANTSEARCH=94
Sparganium emersum,11.9917,5,8.64514,23.225,1.32083,683.25,128.25,FALSE,GBIF_CURRENT=6777,,PLANTSEARCH=23
Spartium junceum,11.9917,9,13.2389,26.85,6.24167,703.5,110,FALSE,GBIF_CURRENT=9639,,PLANTSEARCH=138
Speirantha gardenii,11.9917,9,10.7292,24.4,3.98333,846,170,FALSE,PLANTSEARCH=26,,
Sphaeralcea munroana,11.9917,9,9.67084,29.6,0.466667,551,91,FALSE,GBIF_CURRENT=945,,PLANTSEARCH=16
Spicantopsis niponica,11.9917,11,11.0181,25.5,1.19167,1355.5,197.25,FALSE,PLANTSEARCH=7,GBIF_CURRENT=4714,
Spiraea alba,11.9917,9,7.45139,25.55,-2.925,969.75,190,FALSE,GBIF_CURRENT=9705,,PLANTSEARCH=81
Spiraea betulifolia,11.9917,6,3.69028,22.1,-4.8,744.5,118,FALSE,GBIF_CURRENT=2176,,PLANTSEARCH=82
Spiraea crenata,11.9917,6,5.59305,24.9,-6.725,576.5,98.5,FALSE,GBIF_CURRENT=1697,,PLANTSEARCH=58
Spiraea douglasii,11.9917,9,9.8375,23.45,3.05833,934,136.5,FALSE,GBIF_CURRENT=9235,,PLANTSEARCH=86
Spiraea fritschiana,11.9917,6,9.6,25.6,0.0916668,826,139.5,FALSE,PLANTSEARCH=81,,
Spiraea japonica,11.9917,9,9.52779,24.3,1.275,832,148.5,FALSE,GBIF_CURRENT=9522,,PLANTSEARCH=140
Spiraea lucida,11.9917,6,6.43055,24.725,-3.49167,614.75,89.25,FALSE,GBIF_CURRENT=2708,,PLANTSEARCH=13
Spiraea morrisonicola,11.9917,9,8.06876,20.4,1.15833,2657.75,221,FALSE,GBIF_CURRENT=245,,PLANTSEARCH=9
Spiraea nipponica,11.9917,8,8.05278,23.325,-0.679167,1070.5,150.75,FALSE,GBIF_CURRENT=324,,PLANTSEARCH=83
Spiraea schneideriana,11.9917,11,10.9403,23.25,3.85417,800.75,78,FALSE,GBIF_CURRENT=188,,PLANTSEARCH=5
Spiraea splendens,11.9917,9,7.22084,24.25,0.0166683,960.5,120,FALSE,GBIF_CURRENT=3344,,PLANTSEARCH=11
Spiraea wilsonii,11.9917,11,11.9562,24.625,2.625,813,91.5,FALSE,GBIF_CURRENT=76,,PLANTSEARCH=23
Sporobolus heterolepis,11.9917,9,9.05693,28.65,-2.14583,906.5,143.5,FALSE,GBIF_CURRENT=1180,,PLANTSEARCH=92
Stachys byzantina,11.9917,11,10.357,25.05,3.00833,793.5,147.5,FALSE,GBIF_CURRENT=9382,,PLANTSEARCH=176
Stachys chamissonis,11.9917,8,11.4347,24.45,7.33333,1022.5,53.5,FALSE,GBIF_CURRENT=2455,,PLANTSEARCH=5
Stachys lavandulifolia,11.9917,9,8.86251,26.375,-0.258335,594.5,91.75,FALSE,GBIF_CURRENT=150,,PLANTSEARCH=26
Stachys recta,11.9917,11,9.75763,24.35,2.1625,763.25,148.25,FALSE,GBIF_CURRENT=7575,,PLANTSEARCH=50
Stachys spathulata,11.9917,9,15.8708,30.125,5.90833,823.75,100.5,FALSE,GBIF_CURRENT=97,,PLANTSEARCH=6
Stachys thirkei,11.9917,11,13.7646,28.25,7.15832,869.75,139.5,FALSE,GBIF_CURRENT=84,,PLANTSEARCH=12
Stachys turcomanica,11.9917,9,14.1938,32.575,4.17083,430.25,61.25,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=3
Stachyurus chinensis,11.9917,9,14.1181,27.175,4.85833,1062.75,121.5,FALSE,GBIF_CURRENT=501,,PLANTSEARCH=65
Stachyurus retusus,11.9917,9,14.3451,26.275,6.05,1031.75,76.75,FALSE,GBIF_CURRENT=12,,PLANTSEARCH=7
Stachyurus salicifolius,11.9917,9,14.4986,26.35,5.75833,1020.75,107.25,FALSE,GBIF_CURRENT=26,,PLANTSEARCH=31
Staphisagria requienii,11.9917,9,13.5181,25.9,7.26667,704,96,FALSE,PLANTSEARCH=29,GBIF_CURRENT=28,
Staphylea bumalda,11.9917,11,12.836,27.9435,3.18875,1275.5,154.625,TRUE,GBIF_BGCI=835,GBIF_CURRENT=1054,
Staphylea holocarpa,11.9917,11,14.0597,28.426,4.24242,1011.5,88,TRUE,GBIF_BGCI=138,GBIF_CURRENT=61,
Staphylea pinnata,11.9917,6,12.795,25.9299,7.00635,1045.5,118.25,TRUE,GBIF_BGCI=746,GBIF_CURRENT=956,
Staphylea trifolia,11.9917,11,10.191,28.2405,-1.46667,980.125,192.125,TRUE,GBIF_BGCI=857,GBIF_CURRENT=2012,
Stauntonia angustifolia,11.9917,8,15.3861,29.9,7.3125,980.5,80.5,FALSE,GBIF_CURRENT=207,,PLANTSEARCH=5
Stauntonia brachyandra,11.9917,2,12.8611,21.375,6.79583,1510.75,100,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=3
Stauntonia coriacea,11.9917,9,14.7375,29.325,5.10417,956.5,97.5,FALSE,GBIF_CURRENT=118,,PLANTSEARCH=6
Stauntonia hexaphylla,11.9917,9,13.359,26.25,4.75417,1329.5,175.75,FALSE,GBIF_CURRENT=850,,PLANTSEARCH=70
Stauntonia obovata,11.9917,5,17.1639,27.55,9.64166,1318,93.5,FALSE,GBIF_CURRENT=202,,PLANTSEARCH=1
Stenanthium diffusum,11.9917,2,12.3306,29.3,1.39167,1284.5,281.5,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=1
Sternbergia colchiciflora,11.9917,11,11.5236,26.45,3.025,576.5,100,FALSE,GBIF_CURRENT=592,,PLANTSEARCH=27
Sternbergia lutea,11.9917,11,12.0604,26.35,4.85417,791.5,146.5,FALSE,GBIF_CURRENT=9435,,PLANTSEARCH=106
Stewartia monadelpha,11.9917,11,12.0971,25.8706,3.95248,1541.88,175.875,TRUE,GBIF_BGCI=151,GBIF_CURRENT=127,
Stewartia ovata,11.9917,9,12.5922,29.0833,3.11111,1352.83,277.333,TRUE,GBIF_BGCI=40,GBIF_CURRENT=51,
Stewartia pseudocamellia,11.9917,11,10.6615,26.6215,1.46864,1385.62,198.5,TRUE,GBIF_BGCI=243,GBIF_CURRENT=67,
Stewartia pteropetiolata,11.9917,9,16.8068,26.2,10.5667,1035.17,79.1667,TRUE,GBIF_BGCI=45,GBIF_CURRENT=15,
Stewartia rostrata,11.9917,9,13.9957,28.53,4.96675,1205.62,146,TRUE,GBIF_BGCI=16,GBIF_CURRENT=13,
Stewartia serrata,11.9917,9,10.2386,24.9667,1.43333,1504,157.667,TRUE,GBIF_BGCI=94,GBIF_CURRENT=67,
Stewartia sinensis,11.9917,9,15.6135,30.2855,5.2035,1295.5,142.625,TRUE,GBIF_BGCI=93,GBIF_CURRENT=47,
Stipa capillata,11.9917,9,9.10347,25.6,-0.283334,599.25,108.25,FALSE,GBIF_CURRENT=6480,,PLANTSEARCH=70
Stipa tirsa,11.9917,6,7.58889,24.15,-1.94167,584.75,108,FALSE,GBIF_CURRENT=766,,PLANTSEARCH=30
Stomatium beaufortense,11.9917,9,14.4819,30.5,7.69166,367.5,39,FALSE,GBIF_CURRENT=1,,PLANTSEARCH=3
Stranvaesia davidiana,11.9917,11,10.7076,21.7,4.125,1933.75,182.75,FALSE,GBIF_CURRENT=1377,,PLANTSEARCH=41
Stranvaesia undulata,11.9917,8,13.6431,24.15,5.40833,1157.5,126.5,FALSE,PLANTSEARCH=2,GBIF_CURRENT=209,
Strobilanthes attenuata,11.9917,11,12.0424,23.9,4.52083,869,132.25,FALSE,GBIF_CURRENT=57,,PLANTSEARCH=15
Struthiopteris spicant,11.9917,6,9.24237,22.5,2.57083,995.25,157.25,FALSE,GBIF_CURRENT=7765,,PLANTSEARCH=5
Stylophorum diphyllum,11.9917,11,11.3014,28.75,0.475,1012.5,201,FALSE,GBIF_CURRENT=6540,,PLANTSEARCH=93
Styphnolobium affine,11.9917,6,17.6514,33.55,6.93334,888.5,156.5,FALSE,GBIF_CURRENT=2180,,PLANTSEARCH=12
Styrax calvescens,11.9917,6,14.85,24.6,5.31667,948,95,FALSE,PLANTSEARCH=4,,
Styrax confusus,11.9917,9,17.2945,31.644,7.17316,1408.5,161.5,TRUE,GBIF_BGCI=355,GBIF_CURRENT=191,
Styrax faberi,11.9917,9,17.8417,28.4,9.38333,1271.5,129,FALSE,GBIF_CURRENT=375,,PLANTSEARCH=10
Styrax hemsleyanus,11.9917,11,13.6245,26.8167,5.03055,1202.67,102.333,TRUE,GBIF_BGCI=95,GBIF_CURRENT=30,
Styrax japonicus,11.9917,11,13.252,29.0155,3.80842,1322.5,168.625,TRUE,GBIF_BGCI=1540,GBIF_CURRENT=1842,
Styrax obassia,11.9917,8,10.4903,26.3,0.858333,1084.25,139,FALSE,GBIF_CURRENT=2368,,PLANTSEARCH=1
Styrax odoratissimus,11.9917,9,17.9168,31.7896,8.1145,1453.5,155.75,TRUE,GBIF_BGCI=115,GBIF_CURRENT=49,
Styrax perkinsiae,11.9917,11,13.0453,24.1833,4.99445,971.833,68,TRUE,GBIF_BGCI=164,GBIF_CURRENT=23,
Styrax redivivus,11.9917,6,15.309,29.525,10.0125,597.75,10.5,FALSE,GBIF_CURRENT=900,,PLANTSEARCH=11
Styrax roseus,11.9917,11,15.3167,25.45,7.82916,1005.5,51.5,FALSE,GBIF_CURRENT=152,,PLANTSEARCH=2
Styrax tonkinensis,11.9917,2,18.5907,30.9333,11.4667,1385.67,89,TRUE,GBIF_BGCI=220,GBIF_CURRENT=70,
Sycopsis sinensis,11.9917,11,14.0197,25.4705,6.4475,1788.62,184,TRUE,GBIF_BGCI=279,GBIF_CURRENT=129,
Symphoricarpos albus,11.9917,9,9.83333,24.075,2.17917,790.75,139,FALSE,GBIF_CURRENT=9295,,PLANTSEARCH=149
Symphoricarpos hesperius,11.9917,2,8.15139,23.475,1.3125,1095.25,106,FALSE,GBIF_CURRENT=122,,PLANTSEARCH=14
Symphyotrichum ciliolatum,11.9917,6,9.19375,22.9,2.75834,623.5,125,FALSE,PLANTSEARCH=7,,
Symphyotrichum foliaceum,11.9917,9,5.70001,25.6,-1.5,708.5,128.75,FALSE,GBIF_CURRENT=1972,,PLANTSEARCH=9
Symphyotrichum laeve,11.9917,9,8.35696,27.8,-1.9875,838.75,138.5,FALSE,GBIF_CURRENT=5612,,PLANTSEARCH=38
Symphyotrichum novae-angliae,11.9917,9,8.89374,27.7,-1.74583,932,174,FALSE,GBIF_CURRENT=9723,,PLANTSEARCH=67
Symphyotrichum novi-belgii,11.9917,9,9.1014,24.85,0.420833,823.5,159.25,FALSE,GBIF_CURRENT=8719,,PLANTSEARCH=26
Symphyotrichum oblongifolium,11.9917,11,11.6028,30.05,0.158333,933.5,146,FALSE,GBIF_CURRENT=1530,,PLANTSEARCH=41
Symphyotrichum puniceum,11.9917,9,7.32361,27.2,-3.36667,987,176,FALSE,GBIF_CURRENT=5588,,PLANTSEARCH=34
Symphyotrichum subspicatum,11.9917,9,10.7382,24.1,4.94583,985.75,84.5,FALSE,GBIF_CURRENT=907,,PLANTSEARCH=6
Symphytum ibericum,11.9917,2,10.2896,22.825,3.86667,717,152.25,FALSE,GBIF_CURRENT=183,,PLANTSEARCH=12
Symphytum officinale,11.9917,9,10.3708,25.6,2.61667,815,138,FALSE,PLANTSEARCH=164,,
Symphytum tuberosum,11.9917,11,9.88611,24.2,2.95833,835.5,155,FALSE,GBIF_CURRENT=8972,,PLANTSEARCH=36
Symplocos paniculata,11.9917,9,15.449,29.2924,5.31433,1349.67,150.333,TRUE,GBIF_CURRENT=880,,URBANPLANTS=6
Synthyris missurica,11.9917,6,7.60277,25.1,-0.191666,728.5,104,FALSE,GBIF_CURRENT=582,,PLANTSEARCH=19
Synthyris wyomingensis,11.9917,2,5.72084,27.9,-2.875,462,62.5,FALSE,PLANTSEARCH=2,GBIF_CURRENT=846,
Syringa pinnatifolia,11.9917,11,9.97847,23.675,2.64167,776,84.75,FALSE,GBIF_CURRENT=19,,PLANTSEARCH=35
Syringa pubescens,11.9917,8,9.37361,25.7,-0.416666,827.25,121.5,FALSE,GBIF_CURRENT=607,,PLANTSEARCH=34
Syringa sweginzowii,11.9917,11,8.54028,23.375,0.491666,747,83.25,FALSE,GBIF_CURRENT=178,,PLANTSEARCH=67
Syringa vulgaris,11.9917,9,10.5041,25.5185,1.66991,870.125,150.375,TRUE,GBIF_BGCI=145,GBIF_CURRENT=50919,
Syringa yunnanensis,11.9917,11,8.59236,22.775,1.25833,772.25,86.75,FALSE,GBIF_CURRENT=178,,PLANTSEARCH=69
Taiwania cryptomerioides,11.9917,11,13.9953,25.656,7.7585,1819.5,154.625,TRUE,GBIF_BGCI=203,,GBIF_CURRENT=228
Tamarix ramosissima,11.9917,11,12.2908,29.9495,3.14334,454.25,49.375,TRUE,GBIF_BGCI=115,GBIF_CURRENT=3457,
Tanacetum balsamita,11.9917,11,10.3472,24.9,2.325,739,135,FALSE,GBIF_CURRENT=2229,,PLANTSEARCH=80
Tanacetum corymbosum,11.9917,11,9.33889,24.2,1.48333,749,141,FALSE,GBIF_CURRENT=7332,,PLANTSEARCH=57
Tanacetum haradjanii,11.9917,6,9.98264,24.325,1.76667,619.5,112.75,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=19
Tanacetum macrophyllum,11.9917,6,8.73125,22.5,1.2625,721.25,140.5,FALSE,GBIF_CURRENT=1197,,PLANTSEARCH=56
Tanacetum parthenium,11.9917,9,10.2639,24.45,3.49167,788.5,143.5,FALSE,GBIF_CURRENT=8661,,PLANTSEARCH=120
Tanacetum vulgare,11.9917,9,8.42639,24,0.224998,715.5,121.5,FALSE,GBIF_CURRENT=8629,,PLANTSEARCH=155
Tapiscia sinensis,11.9917,9,16.0584,30.747,6.06392,1246,105.625,TRUE,GBIF_BGCI=118,,GBIF_CURRENT=138
Taxodium distichum,11.9917,11,15.5888,29.8126,6.388,1016,170.125,TRUE,GBIF_BGCI=1297,GBIF_CURRENT=11722,
Taxus baccata,11.9917,9,9.73368,22.685,3.67133,794,149,TRUE,GBIF_BGCI=46629,GBIF_CURRENT=17517,
Taxus brevifolia,11.9917,9,10.1022,24.5531,3.80715,1162.25,106.625,TRUE,GBIF_BGCI=867,,GBIF_CURRENT=4848
Taxus canadensis,11.9917,6,6.84653,25.15,-3.67917,935,175.5,FALSE,GBIF_CURRENT=5624,,PLANTSEARCH=77
Taxus cuspidata,11.9917,11,8.90742,26.1795,-2.23375,1115.75,161,TRUE,GBIF_BGCI=310,GBIF_CURRENT=657,
Taxus wallichiana,11.9917,11,12.1776,24.488,5.25208,1241.12,107.875,TRUE,GBIF_BGCI=547,,GBIF_CURRENT=296
Tephroseris integrifolia,11.9917,2,5.08194,21.4,-2.20833,693,118,FALSE,GBIF_CURRENT=4308,,PLANTSEARCH=3
Ternstroemia gymnanthera,11.9917,5,14.7693,27.252,7.32234,1425.75,136.5,TRUE,GBIF_BGCI=108,GBIF_CURRENT=711,
Tetracentron sinense,11.9917,11,12.7959,24.7033,5.08344,1038.33,90.6667,TRUE,GBIF_BGCI=265,GBIF_CURRENT=108,
Tetradium daniellii,11.9917,11,11.7205,27.455,1.54233,873.875,89.375,TRUE,GBIF_BGCI=148,GBIF_CURRENT=195,
Tetradium glabrifolium,11.9917,9,19.3997,29.4436,12.6655,1888.5,125.25,TRUE,GBIF_BGCI=420,GBIF_CURRENT=294,
Teucrium chamaedrys,11.9917,11,10.4014,25.65,3.025,799.5,146,FALSE,GBIF_CURRENT=7919,,PLANTSEARCH=179
Teucrium cossonii,11.9917,8,14.5167,29.05,8.28333,602,53.5,FALSE,GBIF_CURRENT=56,,PLANTSEARCH=22
Teucrium marum,11.9917,11,13.2292,25.85,6.28333,773,104.5,FALSE,GBIF_CURRENT=2724,,PLANTSEARCH=54
Teucrium montanum,11.9917,11,10.1153,24.55,2.49167,844.5,163,FALSE,GBIF_CURRENT=6233,,PLANTSEARCH=61
Teucrium orientale,11.9917,9,9.64792,25.4,0.175001,631,92.75,FALSE,GBIF_CURRENT=374,,PLANTSEARCH=17
Teucrium pyrenaicum,11.9917,6,10.2958,23.8,3.33333,743,149,FALSE,PLANTSEARCH=34,,
Teucrium scorodonia,11.9917,9,10.1042,23.25,3.44583,794.25,155.5,FALSE,GBIF_CURRENT=7036,,PLANTSEARCH=98
Thalictrum alpinum,11.9917,3,3.87917,18.95,-2.96667,875.5,155,FALSE,GBIF_CURRENT=9172,,PLANTSEARCH=41
Thalictrum aquilegiifolium,11.9917,9,7.4882,22.275,-0.125,944.5,174.25,FALSE,GBIF_CURRENT=8704,,PLANTSEARCH=65
Thalictrum coreanum,11.9917,9,9.55139,25.975,-2.14167,910.5,72.75,FALSE,GBIF_CURRENT=16,,PLANTSEARCH=9
Thalictrum delavayi,11.9917,11,10.7819,23.05,3.525,813,97,FALSE,GBIF_CURRENT=226,,PLANTSEARCH=80
Thalictrum diffusiflorum,11.9917,9,7.02431,20.45,0.620835,777.5,87.75,FALSE,GBIF_CURRENT=19,,PLANTSEARCH=9
Thalictrum dioicum,11.9917,9,8.49583,28,-2.25,951,179.5,FALSE,GBIF_CURRENT=5733,,PLANTSEARCH=48
Thalictrum flavum,11.9917,6,9.42083,22.7,2.375,721,138,FALSE,GBIF_CURRENT=3973,,PLANTSEARCH=83
Thalictrum ichangense,11.9917,11,13.7639,28.55,3.0625,1200.75,123.5,FALSE,GBIF_CURRENT=131,,PLANTSEARCH=21
Thalictrum kiusianum,11.9917,11,11.3486,27.55,0.716667,1052.5,210.5,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=34
Thalictrum lucidum,11.9917,6,6.83403,23.2,-2.05,694.25,121,FALSE,GBIF_CURRENT=4946,,PLANTSEARCH=58
Thalictrum occidentale,11.9917,6,6.45694,23.45,-0.933333,786.75,125.75,FALSE,GBIF_CURRENT=2078,,PLANTSEARCH=13
Thalictrum pubescens,11.9917,6,7.80556,26.05,-2.29167,1039.5,206.25,FALSE,GBIF_CURRENT=6300,,PLANTSEARCH=51
Thalictrum revolutum,11.9917,11,11.2097,29.35,0.3125,1057.25,217.5,FALSE,GBIF_CURRENT=663,,PLANTSEARCH=19
Thalictrum rochebruneanum,11.9917,8,7.85138,23.9,-0.283334,934.5,171.5,FALSE,GBIF_CURRENT=20,,PLANTSEARCH=27
Thalictrum thalictroides,11.9917,11,11.9542,29.625,0.8125,1096.5,233.75,FALSE,GBIF_CURRENT=9723,,PLANTSEARCH=25
Thalictrum tuberosum,11.9917,11,11.6861,26.2,4.39167,631.5,127.5,FALSE,GBIF_CURRENT=4086,,PLANTSEARCH=15
Thamnocalamus spathiflorus,11.9917,11,10.8139,20.95,5.64167,1032.5,108,FALSE,GBIF_CURRENT=11,,PLANTSEARCH=4
Thelypteris palustris,11.9917,9,8.46944,24.75,-0.291665,799,145.5,FALSE,GBIF_CURRENT=5800,,PLANTSEARCH=87
Thermopsis lanceolata,11.9917,6,3.225,24.2,-6.725,584,84,FALSE,GBIF_CURRENT=1490,,PLANTSEARCH=40
Thuja occidentalis,11.9917,9,8.25474,26.588,-2.07283,916.375,162.875,TRUE,GBIF_BGCI=1853,GBIF_CURRENT=8219,
Thuja plicata,11.9917,9,10.9067,24.23,4.94758,944.25,131.375,TRUE,GBIF_BGCI=999,GBIF_CURRENT=5753,
Thujopsis dolabrata,11.9917,11,11.2302,25.9225,2.59192,1229,174.375,TRUE,GBIF_BGCI=320,GBIF_CURRENT=558,
Thymus argaeus,11.9917,6,10.0458,22.2,3.61667,1126.5,157,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=8
Thymus brachychilus,11.9917,2,2.5125,20.8,-7.18333,580,34,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=1
Thymus leucotrichus,11.9917,9,10.0069,24.3,3.69167,834.5,119.25,FALSE,GBIF_CURRENT=66,,PLANTSEARCH=11
Thymus longicaulis,11.9917,11,10.382,25.75,3.17917,866.5,163.75,FALSE,GBIF_CURRENT=4068,,PLANTSEARCH=23
Thymus mastichina,11.9917,11,12.6986,28.1,5.05,661,85.5,FALSE,GBIF_CURRENT=8443,,PLANTSEARCH=38
Thymus praecox,11.9917,6,8.69792,21.65,2.00833,860,155,FALSE,GBIF_CURRENT=6954,,PLANTSEARCH=48
Thymus serpyllum,11.9917,9,8.0139,22.825,0.941667,685.25,119.75,FALSE,GBIF_CURRENT=8964,,PLANTSEARCH=127
Thymus sibthorpii,11.9917,11,12.2139,26.25,3.98333,591,112,FALSE,GBIF_CURRENT=133,,PLANTSEARCH=14
Thymus thracicus,11.9917,11,10.766,27.025,2.2375,746.25,121,FALSE,GBIF_CURRENT=40,,PLANTSEARCH=17
Thymus vulgaris,11.9917,11,12.3569,26.875,4.9625,750,122.75,FALSE,GBIF_CURRENT=9204,,PLANTSEARCH=191
Thymus zygis,11.9917,11,13.807,29.95,6.35,631.5,72,FALSE,GBIF_CURRENT=8866,,PLANTSEARCH=17
Tiarella cordifolia,11.9917,11,8.72778,25.75,-1.475,1013.5,198.5,FALSE,GBIF_CURRENT=1569,,PLANTSEARCH=125
Tiarella trifoliata,11.9917,5,9.02917,22.4,3.13333,1133.5,146.5,FALSE,GBIF_CURRENT=8836,,PLANTSEARCH=14
Tigridia orthantha,11.9917,11,11.8743,21.9,7.79583,1045.25,111.75,FALSE,GBIF_CURRENT=144,,PLANTSEARCH=3
Tigridia pavonia,11.9917,9,13.9125,24.65,8.73333,834,88.5,FALSE,GBIF_CURRENT=927,,PLANTSEARCH=58
Tigridia vanhouttei,11.9917,5,14.3583,25.7,8.7,683.5,84.5,FALSE,GBIF_CURRENT=225,,PLANTSEARCH=6
Tilia americana,11.9917,11,9.51752,28.0183,-0.734999,919.667,166.667,TRUE,GBIF_CURRENT=6472,,URBANPLANTS=49
Tilia chinensis,11.9917,11,12.5576,26.051,3.61117,866.125,76.125,TRUE,GBIF_BGCI=272,GBIF_CURRENT=71,
Tilia chingiana,11.9917,3,15.7203,29.15,5.84722,1304.33,167.833,TRUE,GBIF_BGCI=27,GBIF_CURRENT=11,
Tilia cordata,11.9917,9,8.4168,23.7645,0.212991,756.625,143.125,TRUE,GBIF_BGCI=72150,GBIF_CURRENT=28277,
Tilia tomentosa,11.9917,11,10.7331,25.8898,2.25594,834.625,158,TRUE,GBIF_BGCI=148,GBIF_CURRENT=610,
Tolmiea menziesii,11.9917,6,9.50625,22.75,3.05,1088.75,159,FALSE,GBIF_CURRENT=3933,,PLANTSEARCH=53
Tongpeia fungosa,11.9917,2,12.2514,25.55,8.21251,932,78.5,FALSE,PLANTSEARCH=3,GBIF_CURRENT=2,
Toona sinensis,11.9917,11,15.1284,29.143,5.9055,1146.75,122.625,TRUE,GBIF_BGCI=126,GBIF_CURRENT=206,
Torminalis glaberrima,11.9917,11,10.5646,24.325,3.92083,780.75,146.75,FALSE,GBIF_CURRENT=8006,,PLANTSEARCH=5
Torreya nucifera,11.9917,11,12.5184,28.2685,2.47033,1243.38,157.375,TRUE,GBIF_BGCI=591,GBIF_CURRENT=621,
Toxicoscordion venenosum,11.9917,9,9.23056,26.4,0.133333,776.5,133.5,FALSE,GBIF_CURRENT=5682,,PLANTSEARCH=8
Trachelospermum asiaticum,11.9917,9,13.9465,28.725,5.0125,1277,168.5,FALSE,GBIF_CURRENT=2953,,PLANTSEARCH=73
Trachelospermum jasminoides,11.9917,9,16.4542,29.1,8.25,1088,135.5,FALSE,GBIF_CURRENT=2087,,PLANTSEARCH=144
Trachycarpus fortunei,11.9917,11,15.0508,28.721,6.89733,1139.25,133.25,TRUE,GBIF_BGCI=73,GBIF_CURRENT=845,
Trachycarpus geminisectus,11.9917,6,16.3156,25.5667,9.41109,1253.33,83.6667,TRUE,GBIF_BGCI=6,GBIF_CURRENT=6,
Trachycarpus latisectus,11.9917,9,15.6729,25.05,9.79582,1845,84.75,TRUE,GBIF_BGCI=1,,PLANTSEARCH=24
Trachycarpus princeps,11.9917,9,13.3135,24.0833,6.81944,1228.83,85,TRUE,GBIF_BGCI=7,GBIF_CURRENT=5,
Trachystemon orientale,11.9917,11,11.1542,26.2,4.46667,915.5,185.5,FALSE,GBIF_CURRENT=1019,,PLANTSEARCH=4
Tradescantia hirsuticaulis,11.9917,3,15.968,32.8,5.66667,1297,266,FALSE,GBIF_CURRENT=193,,PLANTSEARCH=8
Tradescantia longipes,11.9917,8,12.0653,30.725,-0.0250009,1026.25,191.75,FALSE,GBIF_CURRENT=84,,PLANTSEARCH=5
Trautvetteria carolinensis,11.9917,9,9.10973,25.05,3.02917,1305.5,201.5,FALSE,GBIF_CURRENT=2445,,PLANTSEARCH=5
