Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3
Sambucus canadensis,11.9917,11,13.171,28.596,3.78689,958.333,148,TRUE,GBIF_CURRENT=7122,,URBANPLANTS=5
Sambucus mexicana,11.9917,8,16.9514,29.725,12.6292,659.75,19.75,FALSE,GBIF_CURRENT=1245,,PLANTSEARCH=22
Sambucus nigra,11.9917,9,10.5856,23.3075,4.04208,766.25,148.25,TRUE,GBIF_BGCI=306274,GBIF_CURRENT=37076,
Sambucus racemosa,11.9917,8,7.38805,23.9705,-1.46384,883.5,134.75,TRUE,GBIF_BGCI=3014,GBIF_CURRENT=21107,
Sanguinaria canadensis,11.9917,11,10.4375,27.85,-0.183333,992.5,196,FALSE,GBIF_CURRENT=9767,,PLANTSEARCH=139
Sanguisorba canadensis,11.9917,6,6.78194,23.65,-2.275,983.5,196,FALSE,GBIF_CURRENT=2027,,PLANTSEARCH=76
Sanguisorba hakusanensis,11.9917,6,7.52848,23.075,-1.92917,1263.75,141.5,FALSE,GBIF_CURRENT=125,,PLANTSEARCH=29
Sanguisorba menziesii,11.9917,5,7.12222,21.65,-0.116666,1677.5,225,FALSE,GBIF_CURRENT=100,,PLANTSEARCH=31
Sanguisorba officinalis,11.9917,9,8.24445,23.2,0.808335,767,144,FALSE,GBIF_CURRENT=7732,,PLANTSEARCH=147
Sanicula bipinnatifida,11.9917,8,14.3486,29.075,9.475,773,10,FALSE,GBIF_CURRENT=4542,,PLANTSEARCH=8
Sanicula crassicaulis,11.9917,11,13.3333,25.25,8.925,791.25,14,FALSE,GBIF_CURRENT=9485,,PLANTSEARCH=10
Sanicula epipactis,11.9917,5,8.97916,23.05,1.75,774.5,149,FALSE,GBIF_CURRENT=1418,,PLANTSEARCH=8
Sanicula europaea,11.9917,8,8.93472,22.7,1.63333,786,152.5,FALSE,GBIF_CURRENT=8288,,PLANTSEARCH=56
Santolina chamaecyparissus,11.9917,11,11.9229,26,4.76667,737,130.5,FALSE,GBIF_CURRENT=5755,,PLANTSEARCH=152
Santolina etrusca,11.9917,11,12.275,27.05,5.00834,704,112,FALSE,GBIF_CURRENT=133,,PLANTSEARCH=16
Santolina pinnata,11.9917,9,10.4153,24.6,3.73334,1197.5,183.5,FALSE,GBIF_CURRENT=143,,PLANTSEARCH=13
Santolina rosmarinifolia,11.9917,11,11.0403,27.05,4.075,615.5,100.5,FALSE,GBIF_CURRENT=2744,,PLANTSEARCH=68
Saponaria bellidifolia,11.9917,5,8.29583,22.7,1.20834,765,156,FALSE,GBIF_CURRENT=121,,PLANTSEARCH=5
Saponaria cypria,11.9917,9,9.80973,24.775,2.47917,810.75,84.75,FALSE,GBIF_CURRENT=11,,PLANTSEARCH=22
Saponaria ocymoides,11.9917,11,10.4472,24.85,2.375,826.5,154.25,FALSE,GBIF_CURRENT=8587,,PLANTSEARCH=88
Saponaria officinalis,11.9917,5,9.75693,24.65,1.84167,807.5,153.5,FALSE,GBIF_CURRENT=7946,,PLANTSEARCH=1
Saponaria sicula,11.9917,9,9.04722,24.2,1.875,730.5,91.5,FALSE,GBIF_CURRENT=115,,PLANTSEARCH=12
Sarcococca confusa,11.9917,9,10.2361,22.7,4.48333,748.5,153,FALSE,GBIF_CURRENT=59,,PLANTSEARCH=93
Sarcococca hookeriana,11.9917,11,11.9185,24.682,4.279,924.5,108,TRUE,GBIF_CURRENT=143,,PLANTSEARCH=64
Sarcococca orientalis,11.9917,9,15.2569,28.15,5.70833,1199,165.5,FALSE,GBIF_CURRENT=30,,PLANTSEARCH=40
Sarcococca ruscifolia,11.9917,9,14.3667,26.75,5.99167,997.5,106.5,FALSE,GBIF_CURRENT=374,,PLANTSEARCH=92
Saruma henryi,11.9917,11,11.9021,27.25,1.78333,955.75,138.25,FALSE,GBIF_CURRENT=27,,PLANTSEARCH=70
Sasa minensis,11.9917,11,11.9792,27.8,1.88333,1945,243,FALSE,GBIF_CURRENT=23,,
Sasa palmata,11.9917,11,10.2847,23.75,3.11667,1075.75,175,FALSE,GBIF_CURRENT=1703,,PLANTSEARCH=43
Sasa veitchii,11.9917,11,12.4577,26.975,3.93333,1218.5,174.75,FALSE,GBIF_CURRENT=535,,PLANTSEARCH=72
Sassafras albidum,11.9917,11,11.5667,29.4225,0.629333,1075.12,219.875,TRUE,GBIF_BGCI=2222,GBIF_CURRENT=11581,
Sassafras tzumu,11.9917,9,16.1747,30.6125,6.26333,1370.38,162.5,TRUE,GBIF_BGCI=156,GBIF_CURRENT=109,
Satureja montana,11.9917,11,11.4958,26.1,4,830.5,151.5,FALSE,GBIF_CURRENT=7555,,PLANTSEARCH=1
Satureja spicigera,11.9917,11,10.4042,24.45,2.85,881.75,175.75,FALSE,GBIF_CURRENT=21,,PLANTSEARCH=27
Satureja thymbra,11.9917,9,16.7667,28.2,9.33333,588,47,FALSE,GBIF_CURRENT=905,,PLANTSEARCH=27
Saurauia roxburghii,11.9917,2,23.823,32.1,20.0444,1435.67,30.6667,TRUE,GBIF_BGCI=38,GBIF_CURRENT=39,
Saxegothaea conspicua,11.9917,6,9.03126,21.35,4.33889,1559.83,191.333,TRUE,GBIF_BGCI=108,,GBIF_CURRENT=288
Saxifraga aspera,11.9917,6,4.77917,19.5,-1.225,1057.75,199.25,FALSE,GBIF_CURRENT=1522,,PLANTSEARCH=23
Saxifraga bronchialis,11.9917,6,2.48472,20.65,-4.79167,717.5,129.5,FALSE,GBIF_CURRENT=6055,,PLANTSEARCH=22
Saxifraga burseriana,11.9917,6,5.80556,19.85,-0.604167,1105,200.75,FALSE,GBIF_CURRENT=228,,PLANTSEARCH=21
Saxifraga caesia,11.9917,6,4.85556,19.125,-1.45417,1092.25,200.25,FALSE,GBIF_CURRENT=3002,,PLANTSEARCH=25
Saxifraga callosa,11.9917,8,8.93403,22.625,1.89583,896.5,156,FALSE,GBIF_CURRENT=717,,PLANTSEARCH=32
Saxifraga cochlearis,11.9917,11,10.2944,23.1,2.9625,833,144,FALSE,GBIF_CURRENT=107,,PLANTSEARCH=38
Saxifraga cotyledon,11.9917,3,5.5,19.7,-0.958332,953.5,170,FALSE,GBIF_CURRENT=6360,,PLANTSEARCH=56
Saxifraga crustata,11.9917,3,4.9375,19.15,-1.45,1238,218,FALSE,GBIF_CURRENT=267,,PLANTSEARCH=57
Saxifraga cuneifolia,11.9917,6,6.77639,21.275,0.183333,1057.5,201.5,FALSE,GBIF_CURRENT=2936,,PLANTSEARCH=55
Saxifraga exarata,11.9917,6,9.37917,23.7,1.15,812,155,FALSE,PLANTSEARCH=32,,
Saxifraga federici-augusti,11.9917,8,7.59028,22.8,0.149998,775.5,142.5,FALSE,GBIF_CURRENT=25,,PLANTSEARCH=3
Saxifraga ferdinandi-coburgi,11.9917,8,7.27014,22,-0.349998,685.75,123,FALSE,GBIF_CURRENT=30,,PLANTSEARCH=18
Saxifraga fortunei,11.9917,8,9.18611,24.55,0.633333,1175.5,162,FALSE,GBIF_CURRENT=1195,,PLANTSEARCH=25
Saxifraga hostii,11.9917,6,6.70139,21.325,-0.370833,840,143,FALSE,GBIF_CURRENT=264,,PLANTSEARCH=62
Saxifraga juniperifolia,11.9917,5,5.39722,20.85,-2.07083,827,145,FALSE,GBIF_CURRENT=138,,PLANTSEARCH=31
Saxifraga longifolia,11.9917,8,8.6125,23.2,1.56667,896.5,173.5,FALSE,GBIF_CURRENT=2252,,PLANTSEARCH=44
Saxifraga moschata,11.9917,3,4.47639,20,-1.3125,1128.75,209,FALSE,GBIF_CURRENT=4187,,PLANTSEARCH=27
Saxifraga nipponica,11.9917,11,11.0833,25.6,2.22917,1273.75,231.25,FALSE,GBIF_CURRENT=146,,PLANTSEARCH=1
Saxifraga oppositifolia,11.9917,6,3.49028,18.95,-2.81667,851.25,154,FALSE,GBIF_CURRENT=8254,,PLANTSEARCH=53
Saxifraga paniculata,11.9917,6,5.34306,20.3,-1.29167,1008,192,FALSE,GBIF_CURRENT=6803,,PLANTSEARCH=101
Saxifraga rotundifolia,11.9917,6,6.90694,21.3,0.00833499,1033.75,197.25,FALSE,GBIF_CURRENT=6443,,PLANTSEARCH=74
Saxifraga rufescens,11.9917,11,14.0556,25.35,7.35,923,69,FALSE,GBIF_CURRENT=122,,PLANTSEARCH=10
Saxifraga scardica,11.9917,5,7.45972,22.125,0.65,854.5,129.5,FALSE,GBIF_CURRENT=37,,PLANTSEARCH=19
Saxifraga stolonifera,11.9917,11,13.4042,27.25,4.35,1167.5,162,FALSE,GBIF_CURRENT=1908,,PLANTSEARCH=1
Saxifraga umbrosa,11.9917,6,7.675,22.3,1.08333,961.75,191,FALSE,GBIF_CURRENT=1742,,PLANTSEARCH=68
Saxifragopsis fragarioides,11.9917,6,8.98333,25.725,2.70417,1309.75,119.25,FALSE,GBIF_CURRENT=83,,PLANTSEARCH=5
Scabiosa columbaria,11.9917,11,9.9389,23.5,3.325,791,145,FALSE,GBIF_CURRENT=6576,,PLANTSEARCH=97
Scabiosa drakensbergensis,11.9917,9,13.4889,24.875,7.4625,843.5,91.25,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=7
Scabiosa japonica,11.9917,8,9.13889,24,0.462498,1237.75,144.75,FALSE,GBIF_CURRENT=499,,PLANTSEARCH=16
Scandosorbus intermedia,11.9917,2,8.02639,20.8,1.39167,737,137,FALSE,GBIF_CURRENT=9305,,PLANTSEARCH=3
Sceptridium multifidum,11.9917,9,5.50763,23.55,-3.32916,827,63,FALSE,GBIF_CURRENT=7416,,PLANTSEARCH=3
Schima sinensis,11.9917,8,15.0839,28.0167,7.06389,1117.5,48.3333,TRUE,GBIF_BGCI=97,GBIF_CURRENT=29,
Schisandra perulata,11.9917,2,22.4833,32.8,19.3167,1001,21,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=1
Schisandra propinqua,11.9917,9,15.4056,27.55,6.55833,1152.5,118,FALSE,GBIF_CURRENT=213,,PLANTSEARCH=14
Schisandra rubriflora,11.9917,11,12.3806,24.925,4.02083,865.5,100.5,FALSE,GBIF_CURRENT=55,,PLANTSEARCH=29
Schisandra sphenanthera,11.9917,9,14.2292,27.8,4.93333,1080.5,111.5,FALSE,GBIF_CURRENT=241,,PLANTSEARCH=30
Sciadopitys verticillata,11.9917,11,11.1028,26.5389,2.4517,1353.75,181.5,TRUE,GBIF_BGCI=70,,GBIF_CURRENT=351
Scilla autumnalis,11.9917,9,15.5139,27.375,7.39167,620,62,FALSE,GBIF_CURRENT=590,,PLANTSEARCH=62
Scilla forbesii,11.9917,6,8.34445,22.3,1.7,674.5,121.5,FALSE,GBIF_CURRENT=7614,,PLANTSEARCH=21
Scilla hyacinthoides,11.9917,9,14.9722,27.375,7.28333,685.75,61,FALSE,GBIF_CURRENT=688,,PLANTSEARCH=37
Scilla luciliae,11.9917,9,8.99583,22.75,1.48333,721,132.5,FALSE,GBIF_CURRENT=7931,,PLANTSEARCH=34
Scilla peruviana,11.9917,9,14.5153,27.45,7.98333,696,78,FALSE,GBIF_CURRENT=841,,PLANTSEARCH=113
Scilla siberica,11.9917,6,8.48889,24.25,-1.14167,801,137.75,FALSE,GBIF_CURRENT=7876,,PLANTSEARCH=109
Scleranthus biflorus,11.9917,9,12.0979,24.35,7.00834,803,149.5,FALSE,PLANTSEARCH=37,,
Scleranthus uniflorus,11.9917,6,8.70554,21.5,3.00833,1141,219.5,FALSE,GBIF_CURRENT=759,,PLANTSEARCH=19
Scoliopus bigelovii,11.9917,9,12.8306,23.8,7.44167,933.5,70,FALSE,GBIF_CURRENT=3348,,PLANTSEARCH=10
Scopolia carniolica,11.9917,5,7.77083,22.55,-0.775,712,127,FALSE,GBIF_CURRENT=991,,PLANTSEARCH=78
Scrophularia nodosa,11.9917,6,8.9,22.9,1.53333,748,141.75,FALSE,GBIF_CURRENT=7286,,PLANTSEARCH=98
Scutellaria alpina,11.9917,6,5.5,21.025,-1.10833,1021.75,193,FALSE,GBIF_CURRENT=3595,,PLANTSEARCH=50
Scutellaria baicalensis,11.9917,9,6.39375,25.4,-5.62917,643.25,64.75,FALSE,GBIF_CURRENT=614,,PLANTSEARCH=79
Sedum brevifolium,11.9917,11,10.2264,24.8,3.55833,877.5,123.5,FALSE,GBIF_CURRENT=4784,,PLANTSEARCH=33
Sedum divergens,11.9917,9,5.71319,21.1,-0.162498,1278.75,155.25,FALSE,GBIF_CURRENT=1303,,PLANTSEARCH=19
Sedum laxum,11.9917,11,11.1201,24.275,5.69167,1222.25,70,FALSE,GBIF_CURRENT=382,,PLANTSEARCH=5
Sedum nevii,11.9917,11,15.2028,31.25,5.075,1304,265,FALSE,GBIF_CURRENT=54,,PLANTSEARCH=16
Sedum niveum,11.9917,9,10.5083,28.55,2.75833,972.5,134.75,FALSE,GBIF_CURRENT=121,,PLANTSEARCH=5
Sedum obtusatum,11.9917,9,7.15696,24.75,1.04166,876.5,53.5,FALSE,GBIF_CURRENT=1616,,PLANTSEARCH=11
Sedum oreganum,11.9917,6,9.24792,22.75,2.72083,1281.5,144.25,FALSE,GBIF_CURRENT=1400,,PLANTSEARCH=43
Sedum oregonense,11.9917,6,7.63472,23.575,1.5125,1252.25,126.5,FALSE,GBIF_CURRENT=450,,PLANTSEARCH=15
Sedum palmeri,11.9917,9,13.1847,27.05,5.88333,725,115,FALSE,GBIF_CURRENT=849,,PLANTSEARCH=68
Sedum sexangulare,11.9917,9,9.20556,24,1.25417,813,153.25,FALSE,GBIF_CURRENT=6540,,PLANTSEARCH=86
Sedum spathulifolium,11.9917,11,10.2076,23.675,3.64583,903,101.25,FALSE,GBIF_CURRENT=8333,,PLANTSEARCH=45
Sedum spurium,11.9917,6,9.31528,23.6,1.5625,788.25,155.5,FALSE,GBIF_CURRENT=389,,PLANTSEARCH=81
Sedum tenellum,11.9917,2,3.90972,18.6,-1.7,876.5,167,FALSE,GBIF_CURRENT=196,,PLANTSEARCH=4
Selago flanaganii,11.9917,11,11.7861,23.825,7.375,815,27.75,FALSE,GBIF_CURRENT=41,,PLANTSEARCH=2
Semiarundinaria fastuosa,11.9917,11,12.3528,26.15,4.57917,1161.25,165,FALSE,GBIF_CURRENT=80,,PLANTSEARCH=41
Sempervivum arachnoideum,11.9917,9,5.88125,21.1,-0.470833,992.75,183.25,FALSE,GBIF_CURRENT=6497,,PLANTSEARCH=111
Sempervivum borissovae,11.9917,9,8.24307,24.45,1.12083,973.25,145.75,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=8
Sempervivum calcareum,11.9917,8,9.26944,23.575,2.1375,938,174.75,FALSE,GBIF_CURRENT=664,,PLANTSEARCH=62
Sempervivum ciliosum,11.9917,6,7.13472,21.95,0.383335,846,149.25,FALSE,GBIF_CURRENT=33,,PLANTSEARCH=54
Sempervivum globiferum,11.9917,6,6.59792,22.45,-1.97917,651,115,FALSE,GBIF_CURRENT=3310,,PLANTSEARCH=24
Sempervivum grandiflorum,11.9917,5,4.97778,19.5,-0.933332,913,185.5,FALSE,GBIF_CURRENT=106,,PLANTSEARCH=50
Sempervivum heuffelii,11.9917,6,7.05971,21.9,0.658332,797.5,147.5,FALSE,GBIF_CURRENT=119,,PLANTSEARCH=16
Sempervivum ingwersenii,11.9917,6,3.80973,19.6,-2.76667,919.5,166,FALSE,GBIF_CURRENT=6,,PLANTSEARCH=8
Sempervivum leucanthum,11.9917,6,7.69722,22.9,-0.25,627.25,132,FALSE,GBIF_CURRENT=4,,PLANTSEARCH=27
Sempervivum marmoreum,11.9917,6,7.58333,22.8,-0.0750017,786,137,FALSE,GBIF_CURRENT=96,,PLANTSEARCH=56
Sempervivum minutum,11.9917,6,7.58194,25.6,0.0708332,763.5,107.5,FALSE,GBIF_CURRENT=92,,PLANTSEARCH=12
Sempervivum montanum,11.9917,6,4.16944,19.4,-2.04583,1083,199.5,FALSE,GBIF_CURRENT=5569,,PLANTSEARCH=67
Sempervivum ossetiense,11.9917,6,5.2514,20.55,-1.825,928,185,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=10
Sempervivum pittonii,11.9917,3,7.81944,22.75,-0.291667,838,142,FALSE,GBIF_CURRENT=54,,PLANTSEARCH=50
Sempervivum pumilum,11.9917,6,5.87847,21.35,-1.7375,842.25,158.5,FALSE,GBIF_CURRENT=72,,PLANTSEARCH=31
Sempervivum ruthenicum,11.9917,3,7.79514,23.85,-1.55,604.75,107.75,FALSE,GBIF_CURRENT=625,,PLANTSEARCH=18
Sempervivum tectorum,11.9917,9,8.17638,23.05,1.075,910.5,169,FALSE,GBIF_CURRENT=6500,,PLANTSEARCH=140
Sempervivum vicentei,11.9917,6,8.09514,23.8,0.912501,851.75,130.75,FALSE,GBIF_CURRENT=376,,PLANTSEARCH=2
Sempervivum wulfenii,11.9917,3,4.28889,19.1,-1.97083,988.75,175,FALSE,GBIF_CURRENT=204,,PLANTSEARCH=40
Senecio barbatus,11.9917,8,13.1264,27.475,5.35,675.5,47.75,FALSE,GBIF_CURRENT=98,,PLANTSEARCH=1
Senecio macrospermus,11.9917,11,9.15416,21.55,3.89167,752.5,91,FALSE,GBIF_CURRENT=40,,PLANTSEARCH=8
Senecio nemorensis,11.9917,9,6.95138,23.7,-0.670832,749.25,121.5,FALSE,GBIF_CURRENT=4047,,PLANTSEARCH=27
Senna hebecarpa,11.9917,11,10.3708,28.8,-0.6125,1002.5,193.75,FALSE,GBIF_CURRENT=1698,,PLANTSEARCH=36
Sequoia sempervirens,11.9917,11,13.3497,25.204,8.2285,855.5,73.375,TRUE,GBIF_BGCI=2203,,GBIF_CURRENT=8610
Serratula tinctoria,11.9917,8,8.48333,22.85,1.24167,741.5,143.25,FALSE,GBIF_CURRENT=6733,,PLANTSEARCH=68
Sesamum trilobum,11.9917,9,16.2778,25.475,9.60833,651,76.5,FALSE,GBIF_CURRENT=765,,PLANTSEARCH=3
Seseli osseum,11.9917,3,9.33334,23.775,1.15417,641.75,112.5,FALSE,GBIF_CURRENT=191,,PLANTSEARCH=6
Sesleria autumnalis,11.9917,11,11.4417,27.55,2.90833,1017.5,172,FALSE,GBIF_CURRENT=192,,PLANTSEARCH=63
Sesleria caerulea,11.9917,6,10.0875,24.5,2.1,785,153.5,FALSE,PLANTSEARCH=64,,
Sesleria heufleriana,11.9917,6,8.76945,23.85,-0.775,662.5,114.5,FALSE,GBIF_CURRENT=183,,PLANTSEARCH=29
Sesleria nitida,11.9917,8,9.61111,23.75,2.3,747.5,134,FALSE,GBIF_CURRENT=77,,PLANTSEARCH=29
Sesleria sadleriana,11.9917,3,9.44861,24.4,0.808333,641.5,123,FALSE,GBIF_CURRENT=34,,PLANTSEARCH=13
Shepherdia canadensis,11.9917,6,5.33194,22.85,-3.81667,661.5,106,FALSE,GBIF_CURRENT=9313,,PLANTSEARCH=48
Shibataea chinensis,11.9917,9,15.9695,29.975,6.72083,1269.75,145,FALSE,GBIF_CURRENT=5,,PLANTSEARCH=14
Shibataea kumasaca,11.9917,9,13.7868,28.125,4.62917,1219.25,162.25,FALSE,GBIF_CURRENT=242,,PLANTSEARCH=49
Sibbaldia cuneata,11.9917,5,4.35694,20.05,-2.40833,697,97,FALSE,GBIF_CURRENT=230,,PLANTSEARCH=9
Sibbaldia parviflora,11.9917,3,3.68333,19.4,-3.77917,915.25,177,FALSE,GBIF_CURRENT=239,,PLANTSEARCH=17
Sibbaldia tridentata,11.9917,9,5.95417,24.75,-4.05,1085.25,218,FALSE,GBIF_CURRENT=6028,,PLANTSEARCH=7
Sidalcea asprella,11.9917,11,12.3055,27,7.30833,1061,37.5,FALSE,GBIF_CURRENT=679,,PLANTSEARCH=2
Sidalcea hendersonii,11.9917,2,9.69098,22.15,3.01667,1278.25,149,FALSE,GBIF_CURRENT=236,,PLANTSEARCH=3
Sidalcea malviflora,11.9917,9,12.7208,24.6,6.85833,803,55.5,FALSE,GBIF_CURRENT=5059,,PLANTSEARCH=23
Sideritis cypria,11.9917,9,15.8306,30.8,8.075,677.5,52.5,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=13
Sideritis syriaca,11.9917,11,10.0903,24.45,2.35,699,81.5,FALSE,GBIF_CURRENT=104,,PLANTSEARCH=30
Silene acaulis,11.9917,3,3.00694,18.6,-3.21667,869.25,160,FALSE,GBIF_CURRENT=8690,,PLANTSEARCH=68
Silene banksia,11.9917,11,8.93473,29.05,-2.24167,896,135.5,FALSE,GBIF_CURRENT=470,,PLANTSEARCH=1
Silene cognata,11.9917,9,9.19098,25.825,-0.708332,1129.75,144,FALSE,GBIF_CURRENT=445,,PLANTSEARCH=2
Silene hookeri,11.9917,11,10.9986,26.05,4.59583,1057.75,98.75,FALSE,GBIF_CURRENT=474,,PLANTSEARCH=16
Silene keiskei,11.9917,9,10.4,22.75,3.50834,1561.25,150.25,FALSE,GBIF_CURRENT=57,,PLANTSEARCH=3
Silene schafta,11.9917,6,9.60903,22.525,2.49167,751,151.25,FALSE,GBIF_CURRENT=74,,PLANTSEARCH=75
Silene scouleri,11.9917,9,9.45971,27.8,0.508333,838.5,146.5,FALSE,GBIF_CURRENT=724,,PLANTSEARCH=4
Silene suksdorfii,11.9917,2,3.64167,20.7,-2.32917,1486.25,206,FALSE,GBIF_CURRENT=75,,PLANTSEARCH=2
Silene wahlbergella,11.9917,2,0.810417,18.075,-6.12917,666.25,71.25,FALSE,GBIF_CURRENT=2719,,PLANTSEARCH=6
Siler montanum,11.9917,5,6.88819,22.475,-1.49583,1088.75,215.25,FALSE,GBIF_CURRENT=4081,,PLANTSEARCH=2
Silphium laciniatum,11.9917,11,9.98265,29,-1.4125,903.75,143.75,FALSE,GBIF_CURRENT=5982,,PLANTSEARCH=71
Silphium perfoliatum,11.9917,8,9.75416,26.65,1.10833,865.5,158.5,FALSE,GBIF_CURRENT=9687,,PLANTSEARCH=1
Sinofranchetia chinensis,11.9917,11,12.5868,25.525,3.50833,876.25,93,FALSE,GBIF_CURRENT=102,,PLANTSEARCH=47
Sinojackia rehderiana,11.9917,9,15.7026,29.6833,5.28611,1084.83,163.833,TRUE,GBIF_BGCI=9,GBIF_CURRENT=3,
Sinojackia xylocarpa,11.9917,9,15.3505,30.205,4.81683,1066.25,141.25,TRUE,GBIF_BGCI=26,,GBIF_CURRENT=30
Sinomenium acutum,11.9917,9,12.9201,26.725,3.94167,1192.75,145.75,FALSE,GBIF_CURRENT=758,,PLANTSEARCH=25
Sinopanax formosanus,11.9917,11,13.2026,22.7167,7.88056,2181,164,TRUE,GBIF_BGCI=100,,GBIF_CURRENT=167
Sinopodophyllum hexandrum,11.9917,8,7.31458,21.625,-0.0166668,764,90.75,FALSE,GBIF_CURRENT=412,,PLANTSEARCH=36
Sisyrinchium bellum,11.9917,9,13.7292,26.1,6.56667,754,81,FALSE,PLANTSEARCH=49,,
Sisyrinchium idahoense,11.9917,9,8.33473,25.75,0.587502,689.25,102,FALSE,GBIF_CURRENT=1030,,PLANTSEARCH=31
Sisyrinchium macrocarpum,11.9917,9,8.11944,22.175,1.52917,523.5,93.5,FALSE,GBIF_CURRENT=17,,PLANTSEARCH=26
Sisyrinchium palmifolium,11.9917,9,15.4535,26.375,9.14167,1110.5,200.75,FALSE,GBIF_CURRENT=291,,PLANTSEARCH=11
Sisyrinchium striatum,11.9917,11,10.3563,23.1,4.47917,728.25,140.5,FALSE,GBIF_CURRENT=567,,PLANTSEARCH=98
Sixalix atropurpurea,11.9917,9,15.1694,29.425,8.25833,648.25,77,FALSE,GBIF_CURRENT=9422,,PLANTSEARCH=6
Skimmia anquetilia,11.9917,3,10.1472,21.55,4.05833,870.75,129.75,FALSE,GBIF_CURRENT=3,,PLANTSEARCH=9
Skimmia arborescens,11.9917,11,16.1379,25.6946,10.2526,1445.25,64.75,TRUE,GBIF_BGCI=513,GBIF_CURRENT=196,
Skimmia japonica,11.9917,11,10.7896,24.875,2.92917,1251,181,FALSE,GBIF_CURRENT=2146,,PLANTSEARCH=102
Skimmia reevesiana,11.9917,9,14.0167,25.625,5.99583,1721.5,168.75,FALSE,GBIF_CURRENT=509,,PLANTSEARCH=38
Smelowskia ovalis,11.9917,2,5.72777,21.7,2.375,1166.5,102,FALSE,GBIF_CURRENT=123,,PLANTSEARCH=2
Smilax rotundifolia,11.9917,11,11.6417,27.35,1.6625,1019.25,211.25,FALSE,GBIF_CURRENT=9831,,PLANTSEARCH=30
Soehrensia huascha,11.9917,9,15.2611,28.35,7.15833,497,69,FALSE,PLANTSEARCH=44,GBIF_CURRENT=51,
Solanum lycopersicum,11.9917,11,11.1389,26.55,3.79167,787.75,131.75,FALSE,GBIF_CURRENT=8636,,PLANTSEARCH=16
Soldanella alpina,11.9917,5,5.51806,19.925,-1.16667,1072.5,202,FALSE,GBIF_CURRENT=7532,,PLANTSEARCH=52
Soldanella villosa,11.9917,11,11.5771,23.2,5.72917,989.5,180,FALSE,GBIF_CURRENT=71,,PLANTSEARCH=19
Solenomelus segethi,11.9917,5,8.3861,21.675,2.9625,740.75,99.25,FALSE,PLANTSEARCH=3,GBIF_CURRENT=108,
Solidago caesia,11.9917,9,9.68196,27.85,-0.9,1003.5,196.5,FALSE,GBIF_CURRENT=8581,,PLANTSEARCH=83
Solidago flexicaulis,11.9917,6,8.12361,26.9,-2.3875,895.75,172.25,FALSE,GBIF_CURRENT=8663,,PLANTSEARCH=55
Solidago hispida,11.9917,9,6.24931,26.85,-5.51667,994.25,195.5,FALSE,GBIF_CURRENT=2312,,PLANTSEARCH=5
Solidago multiradiata,11.9917,6,3.30208,21.425,-3.69167,658.75,108,FALSE,GBIF_CURRENT=4009,,PLANTSEARCH=21
Solidago simplex,11.9917,9,5.66807,26.825,-2.8125,643.25,116,FALSE,GBIF_CURRENT=1379,,PLANTSEARCH=2
Solidago virgaurea,11.9917,9,6.325,22.1,-1.26667,705.5,126,FALSE,GBIF_CURRENT=9224,,PLANTSEARCH=95
Sophora davidii,11.9917,11,11.8992,26.579,3.2785,794.25,64.25,TRUE,GBIF_BGCI=158,GBIF_CURRENT=81,
Sorbaria tomentosa,11.9917,11,10.3111,24,3.40833,761.75,136.5,FALSE,GBIF_CURRENT=183,,PLANTSEARCH=46
Sorbus americana,11.9917,6,6.56557,24.4198,-4.84822,1037.62,202.5,TRUE,GBIF_BGCI=533,GBIF_CURRENT=1545,
Sorbus arranensis,11.9917,3,8.94133,18.8303,4.56843,1423.67,240.167,TRUE,GBIF_BGCI=709,GBIF_CURRENT=232,
Sorbus aucuparia,11.9917,6,8.8795,23.038,1.80834,775,149.25,TRUE,GBIF_BGCI=369210,GBIF_CURRENT=55464,
Sorbus bissetii,11.9917,3,9.54514,21.325,3.85,1130.75,155.5,FALSE,GBIF_CURRENT=2,,PLANTSEARCH=13
Sorbus cashmiriana,11.9917,6,7.40069,20.725,1.05417,744.25,112.75,FALSE,GBIF_CURRENT=19,,PLANTSEARCH=64
Sorbus commixta,11.9917,8,8.665,23.0602,0.118916,1276,189.125,TRUE,GBIF_BGCI=590,GBIF_CURRENT=1335,
Sorbus decaisneana,11.9917,8,16.3021,30.2,6.58333,1278.5,75,FALSE,GBIF_CURRENT=115,,
Sorbus decora,11.9917,3,4.43755,23.7844,-8.10199,843.875,146.375,TRUE,GBIF_BGCI=382,GBIF_CURRENT=725,
Sorbus discolor,11.9917,11,9.50354,25.1705,0.189205,709.875,87.375,TRUE,GBIF_BGCI=35,GBIF_CURRENT=56,
Sorbus foliolosa,11.9917,8,7.28281,18.3833,1.21944,818.5,99.1667,TRUE,GBIF_BGCI=51,GBIF_CURRENT=35,
Sorbus forrestii,11.9917,6,7.21528,21.825,0.766667,680.75,116.25,FALSE,GBIF_CURRENT=5,,PLANTSEARCH=43
