AccNoFull,ItemAccNoFull,LocationName,LocationCoordY,LocationCoordX,LifeForm,Family,Genus,GenusSpecies,ItemLocationCode,ProvenanceCode,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,climate_rating_emissions_limited_2050,climate_rating_current_sheet,climate_rating_business_as_usual_2090,climate_rating_bau_plus_1degree_2090
1979-0850,1979-0850.01,Outside Fence,-123.251401,49.255242,Tree,Pinaceae,Abies,Abies holophylla,FS03,W,Planting,Near threatened,,,"Mt.Sorak,S.Korea","KOR: Mt.Sorak,S.Korea",8,11,5,3
1980-0466,1980-0466.01,Outside Fence,-123.251401,49.255242,Tree,Pinaceae,Abies,Abies squamata,FS03,W,Planting,Vulnerable,,,,"CHN: Sichuan Province, 30 N | 100 E",8,11,8,5
1980-0466,1980-0466.02,Outside Fence,-123.251401,49.255242,Tree,Pinaceae,Abies,Abies squamata,FS03,W,Planting,Vulnerable,,,,"CHN: Sichuan Province, 30 N | 100 E",8,11,8,5
1980-0467,1980-0467.01,Outside Fence,-123.251401,49.255242,Tree,Pinaceae,Abies,Abies delavayi,FS03,W,Planting,Least concern,,,,"CHN: Hunan Province, 27 N | 100 E",11,11,11,11
1980-0468,1980-0468.01,Outside Fence,-123.251401,49.255242,Tree,Pinaceae,Abies,Abies homolepis,FS03,W,Planting,Near threatened,,,"Nikko,Senjo","JPN: Nikko,Senjo",11,11,8,8
1980-0468,1980-0468.02,Outside Fence,-123.251401,49.255242,Tree,Pinaceae,Abies,Abies homolepis,FS03,W,Planting,Near threatened,,,"Nikko,Senjo","JPN: Nikko,Senjo",11,11,8,8
1990-0182,1990-0182.01,Asian Garden,-123.2474836,49.25210664,Tree,Pinaceae,Abies,Abies densa,3AS3,W,Planting,Least concern,,,"n.of Ura, above the Gompa, Samsong","BTN: n.of Ura, above the Gompa, Samsong, 4000 m",8,11,8,5
1998-0658,1998-0658.01,Asian Garden,-123.246993,49.250359,Tree,Pinaceae,Abies,Abies kawakamii,3AG9,W,Planting,Near threatened,,,Kehnanguan,"TWN: Kehnanguan, 3200 m",8,11,5,5
1998-0658,1998-0658.02,Asian Garden,-123.246993,49.250359,Tree,Pinaceae,Abies,Abies kawakamii,3AG9,W,Planting,Near threatened,,,Kehnanguan,"TWN: Kehnanguan, 3200 m",8,11,5,5
2001-0234,2001-0234.01,Alpine Garden,-123.246104,49.25365,Tree,Pinaceae,Abies,Abies koreana,LAS4,G,Planting,,,,,,6,9,5,5
2002-0134,2002-0134.01,Rain Forest Garden,-123.244578,49.253545,Tree,Pinaceae,Abies,Abies amabilis,1B30,W,Planting,Least concern,,Yellow-listed British Columbia,west coast of Vancouver Island,"CAN: British Columbia, west coast of Vancouver Island",6,9,3,3
2003-0280,2003-0280.01,Rain Forest Garden,-123.245047,49.253548,Tree,Pinaceae,Abies,Abies grandis,1B26,U,Planting,Least concern,,Yellow-listed British Columbia,,,11,11,5,5
2003-0296,2003-0296.01,Rain Forest Garden,-123.245047,49.253548,Tree,Pinaceae,Abies,Abies grandis,1B26,U,Planting,Least concern,,Yellow-listed British Columbia,,,11,11,5,5
2004-0115,2004-0115.01,Rain Forest Garden,-123.245047,49.253548,Tree,Pinaceae,Abies,Abies grandis,1B26,U,Planting,Least concern,,Yellow-listed British Columbia,,,11,11,5,5
2004-0116,2004-0116.01,Rain Forest Garden,-123.245047,49.253548,Tree,Pinaceae,Abies,Abies grandis,1B26,U,Planting,Least concern,,Yellow-listed British Columbia,,,11,11,5,5
2006-0298,2006-0298.01,Carolinean Forest,-123.247778,49.253524,Tree,Pinaceae,Abies,Abies fraseri,4C04,W,Planting,Endangered,,,Jackson County,"USA: North Carolina, Jackson County, 35 15' | -83 15'",8,9,5,5
2006-0298,2006-0298.02,Carolinean Forest,-123.247778,49.253524,Tree,Pinaceae,Abies,Abies fraseri,4C04,W,Planting,Endangered,,,Jackson County,"USA: North Carolina, Jackson County, 35 15' | -83 15'",8,9,5,5
2006-0298,2006-0298.04,Carolinean Forest,-123.247778,49.253524,Tree,Pinaceae,Abies,Abies fraseri,4C04,W,Planting,Endangered,,,Jackson County,"USA: North Carolina, Jackson County, 35 15' | -83 15'",8,9,5,5
2006-0298,2006-0298.05,Carolinean Forest,-123.247778,49.253524,Tree,Pinaceae,Abies,Abies fraseri,4C04,W,Planting,Endangered,,,Jackson County,"USA: North Carolina, Jackson County, 35 15' | -83 15'",8,9,5,5
2006-0298,2006-0298.06,Carolinean Forest,-123.248555,49.254237,Tree,Pinaceae,Abies,Abies fraseri,4C09,W,Planting,Endangered,,,Jackson County,"USA: North Carolina, Jackson County, 35 15' | -83 15'",8,9,5,5
2006-0298,2006-0298.07,Carolinean Forest,-123.248555,49.254237,Tree,Pinaceae,Abies,Abies fraseri,4C09,W,Planting,Endangered,,,Jackson County,"USA: North Carolina, Jackson County, 35 15' | -83 15'",8,9,5,5
2011-0058,2011-0058.01,Dwarf Pinetum,-123.245496,49.253423,Tree,Pinaceae,Abies,Abies lasiocarpa,1DP2,W,Planting,Least concern,,,Cranbrook East,"CAN: British Columbia, Cranbrook East, 1725 m, 49 40' | -115 26'",6,9,3,3
2011-0058,2011-0058.02,Dwarf Pinetum,-123.245496,49.253423,Tree,Pinaceae,Abies,Abies lasiocarpa,1DP2,W,Planting,Least concern,,,Cranbrook East,"CAN: British Columbia, Cranbrook East, 1725 m, 49 40' | -115 26'",6,9,3,3
2011-0058,2011-0058.03,Dwarf Pinetum,-123.245496,49.253423,Tree,Pinaceae,Abies,Abies lasiocarpa,1DP2,W,Planting,Least concern,,,Cranbrook East,"CAN: British Columbia, Cranbrook East, 1725 m, 49 40' | -115 26'",6,9,3,3
2011-0462,2011-0462.02,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies squamata,3AP4,W,Planting,Vulnerable,,,"Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng","CHN: Sichuan Province, Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng, 4127 m, 29.12116899 | 100.00402",8,11,8,5
2011-0462,2011-0462.03,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies squamata,3AP4,W,Planting,Vulnerable,,,"Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng","CHN: Sichuan Province, Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng, 4127 m, 29.12116899 | 100.00402",8,11,8,5
2011-0463,2011-0463.01,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies sp.,3AP4,W,Planting,,,,"Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng","CHN: Sichuan Province, Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng, 4127 m, 29.12116899 | 100.00402",,,,
2011-0463,2011-0463.02,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies sp.,3AP4,W,Planting,,,,"Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng","CHN: Sichuan Province, Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng, 4127 m, 29.12116899 | 100.00402",,,,
2011-0463,2011-0463.03,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies sp.,3AP4,W,Planting,,,,"Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng","CHN: Sichuan Province, Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng, 4127 m, 29.12116899 | 100.00402",,,,
2011-0464,2011-0464.01,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies squamata,3AP4,W,Planting,Vulnerable,,,"Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng","CHN: Sichuan Province, Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng, 3750 m, 29.13926602 | 99.96472098",8,11,8,5
2011-0464,2011-0464.02,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies squamata,3AP4,W,Planting,Vulnerable,,,"Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng","CHN: Sichuan Province, Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng, 3750 m, 29.13926602 | 99.96472098",8,11,8,5
2011-0524,2011-0524.01,Carolinean Forest,-123.247872,49.254044,Tree,Pinaceae,Abies,Abies balsamea,4C01,W,Planting,Least concern,,,need data,"CAN: Quebec, need data",6,9,3,3
2011-0524,2011-0524.02,Carolinean Forest,-123.247872,49.254044,Tree,Pinaceae,Abies,Abies balsamea,4C01,W,Planting,Least concern,,,need data,"CAN: Quebec, need data",6,9,3,3
2011-0524,2011-0524.03,Carolinean Forest,-123.247872,49.254044,Tree,Pinaceae,Abies,Abies balsamea,4C01,W,Planting,Least concern,,,need data,"CAN: Quebec, need data",6,9,3,3
2011-0524,2011-0524.04,Carolinean Forest,-123.248555,49.254237,Tree,Pinaceae,Abies,Abies balsamea,4C09,W,Planting,Least concern,,,need data,"CAN: Quebec, need data",6,9,3,3
2012-0553,2012-0553.01,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies kawakamii,3AP4,W,Planting,Near threatened,,,Hehuanshan,TWN: Hehuanshan,8,11,5,5
2012-0553,2012-0553.02,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies kawakamii,3AP4,W,Planting,Near threatened,,,Hehuanshan,TWN: Hehuanshan,8,11,5,5
2012-0553,2012-0553.03,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies kawakamii,3AP4,W,Planting,Near threatened,,,Hehuanshan,TWN: Hehuanshan,8,11,5,5
2012-0553,2012-0553.04,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies kawakamii,3AP4,W,Planting,Near threatened,,,Hehuanshan,TWN: Hehuanshan,8,11,5,5
2012-0553,2012-0553.05,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies kawakamii,3AP4,W,Planting,Near threatened,,,Hehuanshan,TWN: Hehuanshan,8,11,5,5
2012-0553,2012-0553.06,Asian Garden,-123.243513,49.249123,Tree,Pinaceae,Abies,Abies kawakamii,3AP4,W,Planting,Near threatened,,,Hehuanshan,TWN: Hehuanshan,8,11,5,5
2016-0293,2016-0293.01,Alpine Garden,-123.246646,49.254052,Tree,Pinaceae,Abies,Abies lasiocarpa,LNA4,W,Planting,Least concern,,,"Blackcomb Mountain, Whistler","CAN: British Columbia, Squamish-Lillooet Regional District, Blackcomb Mountain, Whistler",6,9,3,3
2016-0306,2016-0306.02,Rain Forest Garden,-123.243977,49.253937,Tree,Pinaceae,Abies,Abies amabilis,1B22,W,Planting,Least concern,,Yellow-listed British Columbia,Mt. Elphinstone FSR,"CAN: British Columbia, Sunshine Coast Regional District, Mt. Elphinstone FSR, 725 m, 49.48356 | -123.56923",6,9,3,3
2016-0306,2016-0306.03,Rain Forest Garden,-123.243977,49.253937,Tree,Pinaceae,Abies,Abies amabilis,1B22,W,Planting,Least concern,,Yellow-listed British Columbia,Mt. Elphinstone FSR,"CAN: British Columbia, Sunshine Coast Regional District, Mt. Elphinstone FSR, 725 m, 49.48356 | -123.56923",6,9,3,3
2016-0306,2016-0306.04,Rain Forest Garden,-123.243977,49.253937,Tree,Pinaceae,Abies,Abies amabilis,1B22,W,Planting,Least concern,,Yellow-listed British Columbia,Mt. Elphinstone FSR,"CAN: British Columbia, Sunshine Coast Regional District, Mt. Elphinstone FSR, 725 m, 49.48356 | -123.56923",6,9,3,3
2016-0306,2016-0306.06,Dwarf Pinetum,-123.245711,49.253411,Tree,Pinaceae,Abies,Abies amabilis,1DP1,W,Planting,Least concern,,Yellow-listed British Columbia,Mt. Elphinstone FSR,"CAN: British Columbia, Sunshine Coast Regional District, Mt. Elphinstone FSR, 725 m, 49.48356 | -123.56923",6,9,3,3
2016-0306,2016-0306.07,Dwarf Pinetum,-123.245711,49.253411,Tree,Pinaceae,Abies,Abies amabilis,1DP1,W,Planting,Least concern,,Yellow-listed British Columbia,Mt. Elphinstone FSR,"CAN: British Columbia, Sunshine Coast Regional District, Mt. Elphinstone FSR, 725 m, 49.48356 | -123.56923",6,9,3,3
2016-0306,2016-0306.08,Dwarf Pinetum,-123.245711,49.253411,Tree,Pinaceae,Abies,Abies amabilis,1DP1,W,Planting,Least concern,,Yellow-listed British Columbia,Mt. Elphinstone FSR,"CAN: British Columbia, Sunshine Coast Regional District, Mt. Elphinstone FSR, 725 m, 49.48356 | -123.56923",6,9,3,3
2016-0356,2016-0356.01,Rain Forest Garden,-123.244324,49.25374,Tree,Pinaceae,Abies,Abies amabilis,1B18,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2016-0356,2016-0356.02,Rain Forest Garden,-123.244324,49.25374,Tree,Pinaceae,Abies,Abies amabilis,1B18,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2016-0356,2016-0356.04,Rain Forest Garden,-123.244007,49.253748,Tree,Pinaceae,Abies,Abies amabilis,1B21,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2016-0356,2016-0356.05,Rain Forest Garden,-123.244007,49.253748,Tree,Pinaceae,Abies,Abies amabilis,1B21,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2016-0356,2016-0356.06,Rain Forest Garden,-123.244007,49.253748,Tree,Pinaceae,Abies,Abies amabilis,1B21,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2016-0356,2016-0356.07,Rain Forest Garden,-123.244007,49.253748,Tree,Pinaceae,Abies,Abies amabilis,1B21,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2016-0356,2016-0356.08,Rain Forest Garden,-123.24404,49.253592,Tree,Pinaceae,Abies,Abies amabilis,1B23,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2016-0356,2016-0356.09,Rain Forest Garden,-123.24404,49.253592,Tree,Pinaceae,Abies,Abies amabilis,1B23,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2016-0356,2016-0356.12,Rain Forest Garden,-123.243977,49.253937,Tree,Pinaceae,Abies,Abies amabilis,1B22,W,Planting,Least concern,,Yellow-listed British Columbia,"Chilliwack River Valley, Chipmunk Creek Service Road","CAN: British Columbia, Fraser Valley Regional District, Chilliwack River Valley, Chipmunk Creek Service Road, 770 m, 49.203055 | -121.863333",6,9,3,3
2017-0046,2017-0046.01,Alpine Garden,-123.245644,49.253606,Tree,Pinaceae,Abies,Abies balsamea,LBF3,G,Planting,Least concern,,,,,6,9,3,3
2017-0412,2017-0412.01,Rain Forest Garden,-123.24404,49.253592,Tree,Pinaceae,Abies,Abies grandis,1B23,W,Planting,Least concern,,Yellow-listed British Columbia,"Neville Nye Memorial Cypress Grove, Flounce Rock at the end of Forest Road 32-2E-34D off Ulrich Road from Crater Lake Hwy, Cascade Gorge","USA: Oregon, Jackson County, Neville Nye Memorial Cypress Grove, Flounce Rock at the end of Forest Road 32-2E-34D off Ulrich Road from Crater Lake Hwy, Cascade Gorge, 1255 m, 42°43'57.1""N | 122°36'19.6""W",11,11,5,5
2017-0412,2017-0412.02,Rain Forest Garden,-123.243709,49.253743,Tree,Pinaceae,Abies,Abies grandis,1B16,W,Planting,Least concern,,Yellow-listed British Columbia,"Neville Nye Memorial Cypress Grove, Flounce Rock at the end of Forest Road 32-2E-34D off Ulrich Road from Crater Lake Hwy, Cascade Gorge","USA: Oregon, Jackson County, Neville Nye Memorial Cypress Grove, Flounce Rock at the end of Forest Road 32-2E-34D off Ulrich Road from Crater Lake Hwy, Cascade Gorge, 1255 m, 42°43'57.1""N | 122°36'19.6""W",11,11,5,5
2017-0413,2017-0413.01,Pacific Slope Woodland,-123.246194,49.25279,Tree,Pinaceae,Abies,Abies concolor,1J03,W,Planting,Least concern,,,"On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland","USA: California, Shasta County, On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland, 1713 m, 41°23'14.5""N | 122°32'3.7""W",8,11,6,5
2017-0413,2017-0413.02,Pacific Slope Woodland,-123.246194,49.25279,Tree,Pinaceae,Abies,Abies concolor,1J03,W,Planting,Least concern,,,"On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland","USA: California, Shasta County, On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland, 1713 m, 41°23'14.5""N | 122°32'3.7""W",8,11,6,5
2017-0413,2017-0413.03,Pacific Slope Woodland,-123.246194,49.25279,Tree,Pinaceae,Abies,Abies concolor,1J03,W,Planting,Least concern,,,"On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland","USA: California, Shasta County, On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland, 1713 m, 41°23'14.5""N | 122°32'3.7""W",8,11,6,5
2017-0413,2017-0413.04,Pacific Slope Woodland,-123.245868,49.252864,Tree,Pinaceae,Abies,Abies concolor,1J04,W,Planting,Least concern,,,"On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland","USA: California, Shasta County, On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland, 1713 m, 41°23'14.5""N | 122°32'3.7""W",8,11,6,5
2017-0413,2017-0413.05,Pacific Slope Woodland,-123.245868,49.252864,Tree,Pinaceae,Abies,Abies concolor,1J04,W,Planting,Least concern,,,"On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland","USA: California, Shasta County, On forest road NF42N17 off Stewart Springs Road off exit 751, I5 Redding to Portland, 1713 m, 41°23'14.5""N | 122°32'3.7""W",8,11,6,5
2018-0823,2018-0823.01,Alpine Garden,-123.246952,49.254323,Tree,Pinaceae,Abies,Abies pinsapo,LEU1,G,Planting,Endangered,,,,,11,9,11,8
2022-0480,2022-0480.88,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies amabilis,8,W,Planting,Least concern,,Yellow-listed British Columbia,"Mt. Hood National Forest, northern and southern roadside slope of Timberline Highway","USA: Oregon, Clackamas County, Mt. Hood National Forest, northern and southern roadside slope of Timberline Highway, 1396 m, 45.30612657 | -121.7119994",6,9,3,3
2022-0480,2022-0480.87,Nursery,49.249515,-123.234415,Tree,Pinaceae,Abies,Abies amabilis,8,W,Planting,Least concern,,Yellow-listed British Columbia,"Mt. Hood National Forest, northern and southern roadside slope of Timberline Highway","USA: Oregon, Clackamas County, Mt. Hood National Forest, northern and southern roadside slope of Timberline Highway, 1396 m, 45.30612657 | -121.7119994",6,9,3,3
2022-0482,2022-0482.87,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies lasiocarpa,8,W,Planting,Least concern,,,"Mt. Hood National Forest, Abbott Burn, Ripplebrook Ranger District, 0.5 mile due north of Forest Road 58","USA: Oregon, Clackamas County, Mt. Hood National Forest, Abbott Burn, Ripplebrook Ranger District, 0.5 mile due north of Forest Road 58, 45.17983 | -121.81222",6,9,3,3
2022-0482,2022-0482.88,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies lasiocarpa,8,W,Planting,Least concern,,,"Mt. Hood National Forest, Abbott Burn, Ripplebrook Ranger District, 0.5 mile due north of Forest Road 58","USA: Oregon, Clackamas County, Mt. Hood National Forest, Abbott Burn, Ripplebrook Ranger District, 0.5 mile due north of Forest Road 58, 45.17983 | -121.81222",6,9,3,3
2022-0484,2022-0484.88,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies procera,8,W,Planting,Least concern,,,"Mt. Hood National Forest, High Rock, off Road 58","USA: Oregon, Clackamas County, Mt. Hood National Forest, High Rock, off Road 58, 1405 m, 45.16153 | -121.89387",6,9,5,5
2022-0497,2022-0497.88,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies × shastensis,8,W,Planting,,,,"Klamath National Forest, Stanshaw trailhead behind outhouse","USA: California, Siskiyou County, Klamath National Forest, Stanshaw trailhead behind outhouse, 1484 m, 41.50085 | -123.44163",,,,
2022-0505,2022-0505.88,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies concolor,8,W,Planting,,,,"Klamath National Forest, off Forest Service Road 14N21","USA: California, Siskiyou County, Klamath National Forest, off Forest Service Road 14N21, 1105 m, 41.5508 | -123.62141",8,11,6,5
2022-0515,2022-0515.87,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies concolor,8,W,Planting,Least concern,,,"Shasta-Trinity National Forest, Near Taylor Lake Trailhead along Forest Service Road 41N18","USA: California, Siskiyou County, Shasta-Trinity National Forest, Near Taylor Lake Trailhead along Forest Service Road 41N18, 1936 m, 41.3686 | -122.97538",8,11,6,5
2022-0515,2022-0515.88,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies concolor,8,W,Planting,Least concern,,,"Shasta-Trinity National Forest, Near Taylor Lake Trailhead along Forest Service Road 41N18","USA: California, Siskiyou County, Shasta-Trinity National Forest, Near Taylor Lake Trailhead along Forest Service Road 41N18, 1936 m, 41.3686 | -122.97538",8,11,6,5
2022-0537,2022-0537.87,Nursery,-123.234415,49.249515,Tree,Pinaceae,Abies,Abies grandis,8,W,Planting,Least concern,,Yellow-listed British Columbia,"Rogue-River Siskiyou National Forest, along Briggs Valley Road about 5 miles of US Rte. 199","USA: Oregon, Josephine County, Rogue-River Siskiyou National Forest, along Briggs Valley Road about 5 miles of US Rte. 199, 1216 m, 42.36839 | -123.64302",11,11,5,5
