AccNoFull,ItemAccNoFull,LocationName,LocationCoordY,LocationCoordX,LifeForm,Family,Genus,GenusSpecies,ItemLocationCode,ProvenanceCode,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,climate_rating_emissions_limited_2050,climate_rating_current_sheet,climate_rating_business_as_usual_2090,climate_rating_bau_plus_1degree_2090
2010-0595,2010-0595.04,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AM3,W,Planting,Near threatened,,,"Muli, road from new Muli to Kangwu","CHN: Sichuan Province, Muli, road from new Muli to Kangwu, 3525 m, 28.11983398 | 101.168599",11,11,11,11
2010-0596,2010-0596.01,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM3,W,Planting,,,,"Muli, road from new Muli to Kangwu","CHN: Sichuan Province, Muli, road from new Muli to Kangwu, 3525 m, 28.11983398 | 101.168599",,,,
2010-0596,2010-0596.02,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM3,W,Planting,,,,"Muli, road from new Muli to Kangwu","CHN: Sichuan Province, Muli, road from new Muli to Kangwu, 3525 m, 28.11983398 | 101.168599",,,,
2010-0596,2010-0596.03,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM3,W,Planting,,,,"Muli, road from new Muli to Kangwu","CHN: Sichuan Province, Muli, road from new Muli to Kangwu, 3525 m, 28.11983398 | 101.168599",,,,
2010-0667,2010-0667.01,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM3,W,Planting,,,,"Daocheng, road from Yading (old Shangri La) to E Chu Shan","CHN: Sichuan Province, Daocheng, road from Yading (old Shangri La) to E Chu Shan, 4020 m, 28.56038103 | 100.200776",,,,
2010-0667,2010-0667.02,Alpine Garden,-123.246104,49.25365,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,LAS4,W,Planting,,,,"Daocheng, road from Yading (old Shangri La) to E Chu Shan","CHN: Sichuan Province, Daocheng, road from Yading (old Shangri La) to E Chu Shan, 4020 m, 28.56038103 | 100.200776",,,,
2010-0674,2010-0674.03,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM3,W,Planting,,,,"Daocheng, road from Yading (old Shangri La) to Daocheng","CHN: Sichuan Province, Daocheng, road from Yading (old Shangri La) to Daocheng, 3573 m, 28.68637897 | 100.262473",,,,
2010-0677,2010-0677.01,Asian Garden,-123.2450183,49.2499465,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AM3,W,Planting,,,,"Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng","CHN: Sichuan Province, Xiangcheng, Ma Xiong Gou on road from Sang Dui to Xiangcheng, 4127 m, 29.12116899 | 100.00402",,,,
2011-0481,2011-0481.01,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.02,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.03,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.04,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.05,Carolinean Forest,-123.248405,49.254272,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C10,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.06,Carolinean Forest,-123.248405,49.254272,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C10,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.07,Carolinean Forest,-123.248405,49.254272,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C10,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.08,Carolinean Forest,-123.248405,49.254272,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C10,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.09,Carolinean Forest,-123.248405,49.254272,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C10,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.10,Carolinean Forest,-123.248405,49.254272,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C10,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0481,2011-0481.11,Carolinean Forest,-123.248405,49.254272,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C10,W,Planting,,,,Monroe County,"USA: Alabama, Monroe County, 31.725333 | -87.423833",9,9,9,9
2011-0482,2011-0482.01,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,"Talladega Nat'l Forest, Tuscaloosa County","USA: Alabama, Talladega Nat'l Forest, Tuscaloosa County, 33.022333 | -87.4045",9,9,9,9
2011-0482,2011-0482.02,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,"Talladega Nat'l Forest, Tuscaloosa County","USA: Alabama, Talladega Nat'l Forest, Tuscaloosa County, 33.022333 | -87.4045",9,9,9,9
2011-0482,2011-0482.03,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,"Talladega Nat'l Forest, Tuscaloosa County","USA: Alabama, Talladega Nat'l Forest, Tuscaloosa County, 33.022333 | -87.4045",9,9,9,9
2011-0482,2011-0482.04,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,"Talladega Nat'l Forest, Tuscaloosa County","USA: Alabama, Talladega Nat'l Forest, Tuscaloosa County, 33.022333 | -87.4045",9,9,9,9
2011-0482,2011-0482.05,Carolinean Forest,-123.248129,49.254107,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C06,W,Planting,,,,"Talladega Nat'l Forest, Tuscaloosa County","USA: Alabama, Talladega Nat'l Forest, Tuscaloosa County, 33.022333 | -87.4045",9,9,9,9
2011-0486,2011-0486.03,Carolinean Forest,-123.248555,49.254237,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron canescens,4C09,W,Planting,,,,Oakmulgee State Wildlige Mgmt. Area,"USA: Alabama, Oakmulgee State Wildlige Mgmt. Area, 81 m, 32.990667 | -87.385833",9,9,9,9
2011-0544,2011-0544.01,Pacific Slope Woodland,-123.246523,49.252663,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J02,W,Planting,,,,"Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien","USA: Oregon, Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien, 465 m, 42.050556 | -123.743889",11,11,8,5
2011-0544,2011-0544.02,Pacific Slope Woodland,-123.246523,49.252663,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J02,W,Planting,,,,"Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien","USA: Oregon, Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien, 465 m, 42.050556 | -123.743889",11,11,8,5
2011-0544,2011-0544.03,Pacific Slope Woodland,-123.246523,49.252663,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J02,W,Planting,,,,"Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien","USA: Oregon, Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien, 465 m, 42.050556 | -123.743889",11,11,8,5
2011-0544,2011-0544.04,Pacific Slope Woodland,-123.246523,49.252663,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J02,W,Planting,,,,"Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien","USA: Oregon, Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien, 465 m, 42.050556 | -123.743889",11,11,8,5
2011-0544,2011-0544.05,Pacific Slope Woodland,-123.246523,49.252663,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J02,W,Planting,,,,"Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien","USA: Oregon, Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien, 465 m, 42.050556 | -123.743889",11,11,8,5
2011-0544,2011-0544.06,Pacific Slope Woodland,-123.246523,49.252663,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J02,W,Planting,,,,"Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien","USA: Oregon, Siskiyou National Forest, Forest Road 4402, 3.8 m sw of O'Brien, 465 m, 42.050556 | -123.743889",11,11,8,5
2011-0676,2011-0676.01,Asian Garden,-123.2487159,49.25255704,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AC8,U,Planting,,,,,,,,,
2011-0752,2011-0752.01,Asian Garden,-123.2490396,49.25271605,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron decorum,3AC7,U,Planting,,,,,,11,11,11,11
2011-0787,2011-0787.01,Pacific Slope Woodland,-123.245868,49.252864,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J04,W,Planting,,,,upslope of FR029 approx. 1500 m w of jst with Eight Dollar Mtn Road,"USA: Oregon, upslope of FR029 approx. 1500 m w of jst with Eight Dollar Mtn Road, 485 m, 42.22975 | -123.70301",11,11,8,5
2011-0787,2011-0787.02,Pacific Slope Woodland,-123.245868,49.252864,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J04,W,Planting,,,,upslope of FR029 approx. 1500 m w of jst with Eight Dollar Mtn Road,"USA: Oregon, upslope of FR029 approx. 1500 m w of jst with Eight Dollar Mtn Road, 485 m, 42.22975 | -123.70301",11,11,8,5
2011-0787,2011-0787.03,Pacific Slope Woodland,-123.245868,49.252864,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron occidentale,1J04,W,Planting,,,,upslope of FR029 approx. 1500 m w of jst with Eight Dollar Mtn Road,"USA: Oregon, upslope of FR029 approx. 1500 m w of jst with Eight Dollar Mtn Road, 485 m, 42.22975 | -123.70301",11,11,8,5
2012-0097,2012-0097.01,Asian Garden,-123.2496112,49.25262248,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AC6,U,Planting,,,,,,,,,
2012-0476,2012-0476.01,Asian Garden,-123.24941,49.25304096,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AB5,U,Planting,,,,,,,,,
2012-0476,2012-0476.02,Asian Garden,-123.24941,49.25304096,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AB5,U,Planting,,,,,,,,,
2012-0515,2012-0515.01,Asian Garden,-123.249125,49.25319826,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AB1,U,Planting,,,,,,,,,
2012-0532,2012-0532.01,Asian Garden,-123.2499776,49.25365216,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AA4,U,Planting,,,,,,,,,
2013-0125,2013-0125.01,Asian Garden,-123.2484928,49.25108269,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sutchuenense,3AH5,U,Planting,,,,,,11,9,11,11
2015-0027,2015-0027.01,Asian Garden,-123.2501527,49.25251143,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AD9,W,Planting,,,,SW: Xichang City,"CHN: Sichuan Province, SW: Xichang City, 2370 m",11,11,11,11
2015-0027,2015-0027.02,Asian Garden,-123.249706,49.252309,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AC9,W,Planting,,,,SW: Xichang City,"CHN: Sichuan Province, SW: Xichang City, 2370 m",11,11,11,11
2015-0027,2015-0027.03,Asian Garden,-123.2501527,49.25251143,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AD9,W,Planting,,,,SW: Xichang City,"CHN: Sichuan Province, SW: Xichang City, 2370 m",11,11,11,11
2015-0027,2015-0027.04,Asian Garden,-123.2501527,49.25251143,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron rex,3AD9,W,Planting,,,,SW: Xichang City,"CHN: Sichuan Province, SW: Xichang City, 2370 m",11,11,11,11
2015-0044,2015-0044.01,Asian Garden,-123.2492523,49.25244587,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron platypodum,3AD2,W,Planting,Endangered,,,no specific location,CHN: no specific location,8,9,11,11
2015-0044,2015-0044.02,Asian Garden,-123.2492523,49.25244587,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron platypodum,3AD2,W,Planting,Endangered,,,no specific location,CHN: no specific location,8,9,11,11
2015-0044,2015-0044.03,Asian Garden,-123.2492523,49.25244587,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron platypodum,3AD2,W,Planting,Endangered,,,no specific location,CHN: no specific location,8,9,11,11
2015-0054,2015-0054.01,Asian Garden,-123.247018,49.25078685,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron faithiae,3AG5,W,Planting,,,,,,9,9,9,2
2015-0054,2015-0054.02,Asian Garden,-123.247018,49.25078685,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron faithiae,3AG5,W,Planting,,,,,,9,9,9,2
2015-0057,2015-0057.01,Asian Garden,-123.2472507,49.25124442,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron maddenii,3AK1,G,Planting,,,,,,11,9,11,11
2015-0057,2015-0057.02,Asian Garden,-123.2472507,49.25124442,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron maddenii,3AK1,G,Planting,,,,,,11,9,11,11
2015-0067,2015-0067.01,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron augustinii,3AF2,G,Planting,,,,,,11,11,11,11
2015-0067,2015-0067.02,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron augustinii,3AF2,G,Planting,,,,,,11,11,11,11
2015-0067,2015-0067.03,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron augustinii,3AF2,G,Planting,,,,,,11,11,11,11
2015-0067,2015-0067.04,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron augustinii,3AF2,G,Planting,,,,,,11,11,11,11
2015-0067,2015-0067.05,Asian Garden,-123.2471152,49.25147078,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron augustinii,3AF2,G,Planting,,,,,,11,11,11,11
2015-0307,2015-0307.01,Asian Garden,-123.2501193,49.2532481,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AB3,W,Planting,,,,"Sa Pa, Phan Xi P?ng (Fansipan) Peak","VNM: Lao Cai, Sa Pa, Phan Xi P?ng (Fansipan) Peak, 3110 m, 22 18.197 | 103 46.517",,,,
2016-0240,2016-0240.01,Asian Garden,-123.2509502,49.25318925,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AAJ,W,Planting,,,,,,,,,
2016-0256,2016-0256.01,Asian Garden,-123.2496112,49.25262248,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AC6,W,Planting,,,,,,,,,
2016-0256,2016-0256.02,Asian Garden,-123.2496112,49.25262248,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AC6,W,Planting,,,,,,,,,
2018-0559,2018-0559.01,Asian Garden,-123.245903,49.250537,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sinofalconeri,3AK2,W,Planting,,,,"Sa Pa, Phan Xi P?ng (Fansipan)","VNM: Lao Cai, Sa Pa, Phan Xi P?ng (Fansipan)",11,11,11,11
2018-0559,2018-0559.02,Asian Garden,-123.245903,49.250537,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sinofalconeri,3AK2,W,Planting,,,,"Sa Pa, Phan Xi P?ng (Fansipan)","VNM: Lao Cai, Sa Pa, Phan Xi P?ng (Fansipan)",11,11,11,11
2018-0559,2018-0559.03,Asian Garden,-123.245621,49.250404,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sinofalconeri,3AL6,W,Planting,,,,"Sa Pa, Phan Xi P?ng (Fansipan)","VNM: Lao Cai, Sa Pa, Phan Xi P?ng (Fansipan)",11,11,11,11
2018-0560,2018-0560.02,Asian Garden,-123.2460636,49.25072079,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AGB,W,Planting,,,,Mengshan,"CHN: Hunan Province, Mengshan, 1829 m",,,,
2019-0156,2019-0156.01,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron coryanum,3AL2,W,Planting,,,,"Upper Dibang District, Anini District, drive from Anini ( 28 47' 38.8"" N, 95 54' 15.0"" E, 1657m) via station 35 (just inside the Mipi Mithun fencing - 28 53' 25.3"" N, 95 50' 00.2"" E, 1478m), to Mipi (28 57' 01.5"" N, 95 48' 51.5"" E, 1534m) to Mipi 2","IND: Upper Dibang District, Anini District, drive from Anini ( 28 47' 38.8"" N, 95 54' 15.0"" E, 1657m) via station 35 (just inside the Mipi Mithun fencing - 28 53' 25.3"" N, 95 50' 00.2"" E, 1478m), to Mipi (28 57' 01.5"" N, 95 48' 51.5"" E, 1534m) to Mipi 2, 1564 m, 28 58' 29.3"" | 95 48' 41.0""",11,11,6,3
2019-0157,2019-0157.01,Asian Garden,-123.2492523,49.25244587,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron tanastylum,3AD2,W,Planting,,,,"Upper Dibang District, Anini District, walk from Station 39 Camp 1 (28 58')50.6"" N, 95 47' 24.6"" E, 2020m) via stations 39 (28 58' 49.3"" N, 95 49' 41.0"" E, 2250m), 40 - Rhodo magnificum (28 58' 47.3"" N, 95 49' 47.7"" E, 2338), 40 Picea","IND: Upper Dibang District, Anini District, walk from Station 39 Camp 1 (28 58')50.6"" N, 95 47' 24.6"" E, 2020m) via stations 39 (28 58' 49.3"" N, 95 49' 41.0"" E, 2250m), 40 - Rhodo magnificum (28 58' 47.3"" N, 95 49' 47.7"" E, 2338), 40 Picea, 2610 m, 28 58' 47.5"" | 95 50' 20.3""",11,11,11,8
2019-0160,2019-0160.02,Asian Garden,-123.245489,49.249938,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron lanigerum,3AL2,W,Planting,,,,"Upper Dibang District, Anini District, walk from Station 39 Camp 1 (28 58')50.6"" N, 95 47' 24.6"" E, 2020m) via stations 39 (28 58' 49.3"" N, 95 49' 41.0"" E, 2250m), 40 - Rhodo magnificum (28 58' 47.3"" N, 95 49' 47.7"" E, 2338), 40 Picea","IND: Upper Dibang District, Anini District, walk from Station 39 Camp 1 (28 58')50.6"" N, 95 47' 24.6"" E, 2020m) via stations 39 (28 58' 49.3"" N, 95 49' 41.0"" E, 2250m), 40 - Rhodo magnificum (28 58' 47.3"" N, 95 49' 47.7"" E, 2338), 40 Picea, 2610 m, 28 58' 47.5"" | 95 50' 20.3""",6,9,3,2
2019-0160,2019-0160.04,Asian Garden,-123.245334,49.250284,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron lanigerum,3AL3,W,Planting,,,,"Upper Dibang District, Anini District, walk from Station 39 Camp 1 (28 58')50.6"" N, 95 47' 24.6"" E, 2020m) via stations 39 (28 58' 49.3"" N, 95 49' 41.0"" E, 2250m), 40 - Rhodo magnificum (28 58' 47.3"" N, 95 49' 47.7"" E, 2338), 40 Picea","IND: Upper Dibang District, Anini District, walk from Station 39 Camp 1 (28 58')50.6"" N, 95 47' 24.6"" E, 2020m) via stations 39 (28 58' 49.3"" N, 95 49' 41.0"" E, 2250m), 40 - Rhodo magnificum (28 58' 47.3"" N, 95 49' 47.7"" E, 2338), 40 Picea, 2610 m, 28 58' 47.5"" | 95 50' 20.3""",6,9,3,2
2019-0168,2019-0168.01,Asian Garden,-123.2465302,49.2506617,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ3,W,Planting,,,,"Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47","IND: Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47, 396 m, 28 09' 26.8"" | 95 50' 20.0""",,,,
2019-0168,2019-0168.02,Asian Garden,-123.2465302,49.2506617,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ3,W,Planting,,,,"Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47","IND: Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47, 396 m, 28 09' 26.8"" | 95 50' 20.0""",,,,
2019-0168,2019-0168.03,Asian Garden,-123.2465302,49.2506617,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ3,W,Planting,,,,"Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47","IND: Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47, 396 m, 28 09' 26.8"" | 95 50' 20.0""",,,,
2019-0168,2019-0168.04,Asian Garden,-123.2465302,49.2506617,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AJ3,W,Planting,,,,"Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47","IND: Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47, 396 m, 28 09' 26.8"" | 95 50' 20.0""",,,,
2019-0168,2019-0168.05,Asian Garden,-123.247018,49.25078685,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron sp.,3AG5,W,Planting,,,,"Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47","IND: Lower Dibang District, Anini District, drive from Hunli Circuit House (28 19' 23.9"" N, 95 58' 09.0"" E, 1240m) via Station 25 (28 19' 02.5"" N, 95 55' 29.0"" E, 1670m), Mayodia Acer (28 18' 24.6"" N, 95 55' 22.1"" E, 2016m), Station 47, 396 m, 28 09' 26.8"" | 95 50' 20.0""",,,,
2019-0795,2019-0795.01,Asian Garden,-123.250685,49.253607,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron morii,3AAD,U,Planting,,,,,,11,11,11,8
2019-0796,2019-0796.01,Asian Garden,-123.250685,49.253607,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron morii,3AAD,G,Planting,,,,,,11,11,11,8
2020-0447,2020-0447.01,Winter Garden,-123.247192,49.254688,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron ponticum,1P03,W,Planting,,,,,"GEO: 1577 m, 41?31.300? | 042?02.528'",9,11,6,6
2020-0447,2020-0447.02,Winter Garden,-123.247192,49.254688,Shrub or Tree,Ericaceae,Rhododendron,Rhododendron ponticum,1P03,W,Planting,,,,,"GEO: 1577 m, 41?31.300? | 042?02.528'",9,11,6,6
