AccNoFull,ItemAccNoFull,GenusSpecies,Genus,ItemLocationCode,LocationName,ManagedBy,LocationCoordY,LocationCoordX,LifeForm,ProvenanceCode,LocationCoordLatDD,LocationCoordLongDD,LocComment,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,TaxonName,TaxonNameFull,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,Family
1996-0684,1996-0684.01,Aruncus dioicus,Aruncus,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Mao Co.,"CHN: Sichuan Province, Mao Co., 2050 m",Aruncus dioicus,Aruncus dioicus (Walter) Fernald,9,9,3,3,Rosaceae
1996-0652,1996-0652.01,Astilbe,Astilbe,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Astilbe 'Jo Ophorst',Astilbe 'Jo Ophorst',,,,,Saxifragaceae
2023-0189,2023-0189.02,Calystegia sepium,Calystegia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,U,49.253652,-123.249978,,Flora (On-Site Origin),,,,,,Calystegia sepium,Calystegia sepium (L.) R.Br.,,,,,Convolvulaceae
1997-0555,1997-0555.01,Cotoneaster sp.,Cotoneaster,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Shu Du Hu, lakeshore, Zhongdian","CHN: Yunnan Province, Shu Du Hu, lakeshore, Zhongdian, 3610 m",Cotoneaster sp.,Cotoneaster sp.,,,,,Rosaceae
1997-0555,1997-0555.02,Cotoneaster sp.,Cotoneaster,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Shu Du Hu, lakeshore, Zhongdian","CHN: Yunnan Province, Shu Du Hu, lakeshore, Zhongdian, 3610 m",Cotoneaster sp.,Cotoneaster sp.,,,,,Rosaceae
2006-0295,2006-0295.04,Dryopteris nigropaleacea,Dryopteris,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Dryopteris nigropaleacea,Dryopteris nigropaleacea (Fraser-Jenk.) Fraser-Jenk.,9,6,6,8,Dryopteridaceae
1992-0675,1992-0675.01,Epimedium acuminatum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Emei Shan (Mt. Omei),"CHN: Sichuan Province, Emei Shan (Mt. Omei), 1300 m",Epimedium acuminatum,Epimedium acuminatum Franch.,9,9,9,11,Berberidaceae
1992-0675,1992-0675.01,Epimedium acuminatum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Emei Shan (Mt. Omei),"CHN: Sichuan Province, Emei Shan (Mt. Omei), 1300 m",Epimedium acuminatum,Epimedium acuminatum Franch.,9,9,9,11,Berberidaceae
1992-0675,1992-0675.03,Epimedium acuminatum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Emei Shan (Mt. Omei),"CHN: Sichuan Province, Emei Shan (Mt. Omei), 1300 m",Epimedium acuminatum,Epimedium acuminatum Franch.,9,9,9,11,Berberidaceae
1992-0675,1992-0675.03,Epimedium acuminatum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Emei Shan (Mt. Omei),"CHN: Sichuan Province, Emei Shan (Mt. Omei), 1300 m",Epimedium acuminatum,Epimedium acuminatum Franch.,9,9,9,11,Berberidaceae
1999-0530,1999-0530.02,Epimedium acuminatum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,ne Yunnan,"CHN: Yunnan Province, ne Yunnan, 2800 m",Epimedium acuminatum,Epimedium acuminatum Franch.,9,9,9,11,Berberidaceae
1999-0530,1999-0530.02,Epimedium acuminatum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,ne Yunnan,"CHN: Yunnan Province, ne Yunnan, 2800 m",Epimedium acuminatum,Epimedium acuminatum Franch.,9,9,9,11,Berberidaceae
1989-0596,1989-0596.03,Epimedium grandiflorum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,U,49.253652,-123.249978,,Planting,,,,,,Epimedium grandiflorum,Epimedium grandiflorum C.Morren,11,11,8,8,Berberidaceae
1989-0596,1989-0596.04,Epimedium grandiflorum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,U,49.253652,-123.249978,,Planting,,,,,,Epimedium grandiflorum,Epimedium grandiflorum C.Morren,11,11,8,8,Berberidaceae
2015-0490,2015-0490.01,Epimedium hybrid,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Epimedium hybrid,Epimedium hybrid,,,,,Berberidaceae
1982-0877,1982-0877.02,Epimedium koreanum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Epimedium koreanum,Epimedium koreanum Nakai,11,8,6,3,Berberidaceae
1982-0877,1982-0877.03,Epimedium koreanum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Epimedium koreanum,Epimedium koreanum Nakai,11,8,6,3,Berberidaceae
1998-0331,1998-0331.02,Epimedium myrianthum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Epimedium myrianthum,Epimedium myrianthum Stearn,9,9,6,6,Berberidaceae
2023-0503,2023-0503.01,Epimedium sagittatum,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Epimedium sagittatum,Epimedium sagittatum (Siebold & Zucc.) Maxim,9,9,9,11,Berberidaceae
2000-0564,2000-0564.02,Epimedium sempervirens,Epimedium,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Epimedium sempervirens 'Okuda's White',Epimedium sempervirens Nakai ex F.Maek. 'Okuda's White',9,11,9,6,Berberidaceae
1990-0275,1990-0275.01,Euphorbia sikkimensis,Euphorbia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"nr.Amjilassa,ne.Nepal","NPL: nr.Amjilassa,ne.Nepal",Euphorbia sikkimensis,Euphorbia sikkimensis Boiss.,9,9,11,11,Euphorbiaceae
1998-0397,1998-0397.03,Hosta,Hosta,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Hosta 'Blue Umbrellas',Hosta 'Blue Umbrellas',,,,,Asparagaceae
2022-0269,2022-0269.01,Hosta,Hosta,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Hosta 'Halcyon',Hosta 'Halcyon',,,,,Asparagaceae
2023-0379,2023-0379.02,Inula orientalis,Inula,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Habit unknown,G,49.253652,-123.249978,,Planting,,,,,,Inula orientalis f. grandiflora,Inula orientalis f. grandiflora,,,,,Asteraceae
1985-0128,1985-0128.02,Iris sibirica,Iris,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,Exotic British Columbia,,,Iris sibirica,Iris sibirica L.,9,6,6,6,Iridaceae
1983-0076,1983-0076.14,Kirengeshoma palmata,Kirengeshoma,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Gwangyang,S.Korea","KOR: Gwangyang,S.Korea",Kirengeshoma palmata Koreana Group,Kirengeshoma palmata Yatabe Koreana Group,11,11,8,8,Hydrangeaceae
1983-0076,1983-0076.14,Kirengeshoma palmata,Kirengeshoma,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Gwangyang,S.Korea","KOR: Gwangyang,S.Korea",Kirengeshoma palmata Koreana Group,Kirengeshoma palmata Yatabe Koreana Group,11,11,8,8,Hydrangeaceae
1983-0378,1983-0378.06,Ligularia fischeri,Ligularia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Cheju-Do,"KOR: Cheju-Do, 1006 m",Ligularia fischeri,Ligularia fischeri Turcz.,11,8,5,5,Asteraceae
1982-1366,1982-1366.01,Lindera obtusiloba,Lindera,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Lindera obtusiloba,Lindera obtusiloba Blume,11,11,8,8,Lauraceae
1999-0500,1999-0500.04,Luzula sylvatica,Luzula,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Luzula sylvatica,Luzula sylvatica (Huds.) Gaudin,11,6,3,3,Juncaceae
2012-0536,2012-0536.01,Meliosma veitchiorum,Meliosma,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Tree,U,49.253652,-123.249978,,Planting,,,,,,Meliosma veitchiorum,Meliosma veitchiorum Hemsl.,11,11,11,11,Sabiaceae
1999-0242,1999-0242.01,Metapanax davidii,Metapanax,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Metapanax davidii,Metapanax davidii (Franch.) J.Wen & Frodin,9,9,11,11,Araliaceae
1993-0551,1993-0551.01,Paeonia delavayi,Paeonia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 2500 m",Paeonia delavayi,Paeonia delavayi Franch.,11,11,8,8,Paeoniaceae
1993-0551,1993-0551.02,Paeonia delavayi,Paeonia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 2500 m",Paeonia delavayi,Paeonia delavayi Franch.,11,11,8,8,Paeoniaceae
1991-0035,1991-0035.01,Peltoboykinia watanabei,Peltoboykinia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Peltoboykinia watanabei,Peltoboykinia watanabei (Yatabe) Hara,11,11,8,5,Saxifragaceae
2002-0100,2002-0100.01,Polygonatum cirrhifolium,Polygonatum,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Near Wolong Nature Preserve,"CHN: Sichuan Province, Near Wolong Nature Preserve, 2590 m",Polygonatum cirrhifolium,Polygonatum cirrhifolium Royle,11,11,11,8,Asparagaceae
2002-0101,2002-0101.01,Polygonatum zanlanscianense,Polygonatum,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Emei Shan (Mt. Omei),"CHN: Sichuan Province, Emei Shan (Mt. Omei), 1300 m",Polygonatum zanlanscianense,Polygonatum zanlanscianense Pamp.,9,11,11,11,Asparagaceae
1982-1409,1982-1409.08,Primula pulverulenta,Primula,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Primula pulverulenta,Primula pulverulenta Duthie,11,11,8,5,Primulaceae
1982-1409,1982-1409.09,Primula pulverulenta,Primula,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Primula pulverulenta,Primula pulverulenta Duthie,11,11,8,5,Primulaceae
1978-0849,1978-0849.01,Quercus phillyreoides,Quercus,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Tree,G,49.253652,-123.249978,,Planting,,,,,,Quercus phillyreoides,Quercus phillyreoides A.Gray,9,9,11,11,Fagaceae
1995-0441,1995-0441.01,Reineckea carnea,Reineckea,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,U,49.253652,-123.249978,,Planting,,,,,,Reineckea carnea,Reineckea carnea Kunth,9,9,11,11,Asparagaceae
2012-0538,2012-0538.01,Rheum sp.,Rheum,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,U,49.253652,-123.249978,,Planting,,,,,,Rheum sp.,Rheum sp.,,,,,Polygonaceae
1990-0443,1990-0443.03,Rhododendron,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron 'David Lam',Rhododendron 'David Lam',,,,,Ericaceae
1990-0443,1990-0443.04,Rhododendron,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron 'David Lam',Rhododendron 'David Lam',,,,,Ericaceae
1990-0443,1990-0443.05,Rhododendron,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron 'David Lam',Rhododendron 'David Lam',,,,,Ericaceae
1990-0443,1990-0443.06,Rhododendron,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron 'David Lam',Rhododendron 'David Lam',,,,,Ericaceae
1990-0443,1990-0443.08,Rhododendron,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron 'David Lam',Rhododendron 'David Lam',,,,,Ericaceae
2012-0535,2012-0535.01,Rhododendron argyrophyllum,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,U,49.253652,-123.249978,,Planting,,,,,,Rhododendron argyrophyllum,Rhododendron argyrophyllum Franch.,9,8,11,11,Ericaceae
1982-0989,1982-0989.01,Rhododendron argyrophyllum,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub or Tree,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron argyrophyllum subsp. argyrophyllum,Rhododendron argyrophyllum Franch. subsp. argyrophyllum,9,8,11,11,Ericaceae
1990-0454,1990-0454.03,Rhododendron haofui,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron haofui,Rhododendron haofui Chun & Fang,9,9,9,8,Ericaceae
1969-0010,1969-0010.03,Rhododendron insigne,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron insigne,Rhododendron insigne Hemsl. & E.H.Wilson,11,11,11,8,Ericaceae
1982-0979,1982-0979.01,Rhododendron insigne,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron insigne,Rhododendron insigne Hemsl. & E.H.Wilson,11,11,11,8,Ericaceae
1982-1021,1982-1021.01,Rhododendron insigne,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron insigne,Rhododendron insigne Hemsl. & E.H.Wilson,11,11,11,8,Ericaceae
1970-0005,1970-0005.02,Rhododendron niveum,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Tree,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,,IND: Sikkim,Rhododendron niveum,Rhododendron niveum Hook.f.,11,8,8,5,Ericaceae
1970-0005,1970-0005.03,Rhododendron niveum,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Tree,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,,IND: Sikkim,Rhododendron niveum,Rhododendron niveum Hook.f.,11,8,8,5,Ericaceae
1983-0960,1983-0960.01,Rhododendron pingianum,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron pingianum,Rhododendron pingianum Fang,9,8,11,11,Ericaceae
1982-1003,1982-1003.01,Rhododendron ririei,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron ririei,Rhododendron ririei Hemsl. & E.H.Wilson,9,11,11,11,Ericaceae
1982-1003,1982-1003.02,Rhododendron ririei,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron ririei,Rhododendron ririei Hemsl. & E.H.Wilson,9,11,11,11,Ericaceae
1982-1003,1982-1003.03,Rhododendron ririei,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Rhododendron ririei,Rhododendron ririei Hemsl. & E.H.Wilson,9,11,11,11,Ericaceae
1991-0394,1991-0394.01,Rhododendron sikangense,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub or Tree,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Erlangshan,"CHN: Sichuan Province, Erlangshan, 3200 m",Rhododendron sikangense,Rhododendron sikangense Fang,9,8,11,11,Ericaceae
2012-0532,2012-0532.01,Rhododendron sp.,Rhododendron,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub or Tree,U,49.253652,-123.249978,,Planting,,,,,,Rhododendron sp.,Rhododendron sp.,,,,,Ericaceae
1992-0430,1992-0430.01,Rodgersia aesculifolia,Rodgersia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Sichuan Province,"CHN: Sichuan Province, Sichuan Province",Rodgersia aesculifolia,Rodgersia aesculifolia Batalin,11,11,11,8,Saxifragaceae
1992-0307,1992-0307.01,Rodgersia pinnata,Rodgersia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Na Pa Hai, Zhongdian","CHN: Yunnan Province, Na Pa Hai, Zhongdian, 3550 m",Rodgersia pinnata,Rodgersia pinnata Franch.,11,11,11,8,Saxifragaceae
1992-0307,1992-0307.02,Rodgersia pinnata,Rodgersia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Na Pa Hai, Zhongdian","CHN: Yunnan Province, Na Pa Hai, Zhongdian, 3550 m",Rodgersia pinnata,Rodgersia pinnata Franch.,11,11,11,8,Saxifragaceae
1992-0307,1992-0307.04,Rodgersia pinnata,Rodgersia,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Na Pa Hai, Zhongdian","CHN: Yunnan Province, Na Pa Hai, Zhongdian, 3550 m",Rodgersia pinnata,Rodgersia pinnata Franch.,11,11,11,8,Saxifragaceae
1993-0513,1993-0513.01,Sorbus microphylla,Sorbus,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub or Tree,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Muli,"CHN: Sichuan Province, Muli, 3200 - 3750 m",Sorbus microphylla,Sorbus microphylla Wenz.Emend Hedl.,,,,,Rosaceae
2005-0208,2005-0208.02,Sorbus sp.,Sorbus,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub or Tree,G,49.253652,-123.249978,,Planting,,,,,,Sorbus sp.,Sorbus sp.,,,,,Rosaceae
2000-0570,2000-0570.01,Sorbus splendens,Sorbus,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Tree,W,49.253652,-123.249978,,Planting,,,,Kunming,"CHN: Yunnan Province, Kunming, 1950 m",Sorbus splendens,Sorbus splendens Grimshaw & C.R.Sanders,9,0,0,0,Rosaceae
2000-0570,2000-0570.02,Sorbus splendens,Sorbus,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Tree,W,49.253652,-123.249978,,Planting,,,,Kunming,"CHN: Yunnan Province, Kunming, 1950 m",Sorbus splendens,Sorbus splendens Grimshaw & C.R.Sanders,9,0,0,0,Rosaceae
1999-0400,1999-0400.01,Stachyurus salicifolius,Stachyurus,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Shrub,G,49.253652,-123.249978,,Planting,,,,,,Stachyurus salicifolius,Stachyurus salicifolius Franch.,9,9,11,11,Stachyuraceae
1982-0803,1982-0803.02,Taiwania cryptomerioides,Taiwania,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Tree,W,49.253652,-123.249978,Original locality is batch imported on 2019 Aug 16;,Planting,Vulnerable,,,Hsiuluan,TWN: Hsiuluan,Taiwania cryptomerioides,Taiwania cryptomerioides Hayata,9,11,11,11,Cupressaceae
1991-0296,1991-0296.02,Thalictrum rochebruneanum,Thalictrum,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Thalictrum rochebruneanum,Thalictrum rochebruneanum Franch. & Sav.,11,8,8,5,Ranunculaceae
1996-0030,1996-0030.02,Thalictrum rochebruneanum,Thalictrum,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Herbaceous Perennial,G,49.253652,-123.249978,,Planting,,,,,,Thalictrum rochebruneanum,Thalictrum rochebruneanum Franch. & Sav.,11,8,8,5,Ranunculaceae
2016-0420,2016-0420.02,Tsuga heterophylla,Tsuga,3AA4,Asian Garden,Andy Hill,-123.2499776,49.25365216,Tree,W,49.253652,-123.249978,,Flora (On-Site Origin),Least concern,,Yellow-listed British Columbia,,,Tsuga heterophylla,Tsuga heterophylla Sarg.,11,8,6,3,Pinaceae
1978-0030,1978-0030.01,Acer carpinifolium,Acer,3AA5,Asian Garden,Andy Hill,-123.250355,49.253423,Tree,G,49.253423,-123.250355,,Planting,Least concern,,,,,Acer carpinifolium,Acer carpinifolium Siebold & Zucc.,11,11,8,5,Sapindaceae
1983-0150,1983-0150.03,Actinidia deliciosa,Actinidia,3AA5,Asian Garden,Andy Hill,-123.250355,49.253423,Climber_Liana_Vine,G,49.253423,-123.250355,,Planting,,,,,,Actinidia deliciosa,Actinidia deliciosa (A.Chev.) C.F.Liang & A.R.Ferguson,,,,,Actinidiaceae
1991-0233,1991-0233.03,Adiantum venustum,Adiantum,3AA5,Asian Garden,Andy Hill,-123.250355,49.253423,Herbaceous Perennial,G,49.253423,-123.250355,,Planting,,,,,,Adiantum venustum,Adiantum venustum D.Don,11,11,11,11,Pteridaceae
2013-0352,2013-0352.01,Akebia longeracemosa,Akebia,3AA5,Asian Garden,Andy Hill,-123.250355,49.253423,Climber_Liana_Vine,W,49.253423,-123.250355,Original locality is batch imported on 2019 Aug 16;,Planting,,,,no specific location,"TWN: no specific location, 3100 m",Akebia longeracemosa,Akebia longeracemosa Matsum.,9,9,9,11,Lardizabalaceae
2012-0251,2012-0251.01,Anemone hupehensis,Anemone,3AA5,Asian Garden,Andy Hill,-123.250355,49.253423,Herbaceous Perennial,G,49.253423,-123.250355,,Planting,,,,,,Anemone hupehensis,Anemone hupehensis (Lemoine) Lemoine,,,,,Ranunculaceae
1987-0521,1987-0521.01,Aria hemsleyi,Aria,3AA5,Asian Garden,Andy Hill,-123.250355,49.253423,Shrub or Tree,G,49.253423,-123.250355,,Planting,,,,,,Aria hemsleyi,Aria hemsleyi (C.K.Schneid.) H.Ohashi & Iketani,5,8,11,11,Rosaceae
2022-0603,2022-0603.01,Arisaema consanguineum,Arisaema,3AA5,Asian Garden,Andy Hill,-123.250355,49.253423,Herbaceous Perennial,G,49.253423,-123.250355,,Planting,,,,,,Arisaema consanguineum,Arisaema consanguineum Schott,9,11,11,11,Araceae
