AccNoFull,ItemAccNoFull,GenusSpecies,Genus,ItemLocationCode,LocationName,ManagedBy,LocationCoordY,LocationCoordX,LifeForm,ProvenanceCode,LocationCoordLatDD,LocationCoordLongDD,LocComment,ItemType,IUCNRedList,NationalRedList,RegionalRedList,Locality,LocalityFull,TaxonName,TaxonNameFull,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,Family
2022-0148,2022-0148.02,Aethionema saxatile,Aethionema,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,,Planting,,,,Pacentro (AQ),"ITA: Abruzzi, L'Aquila, Pacentro (AQ), 800 m",Aethionema saxatile,Aethionema saxatile (L.) W.T.Aiton,11,11,8,6,Brassicaceae
2002-0418,2002-0418.01,Anemone pavonina,Anemone,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Anemone pavonina,Anemone pavonina Lam.,9,8,11,11,Ranunculaceae
2000-0123,2000-0123.01,Anemone transsilvanica,Anemone,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Anemone transsilvanica,Anemone transsilvanica,,,,,Ranunculaceae
2014-0273,2014-0273.01,Aquilegia bernardii,Aquilegia,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Aquilegia bernardii,Aquilegia bernardii Gren.,11,9,5,5,Ranunculaceae
2020-0395,2020-0395.01,Arisarum proboscideum,Arisarum,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Arisarum proboscideum,Arisarum proboscideum (L.) Savi,9,11,11,11,Araceae
2023-0204,2023-0204.02,Artemisia glacialis,Artemisia,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,,Planting,,,,Cogne,"ITA: Cogne, 2300 m",Artemisia glacialis,Artemisia glacialis L.,,,,,Asteraceae
2006-0408,2006-0408.01,Asplenium viride,Asplenium,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,Original locality is batch imported on 2019 Aug 16;,Planting,,,Yellow-listed British Columbia,"Alt St. Johann, Churfirsten mountains","CHE: Alt St. Johann, Churfirsten mountains, 1620 m",Asplenium viride,Asplenium viride Huds.,9,6,3,3,Aspleniaceae
2006-0085,2006-0085.01,Aster pyrenaeus,Aster,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Aster pyrenaeus 'Lutetia',Aster pyrenaeus DC. 'Lutetia',9,6,3,3,Asteraceae
2021-0125,2021-0125.01,Atocion rupestre,Atocion,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,,Planting,,,,Monte Turi,"ITA: Piedmont, Monte Turi, 1700 m",Atocion rupestre,Atocion rupestre (L.) Oxelman,6,2,2,2,Caryophyllaceae
1996-0500,1996-0500.01,Betonica macrantha,Betonica,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Betonica macrantha 'Rosea',Betonica macrantha 'Rosea',9,6,3,3,Lamiaceae
2019-0649,2019-0649.02,Cardamine heptaphylla,Cardamine,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Cardamine heptaphylla,Cardamine heptaphylla (Vill.) O.E.Schulz,9,6,3,3,Brassicaceae
2021-0526,2021-0526.01,Cardamine heptaphylla,Cardamine,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Cardamine heptaphylla,Cardamine heptaphylla (Vill.) O.E.Schulz,9,6,3,3,Brassicaceae
1997-0190,1997-0190.01,Chamaemespilus alpina,Chamaemespilus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Tree,G,49.254331,-123.246845,,Planting,,,,,,Chamaemespilus alpina,Chamaemespilus alpina (Miller) K.R.Robertson & J.B.Phipps,9,3,2,2,Rosaceae
2021-0724,2021-0724.01,Colchicum autumnale,Colchicum,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Colchicum autumnale 'Album',Colchicum autumnale L. 'Album',11,6,6,3,Colchicaceae
2019-0208,2019-0208.03,Cortusa matthioli,Cortusa,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Cortusa matthioli,Cortusa matthioli L.,,,,,Primulaceae
2021-0123,2021-0123.02,Cortusa matthioli,Cortusa,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,,Planting,,,,Colle di Perascritta,"ITA: Piedmont, Colle di Perascritta, 2100 m",Cortusa matthioli,Cortusa matthioli L.,,,,,Primulaceae
2006-0460,2006-0460.01,Crocus rujanensis,Crocus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,Z,49.254331,-123.246845,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Rujan Planina.,"SRB: Rujan Planina., 600 m",Crocus rujanensis,Crocus rujanensis Randjel. & D.A.Hill,11,9,6,6,Iridaceae
2021-0037,2021-0037.01,Cyclamen coum,Cyclamen,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,U,49.254331,-123.246845,,Planting,,,,,,Cyclamen coum,Cyclamen coum Mill.,11,11,8,5,Primulaceae
2004-0471,2004-0471.01,Cyclamen hederifolium,Cyclamen,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,U,49.254331,-123.246845,,Planting,,,Exotic British Columbia,,,Cyclamen hederifolium,Cyclamen hederifolium Aiton,11,11,8,6,Primulaceae
2011-0659,2011-0659.01,Cyclamen hederifolium,Cyclamen,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,Exotic British Columbia,,,Cyclamen hederifolium,Cyclamen hederifolium Aiton,11,11,8,6,Primulaceae
2019-0876,2019-0876.01,Cyclamen purpurascens,Cyclamen,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,Least concern,,,,,Cyclamen purpurascens,Cyclamen purpurascens Mill.,9,6,3,3,Primulaceae
2008-0340,2008-0340.01,Cyclamen rhodium,Cyclamen,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Cyclamen rhodium subsp. peloponnesiacum,Cyclamen rhodium R.Gorer ex O.Schwarz & Lepper subsp. peloponnesiacum (Grey-Wilson) J.Compton,,,,,Primulaceae
2006-0409,2006-0409.01,Cystopteris dickieana,Cystopteris,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Cystopteris dickieana,Cystopteris dickieana Sim.,9,6,5,5,Cystopteridaceae
1978-0115,1978-0115.01,Daphne blagayana,Daphne,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Shrub,G,49.254331,-123.246845,,Planting,,,,,,Daphne blagayana,Daphne blagayana Freyer,9,5,2,2,Thymelaeaceae
2000-0064,2000-0064.01,Dianthus,Dianthus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Dianthus 'Pike's Pink',Dianthus 'Pike's Pink',,,,,Caryophyllaceae
2015-0418,2015-0418.01,Dianthus callizonus,Dianthus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Dianthus callizonus,Dianthus callizonus Schott & Kotschy,9,6,3,3,Caryophyllaceae
2019-0978,2019-0978.01,Digitalis obscura,Digitalis,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,Z,49.254331,-123.246845,,Planting,,,,,,Digitalis obscura,Digitalis obscura L.,9,11,11,11,Plantaginaceae
1998-0828,1998-0828.01,Erica spiculifolia,Erica,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Shrub,G,49.254331,-123.246845,,Planting,,,,,,Erica spiculifolia,Erica spiculifolia Salisb.,9,5,3,2,Ericaceae
1998-0828,1998-0828.03,Erica spiculifolia,Erica,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Shrub,G,49.254331,-123.246845,,Planting,,,,,,Erica spiculifolia,Erica spiculifolia Salisb.,9,5,3,2,Ericaceae
2023-0281,2023-0281.01,Erythronium dens-canis,Erythronium,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Erythronium dens-canis,Erythronium dens-canis L.,11,11,5,2,Liliaceae
1972-0769,1972-0769.01,Euonymus europaeus,Euonymus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Shrub or Tree,G,49.254331,-123.246845,,Planting,,,,,,Euonymus europaeus,Euonymus europaeus L.,11,9,6,3,Celastraceae
2022-0141,2022-0141.01,Galanthus,Galanthus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Galanthus 'Don Armstrong',Galanthus 'Don Armstrong',,,,,Amaryllidaceae
1995-0951,1995-0951.01,Galanthus elwesii,Galanthus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,Data deficient,,Exotic British Columbia,,,Galanthus elwesii,Galanthus elwesii Hook.f.,11,6,6,3,Amaryllidaceae
1986-0423,1986-0423.01,Galanthus nivalis,Galanthus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,Near threatened,,Exotic British Columbia,,,Galanthus nivalis,Galanthus nivalis L.,11,6,6,3,Amaryllidaceae
1998-0292,1998-0292.01,Gentiana acaulis,Gentiana,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,Least concern,,,,,Gentiana acaulis,Gentiana acaulis L.,9,6,2,2,Gentianaceae
2021-0506,2021-0506.01,Gentiana acaulis,Gentiana,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,,Planting,Least concern,,,,"CHE: Valais, 1803 m",Gentiana acaulis,Gentiana acaulis L.,9,6,2,2,Gentianaceae
1994-0482,1994-0482.01,Gentiana asclepiadea,Gentiana,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,U,49.254331,-123.246845,,Planting,,,,,,Gentiana asclepiadea,Gentiana asclepiadea L.,9,6,3,2,Gentianaceae
2019-0870,2019-0870.01,Gentiana lutea,Gentiana,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,,Planting,,,,Alps,"CHE: Alps, 1171 m",Gentiana lutea,Gentiana lutea L.,9,6,3,3,Gentianaceae
1986-0379,1986-0379.02,Geranium,Geranium,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Geranium 'Ballerina',Geranium 'Ballerina',,,,,Geraniaceae
1998-0633,1998-0633.01,Geranium x cantabrigiense,Geranium,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Geranium × cantabrigiense 'St. Ola',Geranium × cantabrigiense Yeo 'St. Ola',,,,,Geraniaceae
2005-0251,2005-0251.01,Geranium sanguineum,Geranium,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"West-Agder county, Flekkefjord, Hidra","NOR: West-Agder county, Flekkefjord, Hidra",Geranium sanguineum,Geranium sanguineum L.,11,8,6,5,Geraniaceae
1978-0068,1978-0068.02,Hacquetia epipactis,Hacquetia,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Hacquetia epipactis,Hacquetia epipactis DC.,,,,,Apiaceae
2007-0108,2007-0108.01,Helleborus x hybridus,Helleborus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Helleborus × hybridus,Helleborus × hybridus Hort. ex Vilmorin,,,,,Ranunculaceae
2000-0442,2000-0442.01,Helleborus purpurascens,Helleborus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,Least concern,,,,,Helleborus purpurascens,Helleborus purpurascens Waldst. & Kit.,9,6,5,3,Ranunculaceae
2022-0341,2022-0341.02,Hyacinthella leucophaea,Hyacinthella,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Hyacinthella leucophaea,Hyacinthella leucophaea (K.Koch) Schur,9,5,3,2,Asparagaceae
2001-0035,2001-0035.01,Koeleria vallesiana,Koeleria,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Koeleria vallesiana,Koeleria vallesiana Asch. & Graebn.,11,11,8,5,Poaceae
1994-0228,1994-0228.01,Lathyrus vernus,Lathyrus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Lathyrus vernus,Lathyrus vernus (L.) Bernh.,9,6,2,2,Fabaceae
1996-0381,1996-0381.01,Lathyrus vernus,Lathyrus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Lathyrus vernus 'Rosenelfe',Lathyrus vernus (L.) Bernh. 'Rosenelfe',9,6,2,2,Fabaceae
1999-0086,1999-0086.01,Leucojum vernum,Leucojum,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,Least concern,,,,,Leucojum vernum,Leucojum vernum L.,11,8,3,3,Amaryllidaceae
2022-0587,2022-0587.01,Linum alpinum,Linum,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,,Planting,,,,Lautaret,"FRA: Provence-Alpes-Côte-d'Azur, Lautaret, 2030 m, N 45.033981 | E 6.401869",Linum alpinum,Linum alpinum Jacq.,9,5,5,2,Linaceae
2002-0049,2002-0049.01,Narcissus minor,Narcissus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Narcissus minor,Narcissus minor L.,11,8,3,3,Amaryllidaceae
2004-0300,2004-0300.02,Narcissus minor,Narcissus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Narcissus minor,Narcissus minor L.,11,8,3,3,Amaryllidaceae
2022-0453,2022-0453.01,Ornithogalum pyrenaicum,Ornithogalum,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Ornithogalum pyrenaicum,Ornithogalum pyrenaicum L.,11,11,5,5,Asparagaceae
2024-0395,2024-0395.01,Ornithogalum pyrenaicum,Ornithogalum,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,U,49.254331,-123.246845,,Planting,,,,,,Ornithogalum pyrenaicum,Ornithogalum pyrenaicum L.,11,11,5,5,Asparagaceae
2014-0054,2014-0054.01,Paeonia cambessedesii,Paeonia,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,Vulnerable,,,,,Paeonia cambessedesii,Paeonia cambessedesii (Willk.) Willk.,9,8,11,11,Paeoniaceae
2019-1091,2019-1091.01,Phyteuma nigrum,Phyteuma,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Phyteuma nigrum,Phyteuma nigrum F.W.Schmidt,9,3,2,2,Campanulaceae
2017-0252,2017-0252.02,Polygala chamaebuxus,Polygala,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Shrub,G,49.254331,-123.246845,,Planting,,,,,,Polygala chamaebuxus,Polygala chamaebuxus L.,,,,,Polygalaceae
2021-0065,2021-0065.01,Polygala chamaebuxus,Polygala,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Shrub,W,49.254331,-123.246845,,Planting,,,,"Oberbayern, Lkr. Miesbach, between car park Bayerwald and Rossstein","DEU: Bavaria, Oberbayern, Lkr. Miesbach, between car park Bayerwald and Rossstein, 1200 - 1400 m, 47,626182 | 11,676149",Polygala chamaebuxus,Polygala chamaebuxus L.,,,,,Polygalaceae
2015-0224,2015-0224.01,Primula,Primula,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Primula 'Mauve Mist',Primula 'Mauve Mist',,,,,Primulaceae
2015-0486,2015-0486.01,Primula,Primula,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,Z,49.254331,-123.246845,,Planting,,,,,,Primula 'Wharfedale Ling',Primula 'Wharfedale Ling',,,,,Primulaceae
2016-0095,2016-0095.01,Primula auricula,Primula,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Primula auricula,Primula auricula L.,9,6,3,3,Primulaceae
2021-0042,2021-0042.01,Primula elatior,Primula,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,88 is identified as Vosges on Index Seminum map,Planting,,,,Xonrupt-Longemer,"FRA: Lorraine, Xonrupt-Longemer, 1228 m, 48°•02'56.4 | 007°•00'35.3",Primula elatior subsp. elatior,Primula elatior (L.) Hill subsp. elatior,9,6,3,3,Primulaceae
2015-0223,2015-0223.01,Primula marginata,Primula,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Primula marginata,Primula marginata Curtis,9,5,2,2,Primulaceae
2015-0487,2015-0487.01,Primula marginata,Primula,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Primula marginata 'Casterino',Primula marginata Curtis 'Casterino',9,5,2,2,Primulaceae
2015-0488,2015-0488.01,Primula marginata,Primula,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Primula marginata 'Herb Dickson',Primula marginata Curtis 'Herb Dickson',9,5,2,2,Primulaceae
1992-0587,1992-0587.01,Pulmonaria,Pulmonaria,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Pulmonaria 'Roy Davidson',Pulmonaria 'Roy Davidson',,,,,Boraginaceae
2021-0523,2021-0523.01,Pulsatilla hybrid,Pulsatilla,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Pulsatilla hybrid,Pulsatilla hybrid,,,,,Ranunculaceae
2011-0657,2011-0657.01,Pulsatilla montana,Pulsatilla,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Pulsatilla montana,Pulsatilla montana Rchb.,11,6,3,3,Ranunculaceae
1991-0332,1991-0332.01,Pulsatilla vulgaris,Pulsatilla,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Pulsatilla vulgaris 'Alba',Pulsatilla vulgaris Mill. 'Alba',9,6,3,3,Ranunculaceae
2021-0511,2021-0511.01,Pulsatilla vulgaris,Pulsatilla,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,U,49.254331,-123.246845,,Planting,,,,,,Pulsatilla vulgaris 'Rubra',Pulsatilla vulgaris Mill. 'Rubra',9,6,3,3,Ranunculaceae
2024-0264,2024-0264.01,Ranunculus montanus,Ranunculus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Ranunculus montanus,Ranunculus montanus Willd.,,,,,Ranunculaceae
2018-0023,2018-0023.04,Rhodothamnus chamaecistus,Rhodothamnus,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Shrub,W,49.254331,-123.246845,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"Gallizien/Galicija, Hochobir/ Ojstrcem","AUT: Gallizien/Galicija, Hochobir/ Ojstrcem, 1910 m, N 46°30'08.7 | E 14°29'38.2",Rhodothamnus chamaecistus,Rhodothamnus chamaecistus Rchb.,9,6,2,2,Ericaceae
2010-0369,2010-0369.01,Ribes alpinum,Ribes,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Shrub,G,49.254331,-123.246845,,Planting,,,,,,Ribes alpinum 'Aureum',Ribes alpinum L. 'Aureum',9,6,3,3,Grossulariaceae
1981-0210,1981-0210.01,Saxifraga,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga 'Primuloides',Saxifraga 'Primuloides',,,,,Saxifragaceae
2008-0396,2008-0396.02,Saxifraga x apiculata,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga × apiculata 'Gregor Mendel',Saxifraga × apiculata Engl. 'Gregor Mendel',,,,,Saxifragaceae
2008-0402,2008-0402.02,Saxifraga x apiculata,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga × apiculata 'Albert Einstein',Saxifraga × apiculata Engl. 'Albert Einstein',,,,,Saxifragaceae
2008-0402,2008-0402.03,Saxifraga x apiculata,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga × apiculata 'Albert Einstein',Saxifraga × apiculata Engl. 'Albert Einstein',,,,,Saxifragaceae
2009-0129,2009-0129.02,Saxifraga x boydii,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga × boydii 'Faldonside',Saxifraga × boydii Dewar 'Faldonside',,,,,Saxifragaceae
2009-0198,2009-0198.01,Saxifraga burseriana,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga burseriana 'Seissera',Saxifraga burseriana L. 'Seissera',9,6,2,2,Saxifragaceae
1980-0390,1980-0390.02,Saxifraga cuneifolia,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga cuneifolia,Saxifraga cuneifolia L.,9,6,3,3,Saxifragaceae
2015-0424,2015-0424.01,Saxifraga hostii,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga hostii,Saxifraga hostii Tausch,9,6,3,3,Saxifragaceae
2009-0173,2009-0173.01,Saxifraga moschata,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga moschata,Saxifraga moschata Wulfen,9,3,3,2,Saxifragaceae
1983-0883,1983-0883.01,Saxifraga paniculata,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Saxifraga paniculata,Saxifraga paniculata Mill.,9,6,3,2,Saxifragaceae
2021-0150,2021-0150.01,Saxifraga umbrosa,Saxifraga,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,Z,49.254331,-123.246845,,Planting,,,,"Pont d´Espagne, Vallée du Marcadau","FRA: Pont d´Espagne, Vallée du Marcadau",Saxifraga umbrosa,Saxifraga umbrosa L.,9,6,3,3,Saxifragaceae
2019-0224,2019-0224.03,Scutellaria alpina,Scutellaria,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Scutellaria alpina,Scutellaria alpina L.,9,6,3,3,Lamiaceae
2018-0494,2018-0494.01,Silene viscaria,Silene,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Bashkiriya National Park and the Shulgan-Tash Nature Reserve,"RUS: Republic of Bashkortostan, Bashkiriya National Park and the Shulgan-Tash Nature Reserve, 424 m, 52°57'06''N | 57°02'06''E",Silene viscaria,Silene viscaria Jess.,,,,,Caryophyllaceae
2018-0138,2018-0138.02,Soldanella alpina,Soldanella,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,Original locality is batch imported on 2019 Aug 16;,Planting,,,,"V. Urtier, A. Manda","ITA: Valle d'Aosta, V. Urtier, A. Manda, 2400 m",Soldanella alpina,Soldanella alpina L.,9,5,2,2,Primulaceae
2018-0090,2018-0090.03,Trollius europaeus,Trollius,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,Original locality is batch imported on 2019 Aug 16;,Planting,,,,Ennenda ( now part of the municipality of Glarus in the canton of Glarus),"CHE: Glarus, Ennenda ( now part of the municipality of Glarus in the canton of Glarus), 1499 m",Trollius europaeus,Trollius europaeus L.,9,3,2,2,Ranunculaceae
2021-0494,2021-0494.01,Viola biflora,Viola,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,W,49.254331,-123.246845,,Planting,,,,"Ulvik, Finse, Torbjørnstølen","NOR: Hordaland, Ulvik, Finse, Torbjørnstølen, 1224 m, 60.597314° | 7.527024°",Viola biflora,Viola biflora L.,9,3,2,2,Violaceae
2021-0740,2021-0740.02,Wulfenia x schwartzii,Wulfenia,LEU2,Alpine Garden,Laura Caddy,-123.246845,49.254331,Herbaceous Perennial,G,49.254331,-123.246845,,Planting,,,,,,Wulfenia × schwartzii,Wulfenia × schwartzii,,,,,Plantaginaceae
