AccNoFull,ItemAccNoFull,Family,Genus,GenusSpecies,TaxonName,ItemLocationCode,LocationName,LocationCoordLatDD,LocationCoordLongDD,ManagedBy,ItemType,ProvenanceCode,IUCNRedList,NationalRedList,RegionalRedList,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,LocalityFull,LifeForm,LocComment,TaxonNameFull,LocationCoordX,LocationCoordY,Locality
2000-0437,2000-0437.03,Iridaceae,Iris,Iris,Iris 'Purple Gem',LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Iris 'Purple Gem',49.253886,-123.246411,
1992-0280,1992-0280.01,Iridaceae,Iris,Iris domestica,Iris domestica,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Herbaceous Perennial,,Iris domestica (L.) Goldblatt & Mabb.,49.253886,-123.246411,
1986-0440,1986-0440.02,Cupressaceae,Juniperus,Juniperus rigida,Juniperus rigida subsp. conferta 'Silver Mist',LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Juniperus rigida Siebold & Zucc. subsp. conferta (Parl.) Kitam. 'Silver Mist',49.253886,-123.246411,
2022-0421,2022-0421.03,Poaceae,Koeleria,Koeleria glauca,Koeleria glauca,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,6.0,3.0,3.0,,Herbaceous Perennial,,Koeleria glauca (Spreng.) DC.,49.253886,-123.246411,
2021-0498,2021-0498.01,Caryophyllaceae,Lychnis,Lychnis cognata,Lychnis cognata,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,Z,,,,,,,,"KOR: Mt Hambaek, 1573 m, 37°09' | 128°55'",Herbaceous Perennial,,Lychnis cognata Maxim.,49.253886,-123.246411,Mt Hambaek
2017-0216,2017-0216.01,Asparagaceae,Muscari,Muscari comosum,Muscari comosum,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,U,,,,9.0,11.0,11.0,11.0,,Herbaceous Perennial,,Muscari comosum (L.) Mill.,49.253886,-123.246411,
1994-0274,1994-0274.01,Lamiaceae,Origanum,Origanum,Origanum 'Nymphenburg',LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Shrub,,Origanum 'Nymphenburg',49.253886,-123.246411,
2015-0406,2015-0406.02,Crassulaceae,Phedimus,Phedimus selskianus,Phedimus selskianus,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,U,,,,,,,,,Herbaceous Perennial,,Phedimus selskianus (Regel & Maack) 't Hart,49.253886,-123.246411,
2013-0187,2013-0187.01,Crassulaceae,Phedimus,Phedimus takesimensis,Phedimus takesimensis,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Phedimus takesimensis (Nakai) 't Hart,49.253886,-123.246411,
2019-0615,2019-0615.02,Lamiaceae,Phlomis,Phlomis anisodonta,Phlomis anisodonta,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Herbaceous Perennial,,Phlomis anisodonta Boiss.,49.253886,-123.246411,
1975-0277,1975-0277.01,Pinaceae,Pinus,Pinus densiflora,Pinus densiflora 'Pendula',LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Shrub or Tree,,Pinus densiflora Siebold & Zucc. 'Pendula',49.253886,-123.246411,
1976-0727,1976-0727.01,Pinaceae,Pinus,Pinus pumila,Pinus pumila 'Glauca',LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,6.0,3.0,3.0,,Shrub,,Pinus pumila (Pall.) Regel 'Glauca',49.253886,-123.246411,
2017-0321,2017-0321.02,Asparagaceae,Polygonatum,Polygonatum hookeri,Polygonatum hookeri,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,5.0,5.0,5.0,,Herbaceous Perennial,,Polygonatum hookeri Baker,49.253886,-123.246411,
1976-0213,1976-0213.01,Rosaceae,Potentilla,Potentilla atrosanguinea,Potentilla atrosanguinea,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,"Potentilla atrosanguinea Lodd., G.Lodd. & W.Lodd.",49.253886,-123.246411,
2019-0977,2019-0977.01,Rosaceae,Potentilla,Potentilla atrosanguinea,Potentilla atrosanguinea,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,"Potentilla atrosanguinea Lodd., G.Lodd. & W.Lodd.",49.253886,-123.246411,
2022-0336,2022-0336.01,Ranunculaceae,Pulsatilla,Pulsatilla campanella,Pulsatilla campanella,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,W,,,,6.0,5.0,3.0,2.0,"RUS: Altai Republic, Kosh-Agach district, Tobozhok river valley, near the Koktau mountain group, 2100 m, 50° 83' | 88° 748'",Herbaceous Perennial,Note that the original coordinates provided by the sources are wrong. They fall in Mongolia and not in the locality described.,Pulsatilla campanella (Regel & Tiling) Fisch. ex Krylov,49.253886,-123.246411,"Tobozhok river valley, near the Koktau mountain group"
2022-0336,2022-0336.02,Ranunculaceae,Pulsatilla,Pulsatilla campanella,Pulsatilla campanella,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,W,,,,6.0,5.0,3.0,2.0,"RUS: Altai Republic, Kosh-Agach district, Tobozhok river valley, near the Koktau mountain group, 2100 m, 50° 83' | 88° 748'",Herbaceous Perennial,Note that the original coordinates provided by the sources are wrong. They fall in Mongolia and not in the locality described.,Pulsatilla campanella (Regel & Tiling) Fisch. ex Krylov,49.253886,-123.246411,"Tobozhok river valley, near the Koktau mountain group"
2022-0337,2022-0337.01,Ranunculaceae,Pulsatilla,Pulsatilla patens,Pulsatilla patens subsp. patens,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,W,,,,9.0,3.0,3.0,3.0,"RUS: Altai Republic, Ulagansky district, Kubadru river valley, 1350 m, 50° 576' | 87° 857'",Herbaceous Perennial,,Pulsatilla patens subsp. patens,49.253886,-123.246411,Kubadru river valley
2007-0170,2007-0170.02,Crassulaceae,Rhodiola,Rhodiola recticaulis,Rhodiola recticaulis,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Rhodiola recticaulis Boriss.,49.253886,-123.246411,
2003-0066,2003-0066.02,Rosaceae,Rosa,Rosa pulverulenta,Rosa pulverulenta,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,11.0,9.0,6.0,6.0,,Shrub,,Rosa pulverulenta M.Bieb.,49.253886,-123.246411,
1994-0439,1994-0439.02,Lamiaceae,Salvia,Salvia multicaulis,Salvia multicaulis,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Salvia multicaulis Vahl,49.253886,-123.246411,
1979-0275,1979-0275.01,Lamiaceae,Scutellaria,Scutellaria baicalensis,Scutellaria baicalensis,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,W,,,,11.0,9.0,8.0,6.0,TJK: Tajikistan,Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Scutellaria baicalensis Georgi,49.253886,-123.246411,Tajikistan
1994-0072,1994-0072.01,Lamiaceae,Scutellaria,Scutellaria baicalensis,Scutellaria baicalensis,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,11.0,9.0,8.0,6.0,,Herbaceous Perennial,,Scutellaria baicalensis Georgi,49.253886,-123.246411,
1976-0146,1976-0146.01,Crassulaceae,Sedum,Sedum,Sedum 'Ruby Glow',LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Sedum 'Ruby Glow',49.253886,-123.246411,
1989-0579,1989-0579.01,Crassulaceae,Sedum,Sedum,Sedum 'Bertram Anderson',LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Sedum 'Bertram Anderson',49.253886,-123.246411,
1973-0224,1973-0224.02,Rosaceae,Sorbus,Sorbus reducta,Sorbus reducta,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,11.0,11.0,8.0,3.0,,Shrub,,Sorbus reducta Diels,49.253886,-123.246411,
1974-0391,1974-0391.02,Rosaceae,Sorbus,Sorbus reducta,Sorbus reducta,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,11.0,11.0,8.0,3.0,,Shrub,,Sorbus reducta Diels,49.253886,-123.246411,
2003-0145,2003-0145.01,Lamiaceae,Thymus,Thymus brachychilus,Thymus brachychilus,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,2.0,2.0,2.0,2.0,,Herbaceous Perennial,,Thymus brachychilus Jalas,49.253886,-123.246411,
1989-0073,1989-0073.01,Apocynaceae,Trachelospermum,Trachelospermum asiaticum,Trachelospermum asiaticum,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Climber_Liana_Vine,,Trachelospermum asiaticum Nakai,49.253886,-123.246411,
2011-0764,2011-0764.01,Liliaceae,Tulipa,Tulipa batalinii,Tulipa batalinii,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Tulipa batalinii Regel,49.253886,-123.246411,
2003-0112,2003-0112.01,Crassulaceae,Umbilicus,Umbilicus rupestris,Umbilicus rupestris,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,8.0,,Herbaceous Perennial,,Umbilicus rupestris (Salisb.) Dandy,49.253886,-123.246411,
1973-0414,1973-0414.02,Ericaceae,Vaccinium,Vaccinium moupinense,Vaccinium moupinense,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Shrub,,Vaccinium moupinense Franch.,49.253886,-123.246411,
1973-0414,1973-0414.03,Ericaceae,Vaccinium,Vaccinium moupinense,Vaccinium moupinense,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Shrub,,Vaccinium moupinense Franch.,49.253886,-123.246411,
1973-0414,1973-0414.04,Ericaceae,Vaccinium,Vaccinium moupinense,Vaccinium moupinense,LAS1,Alpine Garden,49.253886,-123.246411,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Shrub,,Vaccinium moupinense Franch.,49.253886,-123.246411,
1999-0270,1999-0270.01,Sapindaceae,Acer,Acer palmatum,Acer palmatum 'Seiryu',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Shrub or Tree,,Acer palmatum Thunb. 'Seiryu',49.253742,-123.246309,
2020-0555,2020-0555.01,Ranunculaceae,Actaea,Actaea asiatica,Actaea asiatica,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,8.0,5.0,5.0,,Herbaceous Perennial,,Actaea asiatica Hara,49.253742,-123.246309,
2009-0320,2009-0320.01,Ranunculaceae,Actaea,Actaea japonica,Actaea japonica,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,8.0,,Herbaceous Perennial,,Actaea japonica Thunb.,49.253742,-123.246309,
1994-0219,1994-0219.01,Asteraceae,Anaphalis,Anaphalis sinica,Anaphalis sinica,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Herbaceous Perennial,,Anaphalis sinica Hance,49.253742,-123.246309,
1997-0082,1997-0082.01,Primulaceae,Androsace,Androsace lanuginosa,Androsace lanuginosa,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Herbaceous Perennial,,Androsace lanuginosa Wall.,49.253742,-123.246309,
2008-0360,2008-0360.01,Primulaceae,Androsace,Androsace sarmentosa,Androsace sarmentosa 'Sherriffii',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,8.0,5.0,5.0,,Herbaceous Perennial,,Androsace sarmentosa Wall. 'Sherriffii',49.253742,-123.246309,
2008-0360,2008-0360.01,Primulaceae,Androsace,Androsace sarmentosa,Androsace sarmentosa 'Sherriffii',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,8.0,5.0,5.0,,Herbaceous Perennial,,Androsace sarmentosa Wall. 'Sherriffii',49.253742,-123.246309,
2009-0170,2009-0170.01,Primulaceae,Androsace,Androsace sarmentosa,Androsace sarmentosa,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,8.0,5.0,5.0,,Herbaceous Perennial,,Androsace sarmentosa Wall.,49.253742,-123.246309,
2009-0170,2009-0170.01,Primulaceae,Androsace,Androsace sarmentosa,Androsace sarmentosa,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,8.0,5.0,5.0,,Herbaceous Perennial,,Androsace sarmentosa Wall.,49.253742,-123.246309,
1995-0275,1995-0275.02,Polygonaceae,Bistorta,Bistorta affinis,Bistorta affinis,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,6.0,5.0,5.0,"CHN: Yunnan Province, Kunming, 1950 m",Herbaceous Perennial,,Bistorta affinis Greene,49.253742,-123.246309,Kunming
2024-0172,2024-0172.02,Ericaceae,Cassiope,Cassiope,Cassiope,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,,,,,,Shrub,,Cassiope,49.253742,-123.246309,
2008-0443,2008-0443.01,Pteridaceae,Cheilanthes,Cheilanthes argentea,Cheilanthes argentea,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,,,,,"CHN: Sichuan Province, Yale, 3100 m",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Cheilanthes argentea (Gmel.) Kunze,49.253742,-123.246309,Yale
1994-0167,1994-0167.04,Rosaceae,Cotoneaster,Cotoneaster adpressus,Cotoneaster adpressus 'Little Gem',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,8.0,8.0,8.0,,Shrub,,Cotoneaster adpressus Bois 'Little Gem',49.253742,-123.246309,
2018-0753,2018-0753.01,Iridaceae,Crocus,Crocus pulchellus,Crocus pulchellus,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,U,,,,9.0,11.0,11.0,6.0,,Herbaceous Perennial,,Crocus pulchellus Herb.,49.253742,-123.246309,
1995-0193,1995-0193.01,Rosaceae,Dasiphora,Dasiphora davurica,Dasiphora davurica,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,8.0,5.0,5.0,"CHN: Yunnan Province, NE of Shu La, Mai Li, Diqing Pref., 4100 m",Shrub,Original locality is batch imported on 2019 Aug 16;,Dasiphora davurica (Nestl.) Kom.,49.253742,-123.246309,"NE of Shu La, Mai Li, Diqing Pref."
2011-0453,2011-0453.01,Rosaceae,Dasiphora,Dasiphora davurica,Dasiphora davurica,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,Z,,,,9.0,8.0,5.0,5.0,,Shrub,,Dasiphora davurica (Nestl.) Kom.,49.253742,-123.246309,
2001-0074,2001-0074.01,Boraginaceae,Echium,Echium amoenum,Echium amoenum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,11.0,11.0,8.0,"RUS: north Caucasus, 1600 m",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Echium amoenum Fisch. & C.A.Mey.,49.253742,-123.246309,north Caucasus
2021-0499,2021-0499.01,Ericaceae,Elliottia,Elliottia bracteata,Elliottia bracteata,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,Z,,,,9.0,5.0,5.0,2.0,"JPN: Mt Hakkoda, 1000 m",Shrub,,Elliottia bracteata (Maxim.) Benth. & Hook.f.,49.253742,-123.246309,Mt Hakkoda
1974-0548,1974-0548.01,Ericaceae,Enkianthus,Enkianthus campanulatus,Enkianthus campanulatus,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,9.0,6.0,6.0,,Shrub,,Enkianthus campanulatus G.Nicholson,49.253742,-123.246309,
2023-0018,2023-0018.01,Ephedraceae,Ephedra,Ephedra equisetina,Ephedra equisetina,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,Not evaluated,,,9.0,9.0,6.0,6.0,KAZ: Gebirge Kuluktau,Shrub,Kuluktau Mountains (Gebirge),Ephedra equisetina Bunge,49.253742,-123.246309,
1974-1355,1974-1355.02,Berberidaceae,Epimedium,Epimedium x rubrum,Epimedium × rubrum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Epimedium × rubrum E.Morren,49.253742,-123.246309,
2008-0077,2008-0077.01,Berberidaceae,Epimedium,Epimedium epsteinii,Epimedium epsteinii,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Herbaceous Perennial,,Epimedium epsteinii Stearn,49.253742,-123.246309,
2018-0735,2018-0735.01,Berberidaceae,Epimedium,Epimedium fangii,Epimedium fangii,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,9.0,9.0,6.0,,Herbaceous Perennial,,Epimedium fangii Stearn,49.253742,-123.246309,
2019-0644,2019-0644.01,Berberidaceae,Epimedium,Epimedium hybrid,Epimedium hybrid,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Epimedium hybrid,49.253742,-123.246309,
2018-0737,2018-0737.01,Berberidaceae,Epimedium,Epimedium pauciflorum,Epimedium pauciflorum,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,9.0,6.0,3.0,,Herbaceous Perennial,,Epimedium pauciflorum K.C.Yen,49.253742,-123.246309,
2018-0740,2018-0740.01,Berberidaceae,Epimedium,Epimedium wushanense,Epimedium wushanense,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,9.0,11.0,11.0,,Herbaceous Perennial,,Epimedium wushanense T.S.Ying,49.253742,-123.246309,
2018-0741,2018-0741.01,Berberidaceae,Epimedium,Epimedium zhushanense,Epimedium zhushanense,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,Vulnerable,,,9.0,9.0,9.0,11.0,,Herbaceous Perennial,,Epimedium zhushanense K.F.Wu & S.X.Qian,49.253742,-123.246309,
2009-0194,2009-0194.01,Ericaceae,Gaultheria,Gaultheria adenothrix,Gaultheria adenothrix,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,6.0,5.0,5.0,"JPN: Mt. Kanpusan, Ino-cho, Agawa-gun, Kochi Pref, Shikoku",Shrub,Original locality is batch imported on 2019 Aug 16;,Gaultheria adenothrix Maxim.,49.253742,-123.246309,"Mt. Kanpusan, Ino-cho, Agawa-gun, Kochi Pref, Shikoku"
2009-0159,2009-0159.01,Ericaceae,Gaultheria,Gaultheria borneensis,Gaultheria borneensis,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,11.0,8.0,5.0,5.0,"TWN: Hualien County, Bilyu, Taroko National Park, between km posts 129 and 130  on Rt 8 east of, 2115 m, 24 09 36 | 121 26 00",Shrub,Original locality is batch imported on 2019 Aug 16;,Gaultheria borneensis Stapf,49.253742,-123.246309,"Bilyu, Taroko National Park, between km posts 129 and 130  on Rt 8 east of"
2018-0066,2018-0066.01,Ericaceae,Gaultheria,Gaultheria trichophylla,Gaultheria trichophylla,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,9.0,8.0,5.0,,Shrub,,Gaultheria trichophylla Royle,49.253742,-123.246309,
1995-0612,1995-0612.01,Berberidaceae,Jeffersonia,Jeffersonia dubia,Jeffersonia dubia,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Jeffersonia dubia Benth. & Hook.f. ex Baker & Moore,49.253742,-123.246309,
1986-0440,1986-0440.03,Cupressaceae,Juniperus,Juniperus rigida,Juniperus rigida subsp. conferta 'Silver Mist',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Juniperus rigida Siebold & Zucc. subsp. conferta (Parl.) Kitam. 'Silver Mist',49.253742,-123.246309,
2001-0554,2001-0554.01,Liliaceae,Lilium,Lilium mackliniae,Lilium mackliniae,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,9.0,8.0,8.0,,Herbaceous Perennial,,Lilium mackliniae Sealy,49.253742,-123.246309,
2006-0476,2006-0476.01,Liliaceae,Lilium,Lilium mackliniae,Lilium mackliniae,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,9.0,8.0,8.0,"IND: Manipur, Manipur, Sirhoi nr. Ukhrul, 2300 - 2450 m",Herbaceous Perennial,"Altitude added from collection description [2019-09-06, BZ]; Original locality is batch imported on 2019 Aug 16;",Lilium mackliniae Sealy,49.253742,-123.246309,"Manipur, Sirhoi nr. Ukhrul"
2018-0709,2018-0709.01,Asparagaceae,Liriope,Liriope minor,Liriope minor,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,11.0,11.0,11.0,"JPN: Ibaraki Prefecture, Tsukuba, 26 m, 36 01 N | 140 04 E",Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Liriope minor (Maxim.) Makino,49.253742,-123.246309,Tsukuba
2000-0609,2000-0609.05,Caprifoliaceae,Lonicera,Lonicera crassifolia,Lonicera crassifolia,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,9.0,8.0,11.0,"CHN: Sichuan Province, near the Yangtze River in sw Sichuan, 2895 m",Shrub,Original locality is batch imported on 2019 Aug 16;,Lonicera crassifolia Batalin,49.253742,-123.246309,near the Yangtze River in sw Sichuan
2008-0283,2008-0283.01,Caprifoliaceae,Lonicera,Lonicera microphylla,Lonicera microphylla,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,Z,,,,9.0,5.0,5.0,5.0,,Shrub,,Lonicera microphylla Willd. ex Schult.,49.253742,-123.246309,
2023-0520,2023-0520.01,Asparagaceae,Ophiopogon,Ophiopogon planiscapus,Ophiopogon planiscapus 'Nigrescens',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,9.0,,Herbaceous Perennial,,Ophiopogon planiscapus Nakai 'Nigrescens',49.253742,-123.246309,
2008-0356,2008-0356.01,Melanthiaceae,Paris,Paris quadrifolia,Paris quadrifolia,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,U,,,,9.0,6.0,3.0,2.0,,Herbaceous Perennial,,Paris quadrifolia L.,49.253742,-123.246309,
1997-0323,1997-0323.02,Ericaceae,Phyllodoce,Phyllodoce nipponica,Phyllodoce nipponica,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,5.0,2.0,2.0,,Shrub,,Phyllodoce nipponica Makino,49.253742,-123.246309,
2008-0341,2008-0341.01,Pinaceae,Pinus,Pinus densiflora,Pinus densiflora 'Umbraculifera',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,11.0,11.0,,Tree,,Pinus densiflora Siebold & Zucc. 'Umbraculifera',49.253742,-123.246309,
1976-0438,1976-0438.01,Pinaceae,Pinus,Pinus parviflora,Pinus parviflora Glauca Group,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,8.0,5.0,,Shrub or Tree,,Pinus parviflora Siebold & Zucc. Glauca Group,49.253742,-123.246309,
1974-0087,1974-0087.01,Pinaceae,Pinus,Pinus thunbergii,Pinus thunbergii 'Sayonara',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Pinus thunbergii Parl. 'Sayonara',49.253742,-123.246309,
2019-0975,2019-0975.01,Berberidaceae,Podophyllum,Podophyllum delavayi,Podophyllum delavayi,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,,,,,,Herbaceous Perennial,,Podophyllum delavayi Franch.,49.253742,-123.246309,
2017-0321,2017-0321.01,Asparagaceae,Polygonatum,Polygonatum hookeri,Polygonatum hookeri,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,5.0,5.0,5.0,,Herbaceous Perennial,,Polygonatum hookeri Baker,49.253742,-123.246309,
2019-0953,2019-0953.01,Primulaceae,Primula,Primula glomerata,Primula glomerata,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,6.0,5.0,5.0,,Herbaceous Perennial,,Primula glomerata Pax,49.253742,-123.246309,
2019-0645,2019-0645.01,Primulaceae,Primula,Primula kisoana,Primula kisoana,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,11.0,11.0,11.0,,Herbaceous Perennial,,Primula kisoana Miq.,49.253742,-123.246309,
2019-0702,2019-0702.01,Primulaceae,Primula,Primula polyneura,Primula polyneura,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,11.0,11.0,8.0,5.0,,Herbaceous Perennial,,Primula polyneura Franch.,49.253742,-123.246309,
2020-0431,2020-0431.02,Polypodiaceae,Pyrrosia,Pyrrosia lingua,Pyrrosia lingua,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,9.0,9.0,9.0,11.0,,Herbaceous Perennial,,Pyrrosia lingua (Thunb.) Farw.,49.253742,-123.246309,
2015-0428,2015-0428.01,Ericaceae,Rhododendron,Rhododendron,Rhododendron 'Razorbill',LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,G,,,,,,,,,Shrub,,Rhododendron 'Razorbill',49.253742,-123.246309,
2023-0056,2023-0056.01,Ericaceae,Rhododendron,Rhododendron albrechtii,Rhododendron albrechtii,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,W,,,,9.0,6.0,3.0,3.0,"JPN: Mt. Zaou, 3000 ft",Shrub,,Rhododendron albrechtii Maxim.,49.253742,-123.246309,Mt. Zaou
2023-0064,2023-0064.02,Ericaceae,Rhododendron,Rhododendron baileyi,Rhododendron baileyi,LAS2,Alpine Garden,49.253742,-123.246309,Laura Caddy,Planting,U,,,,9.0,3.0,2.0,2.0,,Shrub,,Rhododendron baileyi Balf.f.,49.253742,-123.246309,
