taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Eucalyptus parvula,15.3,9,11.7667,24.0375,6.68441,816.625,119.875,TRUE,GBIF_BGCI=292,GBIF_CURRENT=287,MODEL=0,URBANPLANTS=5,PLANTSEARCH=17
Eucalyptus pauciflora,15.3,6,10.9947,23.7765,5.96608,868.375,164.875,TRUE,GBIF_BGCI=11350,GBIF_CURRENT=9829,MODEL=0,URBANPLANTS=16,PLANTSEARCH=42
Eucalyptus perriniana,15.3,6,10.5435,22.5845,5.77733,846.5,166.875,TRUE,GBIF_BGCI=120,GBIF_CURRENT=334,MODEL=0,URBANPLANTS=6,PLANTSEARCH=39
Eucalyptus rodwayi,15.3,6,9.49959,20.0527,5.00567,857.5,163.667,TRUE,GBIF_BGCI=1003,GBIF_CURRENT=855,MODEL=0,PLANTSEARCH=23,
Eucalyptus rubida,15.3,9,12.482,25.0195,7.30858,757.25,151.375,TRUE,GBIF_BGCI=5800,GBIF_CURRENT=5587,MODEL=0,URBANPLANTS=12,PLANTSEARCH=24
Eucalyptus urnigera,15.3,6,8.62444,19.3853,4.43844,1084.5,206.833,TRUE,GBIF_BGCI=1018,GBIF_CURRENT=671,MODEL=0,PLANTSEARCH=27,
Euonymus atropurpureus,15.3,8,11.0492,29.7849,-1.61675,902,144.125,TRUE,GBIF_BGCI=365,GBIF_CURRENT=839,MODEL=0,URBANPLANTS=2,PLANTSEARCH=73
Euonymus carnosus,15.3,11,15.3959,29.0213,5.97733,1905,202.5,TRUE,GBIF_BGCI=392,GBIF_CURRENT=225,MODEL=0,URBANPLANTS=3,PLANTSEARCH=38
Euonymus echinatus,15.3,11,14.6644,27.626,6.46458,1368.5,121.625,TRUE,GBIF_BGCI=280,GBIF_CURRENT=189,MODEL=0,URBANPLANTS=1,PLANTSEARCH=9
Euonymus europaeus,15.3,3,9.966,23.4425,2.65725,760.75,144.5,TRUE,GBIF_BGCI=121768,GBIF_CURRENT=27673,MODEL=0,URBANPLANTS=10,PLANTSEARCH=190
Euonymus hamiltonianus,15.3,11,13.1533,27.839,3.85317,1241.38,139.875,TRUE,GBIF_BGCI=1677,GBIF_CURRENT=1403,MODEL=0,URBANPLANTS=4,PLANTSEARCH=72
Euonymus myrianthus,15.3,11,15.3188,29.278,5.81142,1254.5,126.25,TRUE,GBIF_BGCI=616,GBIF_CURRENT=189,MODEL=0,URBANPLANTS=3,PLANTSEARCH=45
Euonymus oxyphyllus,15.3,8,12.3795,27.6305,3.39025,1382.88,172,TRUE,GBIF_BGCI=1330,GBIF_CURRENT=867,MODEL=0,URBANPLANTS=1,PLANTSEARCH=59
Euptelea polyandra,15.3,8,11.8189,26.2287,2.68989,1384,168.5,TRUE,GBIF_BGCI=672,GBIF_CURRENT=611,MODEL=0,PLANTSEARCH=82,
Fagus grandifolia,15.3,8,9.28667,28.2067,-1.68392,1058.12,212,TRUE,GBIF_BGCI=4423,GBIF_CURRENT=15164,MODEL=0,URBANPLANTS=31,PLANTSEARCH=172
Fagus hayatae,15.3,11,13.0927,22.9,7.48055,2160,270.833,TRUE,GBIF_BGCI=90,MODEL=0,GBIF_CURRENT=158,PLANTSEARCH=9,
Fagus longipetiolata,15.3,9,16.0084,30.8185,6.25517,1321.5,147.125,TRUE,GBIF_BGCI=368,MODEL=0,GBIF_CURRENT=358,URBANPLANTS=2,PLANTSEARCH=16
Fagus lucida,15.3,11,15.548,29.6225,5.90358,1295,146.375,TRUE,GBIF_BGCI=35,GBIF_CURRENT=40,MODEL=0,URBANPLANTS=1,PLANTSEARCH=21
Fagus sylvatica,15.3,6,9.66416,24.0375,2.265,830.125,160.25,TRUE,GBIF_BGCI=299593,GBIF_CURRENT=34326,MODEL=0,URBANPLANTS=55,PLANTSEARCH=252
Ficus carica,15.3,11,13.9277,28.6908,7.07942,733.125,108.75,TRUE,GBIF_BGCI=14420,GBIF_CURRENT=40531,MODEL=0,URBANPLANTS=82,PLANTSEARCH=219
Firmiana simplex,15.3,11,16.036,30.4835,6.78908,1219.75,134,TRUE,GBIF_BGCI=326,GBIF_CURRENT=502,MODEL=0,URBANPLANTS=46,PLANTSEARCH=117
Fitzroya cupressoides,15.3,6,10.1521,20.9,5.78889,1544.67,235.333,TRUE,GBIF_BGCI=337,MODEL=0,GBIF_CURRENT=312,PLANTSEARCH=57,
Fortunearia sinensis,15.3,11,15.2093,30.486,4.57217,1087.75,135.625,TRUE,GBIF_BGCI=84,GBIF_CURRENT=38,MODEL=0,URBANPLANTS=6,PLANTSEARCH=44
Frangula californica,15.3,11,14.093,27.3675,9.69992,672.625,11.625,TRUE,GBIF_BGCI=5314,GBIF_CURRENT=4465,MODEL=0,URBANPLANTS=2,PLANTSEARCH=20
Frangula purshiana,15.3,6,10.4857,24.371,4.05884,1155.75,98.75,TRUE,GBIF_BGCI=969,GBIF_CURRENT=1169,MODEL=0,URBANPLANTS=3,PLANTSEARCH=28
Franklinia alatamaha,15.3,8,11.6774,28.9307,1.34222,1111.33,232.333,TRUE,GBIF_CURRENT=16,MODEL=0,URBANPLANTS=3,PLANTSEARCH=115,
Fraxinus americana,15.3,6,9.88767,27.782,-0.94125,979.875,185.25,TRUE,GBIF_BGCI=1726,MODEL=0,GBIF_CURRENT=8713,URBANPLANTS=85,PLANTSEARCH=211
Fraxinus angustifolia,15.3,11,13.4573,27.655,7.12108,666,95.125,TRUE,GBIF_BGCI=17754,GBIF_CURRENT=34948,MODEL=0,URBANPLANTS=52,PLANTSEARCH=86
Fraxinus baroniana,15.3,11,13.836,29.787,2.20067,848.75,61.875,TRUE,GBIF_BGCI=4,GBIF_CURRENT=2,MODEL=0,URBANPLANTS=3,PLANTSEARCH=20
Fraxinus chinensis,15.3,11,11.6591,27.7625,0.88375,1013.12,94.375,TRUE,GBIF_BGCI=772,GBIF_CURRENT=785,MODEL=0,URBANPLANTS=23,PLANTSEARCH=63
Fraxinus cuspidata,15.3,11,15.4459,30.5293,8.37643,428,44.6667,TRUE,GBIF_BGCI=131,GBIF_CURRENT=201,MODEL=0,PLANTSEARCH=6,
Fraxinus excelsior,15.3,6,9.75717,23.2874,2.78585,772.75,148.875,TRUE,GBIF_BGCI=412364,GBIF_CURRENT=43936,MODEL=0,URBANPLANTS=82,PLANTSEARCH=214
Fraxinus griffithii,15.3,9,18.5155,28.5715,12.4272,1632.62,148.5,TRUE,GBIF_BGCI=300,GBIF_CURRENT=326,MODEL=0,URBANPLANTS=26,PLANTSEARCH=30
Fraxinus insularis,15.3,9,17.4583,30.5193,9.0041,1697.75,155.5,TRUE,GBIF_BGCI=248,GBIF_CURRENT=197,MODEL=0,URBANPLANTS=5,PLANTSEARCH=32
Fraxinus latifolia,15.3,11,12.0388,26.3236,5.44641,940.625,78.5,TRUE,GBIF_BGCI=896,GBIF_CURRENT=637,MODEL=0,URBANPLANTS=3,PLANTSEARCH=69
Fraxinus nigra,15.3,3,7.18953,26.6763,-4.71242,935.625,180.625,TRUE,GBIF_BGCI=659,MODEL=0,GBIF_CURRENT=5785,URBANPLANTS=16,PLANTSEARCH=67
Fraxinus ornus,15.3,8,12.6026,26.6875,5.99125,742,122.625,TRUE,GBIF_BGCI=5349,GBIF_CURRENT=5681,MODEL=0,URBANPLANTS=33,PLANTSEARCH=188
Fraxinus paxiana,15.3,11,12.1333,24.2,4.00556,829,76,TRUE,GBIF_BGCI=104,GBIF_CURRENT=33,MODEL=0,PLANTSEARCH=48,
Fraxinus pennsylvanica,15.3,8,10.6015,28.5865,-0.613166,895.75,158.375,TRUE,GBIF_BGCI=2100,GBIF_CURRENT=5422,MODEL=0,URBANPLANTS=82,PLANTSEARCH=195
Fraxinus quadrangulata,15.3,5,11.4255,29.6045,-0.0805829,969.875,174.5,TRUE,GBIF_BGCI=174,MODEL=0,GBIF_CURRENT=1322,URBANPLANTS=8,PLANTSEARCH=96
Fuchsia regia,15.3,11,14.9438,24.9667,9.8032,1354.67,229.667,TRUE,GBIF_BGCI=436,GBIF_CURRENT=251,MODEL=0,PLANTSEARCH=20,
Garrya fremontii,15.3,8,11.0558,27.6093,4.63734,1023,63,TRUE,GBIF_BGCI=993,GBIF_CURRENT=188,MODEL=0,PLANTSEARCH=24,
Genista aetnensis,15.3,8,12.7876,25.7565,6.73749,675.5,90.5,TRUE,GBIF_BGCI=41,GBIF_CURRENT=86,MODEL=0,URBANPLANTS=1,PLANTSEARCH=44
Ginkgo biloba,15.3,11,14.0986,29.377,3.92508,1071.12,160.125,TRUE,GBIF_BGCI=280,MODEL=0,GBIF_CURRENT=9561,URBANPLANTS=139,PLANTSEARCH=397
Gleditsia aquatica,15.3,11,17.0886,30.684,8.27122,1118.5,212.667,TRUE,GBIF_BGCI=63,GBIF_CURRENT=127,MODEL=0,PLANTSEARCH=38,
Gleditsia japonica,15.3,11,13.4786,28.36,3.08875,1085.12,114.75,TRUE,GBIF_BGCI=172,GBIF_CURRENT=120,MODEL=0,URBANPLANTS=9,PLANTSEARCH=55
Gleditsia sinensis,15.3,11,15.1174,29.896,5.19142,1058.5,107.375,TRUE,GBIF_BGCI=256,GBIF_CURRENT=195,MODEL=0,URBANPLANTS=16,PLANTSEARCH=63
Glyptostrobus pensilis,15.3,9,18.6935,30.219,10.3913,1394.5,118.125,TRUE,GBIF_BGCI=74,MODEL=0,GBIF_CURRENT=98,URBANPLANTS=10,PLANTSEARCH=86
Gymnocladus chinensis,15.3,11,16.3778,32.1645,5.90883,1349.88,164.125,TRUE,GBIF_BGCI=57,GBIF_CURRENT=42,MODEL=0,URBANPLANTS=7,PLANTSEARCH=16
Gymnocladus dioicus,15.3,6,11.8049,29.8053,0.186444,954.333,159.667,TRUE,GBIF_BGCI=374,GBIF_CURRENT=945,MODEL=0,PLANTSEARCH=136,
Halesia carolina,15.3,11,12.9837,29.2405,3.77914,1183,236.75,TRUE,GBIF_BGCI=165,GBIF_CURRENT=249,MODEL=0,URBANPLANTS=7,PLANTSEARCH=146
Halesia diptera,15.3,9,16.3177,31.6105,6.37292,1286.38,260.25,TRUE,GBIF_BGCI=100,GBIF_CURRENT=215,MODEL=0,URBANPLANTS=1,PLANTSEARCH=56
Hamamelis mollis,15.3,8,13.756,27.734,3.89892,1089.25,157.75,TRUE,GBIF_BGCI=47,GBIF_CURRENT=176,MODEL=0,URBANPLANTS=8,PLANTSEARCH=141
Hamamelis vernalis,15.3,11,12.1897,30.201,0.544417,1040.38,199.75,TRUE,GBIF_BGCI=98,GBIF_CURRENT=139,MODEL=0,URBANPLANTS=1,PLANTSEARCH=144
Hamamelis virginiana,15.3,8,9.90583,27.9367,-0.923001,1041.62,211.375,TRUE,GBIF_BGCI=1602,GBIF_CURRENT=6074,MODEL=0,URBANPLANTS=11,PLANTSEARCH=247
Helwingia chinensis,15.3,11,14.4761,28.775,5.27125,978.375,77.125,TRUE,GBIF_BGCI=311,GBIF_CURRENT=110,MODEL=0,URBANPLANTS=2,PLANTSEARCH=50
Helwingia himalaica,15.3,11,14.6476,25.8907,6.50489,1127,86.6667,TRUE,GBIF_BGCI=326,GBIF_CURRENT=144,MODEL=0,PLANTSEARCH=18,
Heptacodium miconioides,15.3,8,13.3835,29.4014,2.43625,1103.38,163.375,TRUE,GBIF_BGCI=2,MODEL=0,GBIF_CURRENT=93,URBANPLANTS=6,PLANTSEARCH=154
Hovenia dulcis,15.3,11,14.4982,28.126,6.49933,1339.25,145.375,TRUE,GBIF_BGCI=408,GBIF_CURRENT=582,MODEL=0,URBANPLANTS=6,PLANTSEARCH=148
Huodendron tibeticum,15.3,11,13.5578,25.25,6.77778,1399.5,100.167,TRUE,GBIF_BGCI=51,GBIF_CURRENT=24,MODEL=0,PLANTSEARCH=17,
Hydrangea aspera,15.3,11,13.9896,25.2485,6.43917,1304.25,86.25,TRUE,GBIF_BGCI=157,GBIF_CURRENT=225,MODEL=0,URBANPLANTS=1,PLANTSEARCH=81
Hydrangea heteromalla,15.3,8,11.0646,22.598,3.01733,915,86.3333,TRUE,GBIF_BGCI=183,GBIF_CURRENT=108,MODEL=0,PLANTSEARCH=110,
Hydrangea paniculata,15.3,11,12.1573,28.0395,1.97875,1297.75,163.375,TRUE,GBIF_BGCI=1076,GBIF_CURRENT=1706,MODEL=0,URBANPLANTS=10,PLANTSEARCH=160
Hydrangea robusta,15.3,11,13.8917,26.1333,5.42778,1341.33,94.6667,TRUE,GBIF_BGCI=153,GBIF_CURRENT=39,MODEL=0,PLANTSEARCH=16,
Hydrangea xanthoneura,15.3,11,12.9969,26.0667,4.23333,1023.67,78.3333,TRUE,GBIF_BGCI=242,GBIF_CURRENT=57,MODEL=0,PLANTSEARCH=28,
Ilex aquifolium,15.3,6,10.6032,23.5545,5.0785,788.375,153.625,TRUE,GBIF_BGCI=171158,GBIF_CURRENT=31459,MODEL=0,URBANPLANTS=34,PLANTSEARCH=209
Ilex bioritsensis,15.3,11,11.7465,21.5673,5.20756,2172.33,190.167,TRUE,GBIF_BGCI=206,GBIF_CURRENT=114,MODEL=0,PLANTSEARCH=35,
Ilex collina,15.3,6,9.0264,25.5,1.3,1117,231.5,TRUE,GBIF_CURRENT=3,MODEL=0,PLANTSEARCH=18,,
Ilex corallina,15.3,11,14.9929,27.934,5.96908,1128.25,100.25,TRUE,GBIF_BGCI=300,GBIF_CURRENT=118,MODEL=0,URBANPLANTS=4,PLANTSEARCH=22
Ilex cornuta,15.3,11,15.6914,31.183,5.77642,1200.38,164.5,TRUE,GBIF_BGCI=201,GBIF_CURRENT=572,MODEL=0,URBANPLANTS=44,PLANTSEARCH=88
Ilex crenata,15.3,11,13.064,28.6635,3.84033,1379.62,185.25,TRUE,GBIF_BGCI=776,GBIF_CURRENT=1880,MODEL=0,URBANPLANTS=14,PLANTSEARCH=124
Ilex fargesii,15.3,11,13.0323,26.1667,4.53889,1027,90.6667,TRUE,GBIF_BGCI=129,GBIF_CURRENT=42,MODEL=0,PLANTSEARCH=34,
Ilex integra,15.3,11,15.1697,29.3385,6.55267,1453.12,164.75,TRUE,GBIF_BGCI=482,GBIF_CURRENT=239,MODEL=0,URBANPLANTS=1,PLANTSEARCH=53
Ilex latifolia,15.3,11,15.1441,30.0405,6.17142,1367,153.75,TRUE,GBIF_BGCI=167,GBIF_CURRENT=200,MODEL=0,URBANPLANTS=12,PLANTSEARCH=82
Ilex litseifolia,15.3,5,16.8469,32.2967,5.94089,1403,184.833,TRUE,GBIF_CURRENT=13,MODEL=0,URBANPLANTS=1,PLANTSEARCH=3,
Ilex macrocarpa,15.3,11,15.1049,28.6655,5.90217,1204,99.875,TRUE,GBIF_BGCI=301,GBIF_CURRENT=125,MODEL=0,URBANPLANTS=6,PLANTSEARCH=22
Ilex macropoda,15.3,8,12.7339,28.467,2.958,1375.75,158,TRUE,GBIF_BGCI=945,GBIF_CURRENT=671,MODEL=0,URBANPLANTS=3,PLANTSEARCH=24
Ilex mucronata,15.3,3,6.57275,24.9807,-4.78167,1073.5,212.667,TRUE,GBIF_BGCI=763,GBIF_CURRENT=1574,MODEL=0,PLANTSEARCH=22,
Ilex pedunculosa,15.3,11,13.7984,29.715,4.122,1556,187.25,TRUE,GBIF_BGCI=695,GBIF_CURRENT=638,MODEL=0,URBANPLANTS=1,PLANTSEARCH=84
Ilex pernyi,15.3,11,13.8042,28.404,3.94383,936.125,75.75,TRUE,GBIF_BGCI=262,GBIF_CURRENT=79,MODEL=0,URBANPLANTS=1,PLANTSEARCH=97
Ilex rotunda,15.3,9,18.4251,30.8615,9.55617,1521,151,TRUE,GBIF_BGCI=1024,GBIF_CURRENT=696,MODEL=0,URBANPLANTS=12,PLANTSEARCH=41
Ilex shennongjiaensis,15.3,11,13.9916,28.9167,3.78889,1158.83,80,TRUE,GBIF_BGCI=10,GBIF_CURRENT=2,MODEL=0,PLANTSEARCH=10,
Ilex suaveolens,15.3,9,17.0618,31.9595,7.16034,1414.5,156.25,TRUE,GBIF_BGCI=125,GBIF_CURRENT=72,MODEL=0,URBANPLANTS=2,PLANTSEARCH=9
Ilex triflora,15.3,9,18.7717,31.8125,10.3025,1471.88,135.375,TRUE,GBIF_BGCI=577,GBIF_CURRENT=320,MODEL=0,URBANPLANTS=3,PLANTSEARCH=11
Ilex verticillata,15.3,6,8.7968,26.9733,-2.08355,1048.83,213,TRUE,GBIF_BGCI=1803,GBIF_CURRENT=4502,MODEL=0,PLANTSEARCH=195,
Illicium henryi,15.3,11,14.4526,30.0605,4.91808,1195.25,114,TRUE,GBIF_BGCI=76,GBIF_CURRENT=41,MODEL=0,URBANPLANTS=3,PLANTSEARCH=67
Juglans cinerea,15.3,5,8.10787,26.896,-3.33633,933.625,179.75,TRUE,GBIF_BGCI=857,MODEL=0,GBIF_CURRENT=6561,URBANPLANTS=21,PLANTSEARCH=141
Juglans nigra,15.3,8,11.6237,28.9554,1.17552,911.375,167.25,TRUE,GBIF_BGCI=1756,GBIF_CURRENT=8510,MODEL=0,URBANPLANTS=60,PLANTSEARCH=231
Juglans regia,15.3,6,10.2567,25.012,2.69034,760.875,141.25,TRUE,GBIF_BGCI=10036,MODEL=0,GBIF_CURRENT=8719,URBANPLANTS=63,PLANTSEARCH=193
Juniperus chinensis,15.3,11,13.7091,28.3591,4.57042,1037.75,125.875,TRUE,GBIF_BGCI=501,GBIF_CURRENT=811,MODEL=0,URBANPLANTS=91,PLANTSEARCH=168
Juniperus communis,15.3,6,8.08432,23.204,1.3055,793.75,142,TRUE,GBIF_BGCI=233265,GBIF_CURRENT=60841,MODEL=0,URBANPLANTS=21,PLANTSEARCH=224
Juniperus deppeana,15.3,11,13.5623,27.992,7.20867,612.333,48,TRUE,GBIF_BGCI=1648,GBIF_CURRENT=1954,MODEL=0,PLANTSEARCH=28,
Juniperus occidentalis,15.3,6,8.86815,25.4865,2.91916,723.375,57.75,TRUE,GBIF_BGCI=1692,GBIF_CURRENT=1576,MODEL=0,URBANPLANTS=1,PLANTSEARCH=36
Juniperus oxycedrus,15.3,11,12.3362,29.388,4.19633,515.5,78.25,TRUE,GBIF_BGCI=45217,GBIF_CURRENT=14106,MODEL=0,URBANPLANTS=1,PLANTSEARCH=65
Juniperus phoenicea,15.3,11,12.7687,27.6333,6.02222,593.667,91,TRUE,GBIF_BGCI=21882,MODEL=0,GBIF_CURRENT=5901,PLANTSEARCH=77,
Juniperus pingii,15.3,9,11.1934,26.442,2.925,860.25,77.25,TRUE,GBIF_BGCI=318,MODEL=0,GBIF_CURRENT=207,URBANPLANTS=1,PLANTSEARCH=13
Juniperus rigida,15.3,11,11.7751,27.9645,0.789749,1057.12,118,TRUE,GBIF_BGCI=333,GBIF_CURRENT=685,MODEL=0,URBANPLANTS=13,PLANTSEARCH=108
Juniperus scopulorum,15.3,6,9.12771,27.5865,0.44275,498.25,74.125,TRUE,GBIF_BGCI=746,GBIF_CURRENT=2106,MODEL=0,URBANPLANTS=16,PLANTSEARCH=80
Juniperus thurifera,15.3,6,10.3469,26.9993,3.61245,588.667,101,TRUE,GBIF_BGCI=7638,GBIF_CURRENT=4843,MODEL=0,PLANTSEARCH=41,
Juniperus virginiana,15.3,11,12.106,29.8285,1.46762,1016.12,193.125,TRUE,GBIF_BGCI=3175,GBIF_CURRENT=10985,MODEL=0,URBANPLANTS=60,PLANTSEARCH=239
Kageneckia oblonga,15.3,9,12.9708,26.0055,7.99242,595.875,40.375,TRUE,GBIF_BGCI=21,GBIF_CURRENT=203,MODEL=0,URBANPLANTS=1,PLANTSEARCH=13
Kalmia latifolia,15.3,8,10.6063,27.604,0.150833,1084.12,225.875,TRUE,GBIF_BGCI=1266,GBIF_CURRENT=5772,MODEL=0,URBANPLANTS=1,PLANTSEARCH=170
Kalopanax septemlobus,15.3,11,12.4365,27.9145,2.18498,1162.75,136.375,TRUE,GBIF_BGCI=791,GBIF_CURRENT=1282,MODEL=0,URBANPLANTS=8,PLANTSEARCH=97
Keteleeria evelyniana,15.3,11,15.8842,25.5965,9.35817,933,70.875,TRUE,GBIF_BGCI=205,MODEL=0,GBIF_CURRENT=151,URBANPLANTS=1,PLANTSEARCH=40
Koelreuteria paniculata,15.3,8,12.1226,28.62,3.06859,799.625,105.625,TRUE,GBIF_BGCI=65,GBIF_CURRENT=1690,MODEL=0,URBANPLANTS=108,PLANTSEARCH=238
Lagerstroemia subcostata,15.3,9,18.8799,29.704,11.6362,1894.75,142,TRUE,GBIF_BGCI=723,GBIF_CURRENT=788,MODEL=0,URBANPLANTS=7,PLANTSEARCH=37
Larix gmelinii,15.3,3,8.15563,25.873,-4.40917,682,78.5,TRUE,URBANPLANTS=8,PLANTSEARCH=71,,,
Larix kaempferi,15.3,5,9.66986,25.2415,1.02981,1012.75,140.625,TRUE,GBIF_BGCI=164,GBIF_CURRENT=7407,MODEL=0,URBANPLANTS=8,PLANTSEARCH=163
Larix laricina,15.3,3,6.70973,25.515,-5.14433,939.5,177.75,TRUE,GBIF_BGCI=1909,GBIF_CURRENT=4980,MODEL=0,URBANPLANTS=13,PLANTSEARCH=140
Larix lyallii,15.3,2,2.90296,20.0607,-4.14156,861.333,152.333,TRUE,GBIF_BGCI=92,GBIF_CURRENT=145,MODEL=0,PLANTSEARCH=8,
Larix occidentalis,15.3,3,6.57256,24.3876,-2.33235,802.875,111.125,TRUE,GBIF_BGCI=156,GBIF_CURRENT=373,MODEL=0,URBANPLANTS=2,PLANTSEARCH=63
Laurus nobilis,15.3,11,13.4893,26.694,7.10017,770.5,126.5,TRUE,GBIF_BGCI=6554,GBIF_CURRENT=22861,MODEL=0,URBANPLANTS=45,PLANTSEARCH=263
Leptospermum lanigerum,15.3,6,12.2301,23.1523,7.56888,845,152.625,TRUE,GBIF_BGCI=6792,GBIF_CURRENT=6628,MODEL=0,URBANPLANTS=9,PLANTSEARCH=49
Leucosidea sericea,15.3,11,14.8058,25.3687,8.71534,746.667,70.6667,TRUE,GBIF_BGCI=161,GBIF_CURRENT=269,MODEL=0,PLANTSEARCH=8,
Ligustrum compactum,15.3,11,13.574,25.9785,5.89791,934.5,91.375,TRUE,GBIF_BGCI=229,GBIF_CURRENT=53,MODEL=0,URBANPLANTS=2,PLANTSEARCH=23
Ligustrum japonicum,15.3,11,15.4946,29.5508,7.44683,1274.62,150,TRUE,GBIF_BGCI=668,GBIF_CURRENT=1062,MODEL=0,URBANPLANTS=38,PLANTSEARCH=117
Ligustrum lucidum,15.3,11,15.9536,29.888,8.14583,962.5,114.75,TRUE,GBIF_BGCI=607,MODEL=0,GBIF_CURRENT=9729,URBANPLANTS=99,PLANTSEARCH=117
Lindera angustifolia,15.3,11,15.3932,31.208,5.13958,1264.12,157,TRUE,GBIF_BGCI=99,GBIF_CURRENT=71,MODEL=0,URBANPLANTS=6,PLANTSEARCH=45
Lindera benzoin,15.3,8,11.7078,29.472,1.01407,1073.25,223.875,TRUE,GBIF_BGCI=695,GBIF_CURRENT=4642,MODEL=0,URBANPLANTS=1,PLANTSEARCH=195
Lindera erythrocarpa,15.3,11,13.2906,28.9365,3.70517,1400.12,160,TRUE,GBIF_BGCI=1169,GBIF_CURRENT=653,MODEL=0,URBANPLANTS=3,PLANTSEARCH=69
Lindera glauca,15.3,11,14.7532,30.1464,4.75167,1311.75,139.5,TRUE,GBIF_BGCI=1593,GBIF_CURRENT=1139,MODEL=0,URBANPLANTS=7,PLANTSEARCH=42
Lindera obtusiloba,15.3,8,11.2515,26.785,2.36017,1250.5,130.25,TRUE,GBIF_BGCI=1879,GBIF_CURRENT=439,MODEL=0,URBANPLANTS=1,PLANTSEARCH=86
Lindera reflexa,15.3,9,16.1837,31.4675,5.73033,1389.62,158.375,TRUE,GBIF_BGCI=394,GBIF_CURRENT=181,MODEL=0,URBANPLANTS=4,PLANTSEARCH=32
Liquidambar acalycina,15.3,11,15.8786,29.219,6.57817,1287.5,139.375,TRUE,GBIF_BGCI=37,GBIF_CURRENT=30,MODEL=0,URBANPLANTS=2,PLANTSEARCH=50
Liquidambar formosana,15.3,9,17.3189,29.713,9.9319,1360.75,131.75,TRUE,GBIF_BGCI=522,GBIF_CURRENT=642,MODEL=0,URBANPLANTS=49,PLANTSEARCH=83
Liquidambar styraciflua,15.3,11,14.6344,29.5647,6.2365,1040.25,197.5,TRUE,GBIF_BGCI=3403,GBIF_CURRENT=15226,MODEL=0,URBANPLANTS=95,PLANTSEARCH=286
Liriodendron chinense,15.3,11,15.636,29.7685,5.71717,1237.12,144.75,TRUE,GBIF_BGCI=64,MODEL=0,GBIF_CURRENT=135,URBANPLANTS=27,PLANTSEARCH=126
Liriodendron tulipifera,15.3,8,12.4778,29.076,2.69883,1026,202.5,TRUE,GBIF_BGCI=2441,GBIF_CURRENT=17933,MODEL=0,URBANPLANTS=77,PLANTSEARCH=292
Lithocarpus cleistocarpus,15.3,11,16.0221,30.623,6.30417,1299.25,120.75,TRUE,GBIF_BGCI=210,GBIF_CURRENT=105,MODEL=0,URBANPLANTS=1,PLANTSEARCH=6
Lithocarpus edulis,15.3,11,14.4385,28.4156,5.78298,1418.88,179.625,TRUE,GBIF_BGCI=195,GBIF_CURRENT=240,MODEL=0,URBANPLANTS=1,PLANTSEARCH=31
Lithocarpus hancei,15.3,11,18.0193,29.67,11.2862,1858,135,TRUE,GBIF_BGCI=1409,GBIF_CURRENT=723,MODEL=0,URBANPLANTS=3,PLANTSEARCH=12
Lithocarpus mairei,15.3,11,16.3271,25.9833,10.6556,1040.83,49,TRUE,GBIF_BGCI=35,GBIF_CURRENT=11,MODEL=0,PLANTSEARCH=3,
Lithocarpus variolosus,15.3,11,14.2245,24.6667,7.7,846.333,71.6667,TRUE,GBIF_BGCI=165,GBIF_CURRENT=38,MODEL=0,PLANTSEARCH=8,
Litsea cubeba,15.3,9,17.4288,30.155,9.14217,1546,131.5,TRUE,GBIF_BGCI=2099,GBIF_CURRENT=1141,MODEL=0,URBANPLANTS=7,PLANTSEARCH=20
Litsea moupinensis,15.3,11,15.0797,26.5667,7.26111,1168,53.3333,TRUE,GBIF_BGCI=143,GBIF_CURRENT=50,MODEL=0,PLANTSEARCH=1,
Litsea populifolia,15.3,11,15.1885,26.7667,7.36111,1229.67,60.8333,TRUE,GBIF_BGCI=207,GBIF_CURRENT=35,MODEL=0,PLANTSEARCH=5,
Litsea pungens,15.3,11,15.0629,29.505,6.12433,1076.25,65.625,TRUE,GBIF_BGCI=250,GBIF_CURRENT=128,MODEL=0,URBANPLANTS=4,PLANTSEARCH=9
Lyonia ovalifolia,15.3,11,14.2193,27.6655,5.88105,1362,127.625,TRUE,GBIF_BGCI=2891,GBIF_CURRENT=1918,MODEL=0,URBANPLANTS=8,PLANTSEARCH=27
Machilus ichangensis,15.3,11,16.7526,30.526,6.94216,1343.75,89.875,TRUE,GBIF_BGCI=155,GBIF_CURRENT=107,MODEL=0,URBANPLANTS=2,PLANTSEARCH=6
Magnolia acuminata,15.3,8,10.2178,28.38,-0.0790843,1054,205.5,TRUE,GBIF_BGCI=202,GBIF_CURRENT=713,MODEL=0,URBANPLANTS=16,PLANTSEARCH=171
Magnolia aromatica,15.3,6,16.4363,26.9405,9.29233,1153.12,42.25,TRUE,GBIF_BGCI=15,MODEL=0,GBIF_CURRENT=8,URBANPLANTS=1,PLANTSEARCH=5
Magnolia biondii,15.3,11,13.325,28.928,2.55716,762.25,64,TRUE,GBIF_BGCI=7,GBIF_CURRENT=30,MODEL=0,URBANPLANTS=5,PLANTSEARCH=56
Magnolia campbellii,15.3,8,11.636,21.8333,5.17777,1014.67,93,TRUE,GBIF_BGCI=57,GBIF_CURRENT=29,MODEL=0,PLANTSEARCH=40,
